dis,phi,reg_phi,raw_kdp,reg_kdp,kdp_lsf
24.45,70.35,71.23999999999998,0.3,0.0,1.013531746031746
24.525,70.14,71.23999999999998,0.2,1.4166666666666288,1.0575892857142757
24.6,74.09,71.66499999999999,0.2,1.4166666666666288,1.0337996031746186
24.675,73.62,71.66499999999999,0.2,0.0,0.9421626984127149
24.75,70.98,71.66499999999999,0.2,0.0,0.7826785714285807
24.825,71.6,71.66499999999999,0.2,0.0,0.8245535714285883
24.9,68.99,71.66499999999999,0.2,-2.842170943040401e-14,0.8322321428571458
24.975,70.71,71.66499999999999,0.2,3.3708333333334792,0.8057142857142939
25.05,73.38,72.67625,0.2,3.370833333333394,0.7449999999999968
25.125,74.16,72.67625,0.2,0.0,0.6749999999999964
25.2,73.73,72.67625,0.2,0.0,0.6481972789115673
25.275,71.6,72.67625,0.2,0.0,0.593758503401354
25.35,71.55,72.67625,0.2,0.0,0.5116836734693908
25.425,74.32,72.67625,0.2,0.0,0.4019727891156579
25.5,72.73,72.67625,0.2,0.0,0.2646258503401368
25.575,69.94,72.67625,0.1,0.4982142857142833,0.09964285714285137
25.65,73.29,72.82571428571428,0.1,0.4982142857143117,0.09964285714286587
25.725,74.75,72.82571428571428,0.1,0.0,0.09608418367347338
25.8,75.71,72.82571428571428,0.1,0.0,0.08896683673469234
25.875,73.84,72.82571428571428,0.1,0.0,0.07829081632653284
25.95,75.04,72.82571428571428,0.1,0.0,0.06405612244898234
26.025,71.92,72.82571428571428,0.1,0.0,0.04626275510204033
26.1,73.04,72.82571428571428,0.1,0.0,0.024910714285714994
26.175,75.94,72.82571428571428,0.1,0.0,0.13858039450089413
26.25,70.47,72.82571428571428,0.1,0.0,0.25736358978738
26.325,71.87,72.82571428571428,0.1,0.0,0.35634958585944454
26.4,68.9,72.82571428571428,0.1,0.0,0.4355383827171168
26.475,73.74,72.82571428571428,0.1,0.0,0.4949299803603517
26.55,69.83,72.82571428571428,0.1,0.0,0.5345243787891774
26.625,71.22,72.82571428571428,0.1,2.7716078900180037,0.5543215780035884
26.7,76.18,73.65719665271968,0.1,2.7716078900180037,0.5543215780035959
26.775,75.62,73.65719665271968,0.1,0.0,0.5345243787891863
26.85,73.02,73.65719665271968,0.1,0.0,0.49492998036034563
26.925,74.78,73.65719665271968,0.1,0.0,0.4355383827171111
27.0,72.93,73.65719665271968,0.1,0.0,0.35634958585944415
27.075,71.29,73.65719665271968,0.1,0.0,0.2573635897873775
27.15,75.05,73.65719665271968,0.1,0.0,0.13858039450090207
27.225,75.64,73.65719665271968,0.1,0.0,0.0
27.3,73.79,73.65719665271968,0.1,0.0,0.0
27.375,72.68,73.65719665271968,0.1,0.0,3.484683723630991e-15
27.45,78.12,73.65719665271968,0.1,0.0,0.0
27.525,78.61,73.65719665271968,NaN,0.0,8.530944640722737e-15
27.6,67.18,73.65719665271968,NaN,0.0,0.0
27.675,340.73,73.65719665271968,NaN,0.0,0.0
27.75,71.29,73.65719665271968,NaN,0.0,0.0
27.825,77.15,73.65719665271968,NaN,0.0,0.0
27.9,68.54,73.65719665271968,NaN,0.0,1.0520371220643436e-15
27.975,75.52,73.65719665271968,NaN,0.0,5.7706936434487966e-15
28.05,84.52,73.65719665271968,0.1,0.0,0.0
28.125,49.56,73.65719665271968,0.1,0.0,2.609054866571569e-15
28.2,67.3,73.65719665271968,0.1,0.0,0.0
28.275,66.65,73.65719665271968,0.1,0.0,0.0
28.35,73.48,73.65719665271968,0.1,0.0,0.0
28.425,71.3,73.65719665271968,0.1,0.0,0.0
28.5,70.77,73.65719665271968,0.1,0.0,5.406932294596889e-15
28.575,73.18,73.65719665271968,0.1,0.0,3.3383645275394794e-15
28.65,71.59,73.65719665271968,0.1,0.0,1.5367506796738185e-15
28.725,62.01,73.65719665271968,0.1,0.0,1.5327387870054512e-15
28.8,76.36,73.65719665271968,0.1,0.0,6.6245737377463826e-15
28.875,78.07,73.65719665271968,0.1,0.0,6.099110051242561e-15
28.95,71.44,73.65719665271968,0.1,0.0,0.0
29.025,72.58,73.65719665271968,0.1,0.0,3.286613438821706e-15
29.1,68.24,73.65719665271968,0.1,0.0,4.0346385688269456e-15
29.175,65.29,73.65719665271968,0.1,0.0,0.0
29.25,68.17,73.65719665271968,0.1,0.0,0.0
29.325,82.31,73.65719665271968,0.1,0.0,2.0018430282818417e-15
29.4,70.6,73.65719665271968,0.1,0.0,0.0
29.475,96.94,73.65719665271968,NaN,0.0,0.0
29.55,45.0,73.65719665271968,NaN,0.0,0.0
29.625,76.44,73.65719665271968,NaN,0.0,0.0
29.7,86.62,73.65719665271968,NaN,0.0,0.0
29.775,78.41,73.65719665271968,0.1,0.0,1.0350858441028471e-14
29.85,58.33,73.65719665271968,0.1,0.0,4.670767433758542e-15
29.925,73.39,73.65719665271968,0.1,0.0,1.2260691115402174e-15
30.0,78.05,73.65719665271968,0.1,0.0,3.4244120309592525e-15
30.075,63.84,73.65719665271968,0.1,0.0,0.0
30.15,66.81,73.65719665271968,0.1,0.0,6.0846020138962826e-15
30.225,84.31,73.65719665271968,0.1,0.0,0.0
30.3,71.57,73.65719665271968,0.1,0.0,0.0
30.375,63.77,73.65719665271968,0.1,0.0,0.0
30.45,71.47,73.65719665271968,0.1,0.0,0.0
30.525,68.58,73.65719665271968,0.1,0.0,0.0
30.6,71.26,73.65719665271968,0.1,0.0,0.0
30.675,76.48,73.65719665271968,0.1,0.0,0.0
30.75,79.03,73.65719665271968,0.1,0.0,0.0
30.825,77.3,73.65719665271968,0.1,0.0,0.0
30.9,71.82,73.65719665271968,0.1,0.0,1.0923958449527649e-14
30.975,67.22,73.65719665271968,0.1,0.0,3.0797313935268707e-15
31.05,75.23,73.65719665271968,0.1,0.0,2.363302492211649e-16
31.125,77.21,73.65719665271968,0.1,0.0,4.9509776511553865e-15
31.2,58.15,73.65719665271968,0.1,0.0,4.703883378781672e-16
31.275,70.01,73.65719665271968,0.1,0.0,0.0
31.35,69.08,73.65719665271968,0.1,0.0,2.106620626394095e-15
31.425,70.51,73.65719665271968,0.1,0.0,4.203186854725289e-15
31.5,77.42,73.65719665271968,0.1,0.0,9.318178504736321e-16
