dis_mid,raw_kdp_abs_diff,reg_kdp_abs_diff,kdp_lsf_abs_diff
24.487499999999997,0.09999999999999998,1.4166666666666288,0.04405753968252979
24.5625,0.0,0.0,0.023789682539657075
24.637500000000003,0.0,1.4166666666666288,0.09163690476190378
24.7125,0.0,0.0,0.15948412698413417
24.7875,0.0,0.0,0.041875000000007656
24.862499999999997,0.0,2.8421709430404014e-14,0.007678571428557435
24.9375,0.0,3.3708333333335077,0.02651785714285182
25.012500000000003,0.0,8.526512829121202e-14,0.060714285714297156
25.0875,0.0,3.370833333333394,0.0700000000000004
25.1625,0.0,0.0,0.02680272108842907
25.237499999999997,0.0,0.0,0.054438775510213255
25.3125,0.0,0.0,0.08207482993196324
25.387500000000003,0.0,0.0,0.10971088435373288
25.4625,0.0,0.0,0.13734693877552112
25.5375,0.1,0.4982142857142833,0.1649829931972855
25.612499999999997,0.0,2.842170943040401e-14,1.4502288259166107e-14
25.6875,0.0,0.4982142857143117,0.0035586734693925093
25.762500000000003,0.0,0.0,0.007117346938780994
25.8375,0.0,0.0,0.0106760204081595
25.9125,0.0,0.0,0.014234693877550497
25.987499999999997,0.0,0.0,0.017793367346942
26.0625,0.0,0.0,0.021352040816325402
26.137500000000003,0.0,0.0,0.1136696802151792
26.2125,0.0,0.0,0.1187831952864859
26.2875,0.0,0.0,0.09898599607206449
26.362499999999997,0.0,0.0,0.07918879685767233
26.4375,0.0,0.0,0.05939159764323487
26.512500000000003,0.0,0.0,0.03959439842882567
26.5875,0.0,2.771607890018004,0.019797199214411032
26.6625,0.0,0.0,7.549516567451064e-15
26.737499999999997,0.0,2.771607890018004,0.01979719921440959
26.8125,0.0,0.0,0.03959439842884077
26.887500000000003,0.0,0.0,0.059391597643234484
26.9625,0.0,0.0,0.079188796857667
27.0375,0.0,0.0,0.0989859960720666
27.112499999999997,0.0,0.0,0.11878319528647549
27.1875,0.0,0.0,0.138580394500902
27.262500000000003,0.0,0.0,0.0
