dis,phi,reg_phi,kdp,reg_kdp
28.612499999999997,73.18,73.65719665271968,-10.600000000000124,0.0
28.6875,71.59,73.65719665271968,-63.86666666666428,0.0
28.762500000000003,62.01,73.65719665271968,95.66666666666758,0.0
28.8375,76.36,73.65719665271968,11.400000000000066,0.0
28.9125,78.07,73.65719665271968,-44.20000000000039,0.0
28.987499999999997,71.44,73.65719665271968,7.600000000000076,0.0
29.0625,72.58,73.65719665271968,-28.93333333333226,0.0
29.137500000000003,68.24,73.65719665271968,-19.666666666666778,0.0
29.2125,65.29,73.65719665271968,19.200000000000152,0.0
29.2875,68.17,73.65719665271968,94.26666666666756,0.0
29.362499999999997,82.31,73.65719665271968,-78.06666666666746,0.0
29.4375,70.6,73.65719665271968,175.59999999999337,0.0
29.512500000000003,96.94,73.65719665271968,-346.26666666666995,0.0
29.5875,45.0,73.65719665271968,209.60000000000198,0.0
29.6625,76.44,73.65719665271968,67.86666666666736,0.0
29.737499999999997,86.62,73.65719665271968,-54.7333333333339,0.0
29.8125,78.41,73.65719665271968,-133.8666666666616,0.0
29.887500000000003,58.33,73.65719665271968,100.40000000000097,0.0
29.9625,73.39,73.65719665271968,31.06666666666694,0.0
30.0375,78.05,73.65719665271968,-94.73333333333419,0.0
30.112499999999997,63.84,73.65719665271968,19.80000000000018,0.0
30.1875,66.81,73.65719665271968,116.66666666666225,0.0
30.262500000000003,84.31,73.65719665271968,-84.9333333333342,0.0
30.3375,71.57,73.65719665271968,-52.000000000000426,0.0
30.4125,63.77,73.65719665271968,51.33333333333379,0.0
30.487499999999997,71.47,73.65719665271968,-19.266666666666854,0.0
30.5625,68.58,73.65719665271968,17.866666666666035,0.0
30.637500000000003,71.26,73.65719665271968,34.800000000000324,0.0
30.7125,76.48,73.65719665271968,17.000000000000142,0.0
30.7875,79.03,73.65719665271968,-11.53333333333347,0.0
30.862499999999997,77.3,73.65719665271968,-36.53333333333371,0.0
30.9375,71.82,73.65719665271968,-30.666666666665467,0.0
31.012500000000003,67.22,73.65719665271968,53.40000000000054,0.0
31.0875,75.23,73.65719665271968,13.200000000000056,0.0
31.1625,77.21,73.65719665271968,-127.06666666666784,0.0
31.237499999999997,58.15,73.65719665271968,79.06666666666746,0.0
31.3125,70.01,73.65719665271968,-6.19999999999981,0.0
31.387500000000003,69.08,73.65719665271968,9.53333333333347,0.0
31.4625,70.51,73.65719665271968,46.06666666666708,0.0
31.5375,77.42,73.65719665271968,19.400000000000162,0.0
31.612499999999997,80.33,73.65719665271968,-5.933333333333393,0.0
