radial_idx	distance	zh	rho	zdr	phi	sd_zdr	sd_phi	zh_qc	rho_qc	zdr_qc	phi_qc	phi_reg	kdp_lsf
147.0000	69.1500	24.0000	0.9950	1.3750	81.1600	0.4084	3.8081	24.0000	0.9950	1.3750	81.1600	76.6387	0.1548
147.0000	69.2250	25.0000	0.9800	0.6250	79.6200	0.4142	4.0363	25.0000	0.9800	0.6250	79.6200	76.6387	0.1561
147.0000	69.3000	23.5000	1.0050	0.5000	70.0800	0.3322	3.4064	23.5000	1.0050	0.5000	70.0800	76.6387	0.1670
147.0000	69.3750	23.5000	1.0000	0.6875	76.3800	0.2882	3.5184	23.5000	1.0000	0.6875	76.3800	76.6387	0.1821
147.0000	69.4500	25.0000	0.9950	1.1250	79.9800	0.2135	3.3252	25.0000	0.9950	1.1250	79.9800	76.6387	0.1962
147.0000	69.5250	25.0000	0.9950	0.6875	77.0000	0.2052	2.9344	25.0000	0.9950	0.6875	77.0000	76.6387	0.2094
147.0000	69.6000	25.5000	1.0000	0.7500	74.6900	0.2835	2.1660	25.5000	1.0000	0.7500	74.6900	76.6387	0.2217
147.0000	69.6750	22.0000	0.9850	1.0625	72.7000	0.3302	3.5699	22.0000	0.9850	1.0625	72.7000	76.6387	0.2459
147.0000	69.7500	22.0000	0.9100	0.7500	75.4700	0.3594	3.4202	22.0000	0.9100	0.7500	75.4700	76.6387	0.2688
147.0000	69.8250	22.5000	1.0100	0.1875	77.9000	0.8660	3.7154	22.5000	1.0100	0.1875	77.9000	76.6387	0.2903
147.0000	69.9000	20.5000	1.0000	1.2500	84.4000	0.8873	3.5759	20.5000	1.0000	1.2500	84.4000	76.6387	0.3105
147.0000	69.9750	22.5000	1.0000	1.3125	77.4500	0.8759	3.6696	22.5000	1.0000	1.3125	77.4500	76.6387	0.3293
147.0000	70.0500	18.5000	1.0100	-1.3750	81.2500	0.8601	4.9580	18.5000	1.0100	-1.3750	81.2500	76.6387	0.3468
147.0000	70.1250	19.0000	0.9850	-0.0625	76.2000	0.8711	4.9986	19.0000	0.9850	-0.0625	76.2000	76.6387	0.3629
147.0000	70.2000	20.5000	1.0050	-0.2500	72.2600	0.7880	3.9449	20.5000	1.0050	-0.2500	72.2600	76.6387	0.3777
147.0000	70.2750	19.5000	1.0400	0.5000	68.3200	0.6067	3.9887	19.5000	1.0400	0.5000	68.3200	76.6387	0.3911
147.0000	70.3500	20.0000	1.0350	0.6250	74.4400	0.3625	3.2519	20.0000	1.0350	0.6250	74.4400	76.6387	0.4032
147.0000	70.4250	19.5000	0.9950	-0.2500	78.4000	0.4352	3.9968	19.5000	0.9950	-0.2500	78.4000	76.7117	0.4140
147.0000	70.5000	22.5000	1.0050	-0.3125	78.0000	0.4792	3.8913	22.5000	1.0050	-0.3125	78.0000	76.7117	0.4234
147.0000	70.5750	20.5000	0.9900	0.3125	73.8200	0.5011	3.1840	20.5000	0.9900	0.3125	73.8200	76.7117	0.4314
147.0000	70.6500	20.5000	0.9500	0.8125	81.1400	0.4976	3.1768	20.5000	0.9500	0.8125	81.1400	76.7117	0.4382
147.0000	70.7250	20.0000	0.9650	1.0625	77.9100	0.4713	3.1703	20.0000	0.9650	1.0625	77.9100	76.7117	0.4435
147.0000	70.8000	17.5000	1.0350	-0.0625	71.0000	0.5473	3.2012	17.5000	1.0350	-0.0625	71.0000	76.7117	0.4475
147.0000	70.8750	19.5000	1.0050	-0.0625	78.9000	0.5425	3.1723	19.5000	1.0050	-0.0625	78.9000	77.0689	0.4502
147.0000	70.9500	20.0000	1.0250	0.0000	75.3000	0.5381	2.9748	20.0000	1.0250	0.0000	75.3000	77.0689	0.4515
147.0000	71.0250	21.0000	1.0200	1.3750	78.4300	0.5076	2.9246	21.0000	1.0200	1.3750	78.4300	77.0689	0.4598
147.0000	71.1000	18.0000	1.0050	0.5000	80.1700	0.7133	2.2128	18.0000	1.0050	0.5000	80.1700	77.0689	0.4671
147.0000	71.1750	21.0000	0.9800	0.7500	74.1900	0.7927	2.3339	21.0000	0.9800	0.7500	74.1900	77.0689	0.4733
147.0000	71.2500	22.0000	0.9650	0.8125	76.0600	0.7877	2.2905	22.0000	0.9650	0.8125	76.0600	77.0689	0.4784
147.0000	71.3250	17.0000	1.0300	-1.0000	80.0500	0.6795	2.2598	17.0000	1.0300	-1.0000	80.0500	77.0689	0.4864
147.0000	71.4000	18.0000	1.0000	-0.6875	74.7500	0.6886	4.3309	18.0000	1.0000	-0.6875	74.7500	77.0689	0.4932
147.0000	71.4750	21.0000	0.9950	0.4375	75.7700	0.7972	4.1667	21.0000	0.9950	0.4375	75.7700	77.0689	0.4988
147.0000	71.5500	22.5000	1.0150	0.6250	78.0200	0.7769	4.4985	22.5000	1.0150	0.6250	78.0200	78.0200	0.5031
147.0000	71.6250	20.0000	0.9950	0.6250	87.6600	0.6100	4.4100	20.0000	0.9950	0.6250	87.6600	78.4800	0.5109
147.0000	71.7000	23.0000	1.0000	1.4375	75.7000	0.4138	4.7248	23.0000	1.0000	1.4375	75.7000	78.4800	0.5172
147.0000	71.7750	22.5000	1.0000	0.5000	73.1600	0.4263	4.5625	22.5000	1.0000	0.5000	73.1600	78.4800	0.5222
147.0000	71.8500	23.0000	1.0300	1.0625	77.4000	0.4245	4.5998	23.0000	1.0300	1.0625	77.4000	78.4800	0.5259
147.0000	71.9250	22.0000	1.0050	0.0625	83.7600	0.4171	3.3966	22.0000	1.0050	0.0625	83.7600	79.6948	0.5281
147.0000	72.0000	27.0000	0.9950	1.1250	79.1000	0.4048	3.2538	27.0000	0.9950	1.1250	79.1000	79.6948	0.5290
147.0000	72.0750	22.5000	0.9900	0.9375	81.6700	0.3979	2.2794	22.5000	0.9900	0.9375	81.6700	79.6948	0.5286
147.0000	72.1500	24.5000	0.9800	0.8125	80.9100	0.3937	2.0176	24.5000	0.9800	0.8125	80.9100	79.6948	0.5268
147.0000	72.2250	21.5000	1.0000	1.3750	77.0000	0.2661	1.6465	21.5000	1.0000	1.3750	77.0000	79.6948	0.5236
147.0000	72.3000	22.0000	0.9750	0.5625	81.5200	0.5504	2.5761	22.0000	0.9750	0.5625	81.5200	79.6948	0.5191
147.0000	72.3750	22.0000	0.9650	0.6250	81.8600	0.5547	2.5726	22.0000	0.9650	0.6250	81.8600	79.6948	0.5132
147.0000	72.4500	21.5000	0.9650	1.0625	79.5900	0.5534	3.2225	21.5000	0.9650	1.0625	79.5900	79.6948	0.5059
147.0000	72.5250	20.0000	0.9650	-0.5000	86.2400	0.5008	2.5598	20.0000	0.9650	-0.5000	86.2400	79.6948	0.4973
147.0000	72.6000	20.5000	0.9450	1.0000	81.4800	0.5008	2.5191	20.5000	0.9450	1.0000	81.4800	79.6948	0.4873
147.0000	72.6750	20.5000	0.9700	0.7500	86.8400	0.5774	4.7107	20.5000	0.9700	0.7500	86.8400	79.6948	0.4759
147.0000	72.7500	21.5000	1.0100	1.0000	80.9800	0.6247	5.0935	21.5000	1.0100	1.0000	80.9800	79.6948	0.4640
147.0000	72.8250	23.0000	0.9900	0.7500	83.0200	0.4838	5.1016	23.0000	0.9900	0.7500	83.0200	79.6948	0.4508
147.0000	72.9000	19.5000	1.0200	1.5000	71.5900	0.4838	5.1768	19.5000	1.0200	1.5000	71.5900	79.6948	0.4362
147.0000	72.9750	19.5000	0.9550	0.0000	75.7700	0.4994	4.2706	19.5000	0.9550	0.0000	75.7700	79.6948	0.4203
147.0000	73.0500	21.5000	1.0200	0.1250	73.6000	0.9536	4.5050	21.5000	1.0200	0.1250	73.6000	79.6948	0.4030
147.0000	73.1250	21.5000	0.9300	0.3750	82.4300	0.9987	4.2277	21.5000	0.9300	0.3750	82.4300	79.6948	0.3844
147.0000	73.2000	20.5000	0.9700	0.2500	74.7300	1.0700	3.9200	20.5000	0.9700	0.2500	74.7300	79.6948	0.3684
147.0000	73.2750	17.5000	0.8200	2.8750	82.6700	1.1757	5.7919	nan	nan	nan	nan	79.6948	0.0000
147.0000	73.3500	20.5000	0.9800	0.0000	81.1500	1.2733	5.7206	20.5000	0.9800	0.0000	81.1500	79.6948	0.3327
147.0000	73.4250	20.0000	1.0250	-0.8125	83.4700	1.4317	5.5685	20.0000	1.0250	-0.8125	83.4700	79.6948	0.3130
147.0000	73.5000	18.5000	1.0500	-1.0000	66.8800	1.4495	5.4631	18.5000	1.0500	-1.0000	66.8800	79.6948	0.2921
147.0000	73.5750	19.5000	0.9250	1.6875	82.7800	1.2099	5.5348	19.5000	0.9250	1.6875	82.7800	80.0725	0.2701
147.0000	73.6500	18.5000	1.0450	-1.3750	79.3500	1.2095	5.6103	18.5000	1.0450	-1.3750	79.3500	80.0725	0.2468
147.0000	73.7250	20.5000	0.9100	0.8750	82.8700	1.1372	5.4768	20.5000	0.9100	0.8750	82.8700	80.0725	0.2223
147.0000	73.8000	21.0000	0.9800	1.8125	75.2900	0.9999	2.5212	21.0000	0.9800	1.8125	75.2900	80.0725	0.1965
147.0000	73.8750	20.5000	1.0050	0.3750	82.2100	0.9801	3.0543	20.5000	1.0050	0.3750	82.2100	80.5031	0.1800
147.0000	73.9500	21.0000	0.9650	0.1250	82.1500	0.6186	4.9048	21.0000	0.9650	0.1250	82.1500	80.5031	0.1676
147.0000	74.0250	23.0000	1.0200	0.2500	80.6200	0.6191	5.0254	23.0000	1.0200	0.2500	80.6200	80.5031	0.1708
147.0000	74.1000	23.5000	0.9800	1.5625	85.8800	0.4803	4.1133	23.5000	0.9800	1.5625	85.8800	80.5031	0.1728
147.0000	74.1750	22.0000	0.9800	0.4375	92.6800	0.6336	4.5404	22.0000	0.9800	0.4375	92.6800	80.5031	0.1734
147.0000	74.2500	23.5000	0.9300	0.6250	80.0000	0.6069	4.6252	23.5000	0.9300	0.6250	80.0000	80.5031	0.1862
147.0000	74.3250	22.0000	0.9900	0.0000	81.3800	0.5644	4.6110	22.0000	0.9900	0.0000	81.3800	80.5031	0.1980
147.0000	74.4000	22.5000	0.9850	1.6875	78.0700	0.5022	5.0406	22.5000	0.9850	1.6875	78.0700	80.5031	0.2091
147.0000	74.4750	22.5000	0.9550	1.1250	80.4100	0.4783	4.3306	22.5000	0.9550	1.1250	80.4100	80.5031	0.2193
147.0000	74.5500	24.5000	0.9650	1.0625	80.8500	0.5396	4.7769	24.5000	0.9650	1.0625	80.8500	80.5031	0.2287
147.0000	74.6250	22.5000	0.9700	0.7500	89.1000	0.3430	4.7283	22.5000	0.9700	0.7500	89.1000	80.5031	0.2372
147.0000	74.7000	23.0000	0.9750	0.8750	73.4100	0.2732	4.8895	23.0000	0.9750	0.8750	73.4100	80.5031	0.2450
147.0000	74.7750	21.0000	1.0050	1.6875	74.7500	0.2784	4.9074	21.0000	1.0050	1.6875	74.7500	80.5031	0.2519
147.0000	74.8500	21.5000	0.9500	1.0625	79.5800	0.3169	4.9657	21.5000	0.9500	1.0625	79.5800	80.5031	0.2580
147.0000	74.9250	21.0000	0.9950	1.1250	83.5900	0.4192	3.4068	21.0000	0.9950	1.1250	83.5900	80.5031	0.2632
147.0000	75.0000	19.0000	0.9550	1.2500	79.0000	0.4721	4.7839	19.0000	0.9550	1.2500	79.0000	80.5031	0.2676
147.0000	75.0750	19.0000	1.0100	0.6875	82.2700	0.4443	4.2718	19.0000	1.0100	0.6875	82.2700	80.5031	0.2712
147.0000	75.1500	21.5000	0.9600	0.2500	78.3300	0.6516	4.9931	21.5000	0.9600	0.2500	78.3300	80.5031	0.2740
147.0000	75.2250	19.0000	0.9950	0.3750	91.0000	0.7240	6.6158	19.0000	0.9950	0.3750	91.0000	80.5031	0.2759
147.0000	75.3000	19.5000	0.9500	1.5625	77.9300	0.6571	6.5500	19.5000	0.9500	1.5625	77.9300	80.5031	0.2771
147.0000	75.3750	18.5000	0.9950	-0.5000	89.8000	0.6380	6.7480	18.5000	0.9950	-0.5000	89.8000	80.5031	0.2773
147.0000	75.4500	20.0000	0.9150	-0.4375	70.6400	0.6461	6.7317	20.0000	0.9150	-0.4375	70.6400	80.5031	0.2768
147.0000	75.5250	18.0000	0.9850	0.0000	81.5600	0.7361	5.3581	18.0000	0.9850	0.0000	81.5600	80.5031	0.2754
147.0000	75.6000	21.0000	1.0450	0.3750	76.8500	0.6150	5.3585	21.0000	1.0450	0.3750	76.8500	80.5031	0.2732
147.0000	75.6750	20.5000	0.9850	-0.0625	78.6500	0.6048	3.2648	20.5000	0.9850	-0.0625	78.6500	80.5031	0.2702
147.0000	75.7500	20.5000	0.9600	1.1875	77.5900	0.5527	1.9081	20.5000	0.9600	1.1875	77.5900	80.5031	0.2663
147.0000	75.8250	22.5000	0.9850	1.0000	80.4500	0.6048	1.4278	22.5000	0.9850	1.0000	80.4500	80.5031	0.2617
147.0000	75.9000	20.5000	0.9600	-0.4375	78.5300	0.6542	1.7123	20.5000	0.9600	-0.4375	78.5300	80.5031	0.2603
147.0000	75.9750	19.5000	0.9350	0.0000	75.5400	0.9875	1.9637	19.5000	0.9350	0.0000	75.5400	80.5031	0.2582
147.0000	76.0500	20.0000	1.0100	1.1250	77.7000	0.9327	4.8483	20.0000	1.0100	1.1250	77.7000	80.5031	0.2577
147.0000	76.1250	20.5000	0.9600	1.1875	75.1100	0.8723	7.7962	20.5000	0.9600	1.1875	75.1100	80.5031	0.2565
147.0000	76.2000	18.5000	0.9550	-1.5625	80.4700	0.8886	8.8869	18.5000	0.9550	-1.5625	80.4700	80.5031	0.2592
147.0000	76.2750	17.0000	0.9900	-0.0625	90.6400	0.8957	9.0741	17.0000	0.9900	-0.0625	90.6400	82.0433	0.2613
147.0000	76.3500	17.5000	0.9700	-0.1250	97.1300	0.7873	9.2692	17.5000	0.9700	-0.1250	97.1300	82.0433	0.2627
147.0000	76.4250	18.0000	0.9000	-0.6250	69.8600	0.5504	8.9109	18.0000	0.9000	-0.6250	69.8600	82.0433	0.2636
147.0000	76.5000	20.5000	0.9400	0.3125	73.6400	0.4532	8.8748	20.5000	0.9400	0.3125	73.6400	82.0433	0.2638
147.0000	76.5750	18.5000	0.9900	-0.5000	87.5500	0.8181	8.7657	18.5000	0.9900	-0.5000	87.5500	82.0433	0.2634
147.0000	76.6500	18.0000	0.9850	-0.5625	86.7500	0.8592	6.7699	18.0000	0.9850	-0.5625	86.7500	82.0433	0.2624
147.0000	76.7250	18.5000	0.9550	0.6875	81.2400	0.8343	6.6600	18.5000	0.9550	0.6875	81.2400	82.0433	0.2607
147.0000	76.8000	19.5000	0.9500	1.8125	75.8100	0.9576	5.3703	19.5000	0.9500	1.8125	75.8100	82.0433	0.2585
147.0000	76.8750	18.5000	0.9000	-0.6250	87.5300	0.9166	5.4586	18.5000	0.9000	-0.6250	87.5300	82.0433	0.2556
147.0000	76.9500	19.0000	0.9750	-0.3750	93.8100	0.8196	5.7199	19.0000	0.9750	-0.3750	93.8100	82.0433	0.2521
147.0000	77.0250	20.5000	0.9150	1.4375	81.8800	0.8200	5.6942	20.5000	0.9150	1.4375	81.8800	82.0433	0.2480
147.0000	77.1000	22.5000	1.0000	0.8125	80.3700	0.6925	5.2089	22.5000	1.0000	0.8125	80.3700	82.0433	0.2432
147.0000	77.1750	22.5000	1.0000	0.8125	77.5400	0.6355	6.3925	22.5000	1.0000	0.8125	77.5400	82.0433	0.2379
147.0000	77.2500	21.5000	0.9550	0.5625	82.4800	0.6148	4.5549	21.5000	0.9550	0.5625	82.4800	82.0433	0.2319
147.0000	77.3250	21.5000	0.9700	-0.1250	88.7100	0.7588	4.8092	21.5000	0.9700	-0.1250	88.7100	82.0433	0.2253
147.0000	77.4000	20.5000	0.9450	-0.3125	73.0100	0.8585	4.8157	20.5000	0.9450	-0.3125	73.0100	82.0433	0.2181
147.0000	77.4750	22.0000	0.9850	1.3125	77.7500	1.0148	4.8821	22.0000	0.9850	1.3125	77.7500	82.0433	0.2102
147.0000	77.5500	19.0000	0.9750	-1.0625	84.7800	1.1493	5.0217	19.0000	0.9750	-1.0625	84.7800	82.0433	0.2018
147.0000	77.6250	20.0000	0.9250	1.5000	79.9200	1.1615	4.0106	20.0000	0.9250	1.5000	79.9200	82.0433	0.1927
147.0000	77.7000	21.0000	0.9400	1.9375	85.3500	1.1680	3.0842	21.0000	0.9400	1.9375	85.3500	82.0433	0.1830
147.0000	77.7750	19.5000	0.9700	-1.0000	78.1100	1.1212	2.5872	19.5000	0.9700	-1.0000	78.1100	82.0433	0.1727
147.0000	77.8500	21.5000	1.0350	-0.3125	81.9300	1.1212	2.4512	21.5000	1.0350	-0.3125	81.9300	82.0433	0.1617
147.0000	77.9250	22.5000	0.9650	1.1875	85.2000	1.0610	4.8463	22.5000	0.9650	1.1875	85.2000	82.0433	0.1502
147.0000	78.0000	20.5000	1.0150	0.3125	82.6200	0.8230	4.4517	20.5000	1.0150	0.3125	82.6200	82.0433	0.1380
147.0000	78.0750	20.5000	1.0000	-1.0625	81.1300	0.7156	4.7979	20.5000	1.0000	-1.0625	81.1300	82.0433	0.1252
147.0000	78.1500	19.0000	1.0200	1.0000	70.1900	0.9390	4.7907	19.0000	1.0200	1.0000	70.1900	82.0433	0.1118
147.0000	78.2250	20.5000	0.9600	0.1250	80.2400	1.0188	4.5513	20.5000	0.9600	0.1250	80.2400	82.0433	0.0977
147.0000	78.3000	20.5000	0.9800	-0.1250	85.7500	1.0182	5.0014	20.5000	0.9800	-0.1250	85.7500	82.2618	0.0830
147.0000	78.3750	20.5000	1.0050	2.0625	81.6200	0.8912	5.0041	20.5000	1.0050	2.0625	81.6200	82.2618	0.0678
147.0000	78.4500	20.0000	0.9950	-1.0000	82.7400	0.8601	3.0223	20.0000	0.9950	-1.0000	82.7400	82.2618	0.0519
147.0000	78.5250	19.5000	0.9550	0.0625	86.6500	0.8762	5.4436	19.5000	0.9550	0.0625	86.6500	82.2618	0.0353
147.0000	78.6000	20.5000	0.9550	0.1875	81.6700	0.8842	7.4070	20.5000	0.9550	0.1875	81.6700	82.2618	0.0350
147.0000	78.6750	19.5000	0.9900	-0.1875	89.2000	0.4686	7.4809	19.5000	0.9900	-0.1875	89.2000	82.2618	0.0347
147.0000	78.7500	17.5000	0.9800	-0.3125	70.9500	0.3844	7.5541	17.5000	0.9800	-0.3125	70.9500	82.2618	0.0342
147.0000	78.8250	18.0000	0.9450	0.5625	96.9400	0.4770	8.1843	18.0000	0.9450	0.5625	96.9400	82.2618	0.0337
147.0000	78.9000	18.0000	1.0300	-0.5000	80.4000	0.6122	8.6069	18.0000	1.0300	-0.5000	80.4000	82.2618	0.0330
147.0000	78.9750	17.5000	1.0000	-0.6250	80.9200	0.6371	8.2519	17.5000	1.0000	-0.6250	80.9200	82.2618	0.0323
147.0000	79.0500	14.5000	1.0200	0.6875	73.7600	0.6212	7.0913	14.5000	1.0200	0.6875	73.7600	82.2618	0.0316
147.0000	79.1250	19.0000	0.9250	1.0625	89.6500	0.6612	4.7031	19.0000	0.9250	1.0625	89.6500	82.2618	0.0307
147.0000	79.2000	17.5000	1.0500	0.7500	83.3200	0.8826	4.9655	17.5000	1.0500	0.7500	83.3200	82.2618	0.0298
147.0000	79.2750	19.0000	0.8550	0.8125	78.7600	0.8461	6.5048	nan	nan	nan	nan	82.2618	0.0000
147.0000	79.3500	20.0000	1.0100	-0.3125	76.6900	0.8324	7.7525	20.0000	1.0100	-0.3125	76.6900	82.2618	0.0277
147.0000	79.4250	17.0000	1.0200	-1.5000	85.0700	0.7203	7.1688	17.0000	1.0200	-1.5000	85.0700	82.2618	0.0266
147.0000	79.5000	17.0000	0.9700	-0.2500	93.2200	0.7436	7.5785	17.0000	0.9700	-0.2500	93.2200	82.2618	0.0253
147.0000	79.5750	18.0000	0.9100	-0.3125	68.3400	0.6571	7.5322	18.0000	0.9100	-0.3125	68.3400	82.2618	0.0240
147.0000	79.6500	19.5000	0.9750	-0.2500	83.2300	0.9176	7.5408	19.5000	0.9750	-0.2500	83.2300	82.2618	0.0226
147.0000	79.7250	22.0000	0.9850	0.8750	88.3200	0.6917	7.5276	22.0000	0.9850	0.8750	88.3200	82.2618	0.0212
147.0000	79.8000	20.5000	0.9800	0.1875	79.6300	0.6635	6.7122	20.5000	0.9800	0.1875	79.6300	82.2618	0.0196
147.0000	79.8750	22.0000	1.0000	1.6250	89.3300	0.6813	3.1022	22.0000	1.0000	1.6250	89.3300	82.2618	0.0180
147.0000	79.9500	22.5000	0.9900	-0.2500	84.2400	0.7051	4.2318	22.5000	0.9900	-0.2500	84.2400	82.2618	0.0163
147.0000	80.0250	20.5000	0.9700	0.2500	87.3800	0.6696	4.2279	20.5000	0.9700	0.2500	87.3800	82.2618	0.0146
147.0000	80.1000	21.0000	1.0050	-0.4375	84.9500	0.7145	5.6612	21.0000	1.0050	-0.4375	84.9500	82.2618	0.0127
147.0000	80.1750	19.0000	1.0050	-0.4375	77.0700	0.2743	8.0129	19.0000	1.0050	-0.4375	77.0700	82.2618	0.0108
147.0000	80.2500	16.0000	0.7300	-0.1875	88.2900	0.8195	8.2044	nan	nan	nan	nan	82.2618	0.0000
147.0000	80.3250	19.0000	0.8750	-0.6250	97.3300	0.8470	8.1021	nan	nan	nan	nan	82.2618	0.0000
147.0000	80.4000	18.5000	0.9800	-0.5625	70.1000	0.9123	8.7969	18.5000	0.9800	-0.5625	70.1000	82.2618	0.0476
147.0000	80.4750	18.5000	1.0250	1.8750	79.1500	1.0022	8.4061	18.5000	1.0250	1.8750	79.1500	82.2618	0.0634
147.0000	80.5500	20.0000	0.9450	0.6250	85.5000	1.0026	8.3328	20.0000	0.9450	0.6250	85.5000	82.2618	0.0785
147.0000	80.6250	21.0000	0.9400	-1.0000	92.9100	1.0945	7.3061	21.0000	0.9400	-1.0000	92.9100	82.2618	0.1110
147.0000	80.7000	17.5000	1.0500	-1.2500	81.4300	1.1591	5.1165	17.5000	1.0500	-1.2500	81.4300	82.2618	0.1423
147.0000	80.7750	19.5000	0.8400	-0.0625	86.6600	0.8710	4.9381	nan	nan	nan	nan	82.2618	0.0000
147.0000	80.8500	17.5000	0.9150	-1.4375	91.8500	0.7912	5.9226	17.5000	0.9150	-1.4375	91.8500	82.2618	0.2015
147.0000	80.9250	17.5000	0.9850	0.9375	80.0300	0.7738	5.6709	17.5000	0.9850	0.9375	80.0300	82.2618	0.2293
147.0000	81.0000	17.5000	0.9900	0.1250	92.5500	0.6579	6.2131	17.5000	0.9900	0.1250	92.5500	82.2618	0.2560
147.0000	81.0750	18.0000	0.9650	-0.1875	78.0000	0.7287	7.8911	18.0000	0.9650	-0.1875	78.0000	82.2618	0.2814
147.0000	81.1500	17.0000	1.0500	0.1875	91.2000	0.5686	7.7459	17.0000	1.0500	0.1875	91.2000	82.2618	0.3057
147.0000	81.2250	20.5000	0.8900	-0.2500	95.6900	0.4021	7.8383	nan	nan	nan	nan	82.2618	0.0000
147.0000	81.3000	14.0000	1.0500	-1.0000	74.2300	0.4920	7.4150	14.0000	1.0500	-1.0000	74.2300	82.2618	0.3508
147.0000	81.3750	17.5000	1.0050	-0.5625	90.2400	0.9221	7.3183	17.5000	1.0050	-0.5625	90.2400	82.2618	0.3715
147.0000	81.4500	19.5000	1.0150	0.1250	79.2300	0.8876	6.8654	19.5000	1.0150	0.1250	79.2300	82.2618	0.3911
147.0000	81.5250	17.0000	0.9550	0.6250	81.9600	0.8800	4.4779	17.0000	0.9550	0.6250	81.9600	82.2618	0.4095
147.0000	81.6000	16.0000	1.0500	-2.3750	78.8300	0.8658	4.0085	16.0000	1.0500	-2.3750	78.8300	82.2618	0.4267
147.0000	81.6750	18.5000	0.9900	-0.3125	80.3700	1.1801	2.0114	18.5000	0.9900	-0.3125	80.3700	82.2618	0.4428
147.0000	81.7500	16.5000	1.0500	-0.6250	80.3200	1.1829	2.8627	16.5000	1.0500	-0.6250	80.3200	82.2618	0.4630
147.0000	81.8250	21.0000	0.9250	-0.6875	76.8100	1.2270	4.7312	21.0000	0.9250	-0.6875	76.8100	82.2618	0.4819
147.0000	81.9000	22.0000	0.9900	1.7500	83.5000	1.2432	4.8643	22.0000	0.9900	1.7500	83.5000	82.2618	0.4994
147.0000	81.9750	21.0000	0.9800	0.1875	74.3800	1.2423	5.1316	21.0000	0.9800	0.1875	74.3800	82.2618	0.5155
147.0000	82.0500	20.0000	0.9950	1.0000	90.1900	1.2338	7.0154	20.0000	0.9950	1.0000	90.1900	82.2618	0.5333
147.0000	82.1250	16.5000	0.9300	-2.4375	84.7800	1.3533	7.4988	16.5000	0.9300	-2.4375	84.7800	82.2618	0.5497
147.0000	82.2000	21.5000	1.0150	-0.2500	86.5100	1.0822	8.2572	21.5000	1.0150	-0.2500	86.5100	82.2618	0.5646
147.0000	82.2750	18.0000	0.9950	-0.4375	68.8200	1.0687	8.2492	18.0000	0.9950	-0.4375	68.8200	82.2618	0.5781
147.0000	82.3500	17.5000	0.9650	-1.7500	72.5300	0.8204	8.4345	17.5000	0.9650	-1.7500	72.5300	82.2618	0.5901
147.0000	82.4250	18.5000	0.9200	-1.0625	68.8900	0.6860	8.2563	18.5000	0.9200	-1.0625	68.8900	82.2618	0.6006
147.0000	82.5000	20.5000	0.9700	0.0625	82.7300	0.6860	7.7940	20.5000	0.9700	0.0625	82.7300	82.7300	0.6097
147.0000	82.5750	18.0000	1.0400	-0.6875	91.1400	0.8500	6.7713	18.0000	1.0400	-0.6875	91.1400	84.1075	0.6174
147.0000	82.6500	19.5000	0.9300	0.5000	82.4300	0.7101	6.4757	19.5000	0.9300	0.5000	82.4300	84.1075	0.6236
147.0000	82.7250	19.5000	0.9200	-0.8750	81.7600	0.5914	4.6666	19.5000	0.9200	-0.8750	81.7600	84.1075	0.6283
147.0000	82.8000	19.5000	0.9800	0.8125	81.1000	0.7125	4.5413	19.5000	0.9800	0.8125	81.1000	84.1075	0.6316
147.0000	82.8750	19.5000	0.9950	0.5625	88.1000	0.6281	4.4672	19.5000	0.9950	0.5625	88.1000	85.5985	0.6334
147.0000	82.9500	21.5000	1.0250	0.0000	93.5100	0.6301	4.4548	21.5000	1.0250	0.0000	93.5100	85.5985	0.6338
147.0000	83.0250	20.0000	0.9550	1.1875	84.4400	0.9723	4.2187	20.0000	0.9550	1.1875	84.4400	85.5985	0.6327
147.0000	83.1000	21.0000	1.0200	-0.0625	90.6600	0.9723	3.4862	21.0000	1.0200	-0.0625	90.6600	85.5985	0.6301
147.0000	83.1750	20.5000	0.9650	0.0000	82.5400	1.0261	3.4858	20.5000	0.9650	0.0000	82.5400	85.5985	0.6261
147.0000	83.2500	17.5000	0.8700	-2.0625	89.5400	1.0261	3.1116	nan	nan	nan	nan	85.5985	0.0000
147.0000	83.3250	21.0000	1.0500	0.8125	86.3000	0.8669	3.4345	21.0000	1.0500	0.8125	86.3000	85.5985	0.6138
147.0000	83.4000	21.0000	1.0100	-1.1250	88.0500	0.8588	2.9757	21.0000	1.0100	-1.1250	88.0500	85.5985	0.6054
147.0000	83.4750	22.0000	0.9600	0.0000	82.1000	0.9653	2.8842	22.0000	0.9600	0.0000	82.1000	85.5985	0.5956
147.0000	83.5500	23.0000	0.9850	-0.1250	81.8800	0.7302	2.5304	23.0000	0.9850	-0.1250	81.8800	85.5985	0.5843
147.0000	83.6250	23.5000	0.9950	-0.3125	87.7600	0.7470	2.5819	23.5000	0.9950	-0.3125	87.7600	85.5985	0.5716
147.0000	83.7000	22.0000	1.0450	0.8750	83.2600	0.6150	2.0164	22.0000	1.0450	0.8750	83.2600	85.5985	0.5574
147.0000	83.7750	23.0000	1.0250	1.0625	82.4500	0.7500	2.2567	23.0000	1.0250	1.0625	82.4500	85.5985	0.5417
147.0000	83.8500	21.5000	0.9950	-0.8125	81.7300	0.8323	2.8863	21.5000	0.9950	-0.8125	81.7300	85.5985	0.5246
