radial_idx	distance	zh	rho	zdr	phi	sd_zdr	sd_phi	zh_qc	rho_qc	zdr_qc	phi_qc	phi_reg	kdp_lsf
147.0000	32.6250	12.0000	0.9100	0.1250	82.3000	0.7133	10.5099	12.0000	0.9100	0.1250	82.3000	68.3587	0.0000
147.0000	32.7000	11.5000	0.9450	0.5000	60.4000	0.6877	10.2007	11.5000	0.9450	0.5000	60.4000	68.3587	-0.0000
147.0000	32.7750	7.5000	0.9750	-0.1875	49.6700	0.7386	10.1641	7.5000	0.9750	-0.1875	49.6700	68.3587	0.0000
147.0000	32.8500	11.5000	0.9000	-1.6875	75.8200	0.8024	12.3676	11.5000	0.9000	-1.6875	75.8200	68.3587	-0.0000
147.0000	32.9250	13.5000	0.7550	-0.1250	75.5200	1.6830	12.0993	nan	nan	nan	nan	68.3587	0.0000
147.0000	33.0000	10.5000	0.9450	0.6875	70.7000	1.6827	16.1747	10.5000	0.9450	0.6875	70.7000	68.3587	-0.0000
147.0000	33.0750	12.0000	0.6450	0.9375	89.4000	1.8428	11.8861	nan	nan	nan	nan	68.3587	0.0000
147.0000	33.1500	11.0000	0.9050	4.2500	79.8200	1.6454	12.5477	11.0000	0.9050	4.2500	79.8200	68.3587	0.0000
147.0000	33.2250	16.0000	0.5400	0.7500	106.8400	1.9525	12.9586	nan	nan	nan	nan	68.3587	0.0000
147.0000	33.3000	6.0000	0.9600	-1.5625	71.6500	1.9679	12.0139	6.0000	0.9600	-1.5625	71.6500	68.3587	0.0000
147.0000	33.3750	10.0000	0.8900	0.0000	69.1200	1.9944	13.5214	nan	nan	nan	nan	68.3587	0.0000
147.0000	33.4500	9.0000	1.0300	-2.3125	92.1400	1.1254	13.8439	9.0000	1.0300	-2.3125	92.1400	68.3587	-0.0000
147.0000	33.5250	11.5000	0.7600	-0.4375	82.1900	1.2164	8.8400	nan	nan	nan	nan	68.3587	0.0000
147.0000	33.6000	6.5000	0.7450	-1.1250	64.9800	1.2137	8.9498	nan	nan	nan	nan	68.3587	0.0000
147.0000	33.6750	8.0000	0.9800	1.0000	72.5600	1.2586	8.7808	8.0000	0.9800	1.0000	72.5600	68.3587	-0.0000
147.0000	33.7500	9.5000	0.9200	1.2500	67.7600	1.5625	6.2229	9.5000	0.9200	1.2500	67.7600	68.3587	0.0000
147.0000	33.8250	8.0000	1.0400	1.0000	69.7100	1.5092	5.1760	8.0000	1.0400	1.0000	69.7100	68.3587	-0.0000
147.0000	33.9000	7.0000	0.8350	-1.0625	77.8600	1.5316	4.8128	nan	nan	nan	nan	68.3587	0.0000
147.0000	33.9750	10.0000	0.9650	3.6875	80.9900	1.5753	4.9942	10.0000	0.9650	3.6875	80.9900	68.3587	-0.0000
147.0000	34.0500	8.0000	0.9650	0.3750	72.7100	1.6410	5.8902	8.0000	0.9650	0.3750	72.7100	68.3587	-0.0000
147.0000	34.1250	7.0000	0.9800	-1.2500	80.2800	1.6160	5.1008	7.0000	0.9800	-1.2500	80.2800	68.3587	-0.0000
147.0000	34.2000	8.5000	0.9850	-0.4375	70.4200	1.5825	9.0687	8.5000	0.9850	-0.4375	70.4200	68.3587	0.0000
147.0000	34.2750	7.5000	0.9150	-1.1875	87.0300	0.7269	8.7832	7.5000	0.9150	-1.1875	87.0300	68.3587	0.0000
147.0000	34.3500	7.5000	0.9850	0.5625	79.4300	0.6926	8.8134	7.5000	0.9850	0.5625	79.4300	68.3587	-0.0000
147.0000	34.4250	8.5000	1.0250	-0.6875	57.0400	0.5886	8.5776	8.5000	1.0250	-0.6875	57.0400	68.3587	0.0000
147.0000	34.5000	8.0000	0.9050	0.5000	73.6500	0.6203	8.5302	8.0000	0.9050	0.5000	73.6500	68.3587	0.0000
147.0000	34.5750	7.5000	0.9550	0.0625	71.8000	1.5775	8.5917	7.5000	0.9550	0.0625	71.8000	68.3587	-0.0000
147.0000	34.6500	7.0000	0.9550	-0.0625	69.2000	1.6145	8.7839	7.0000	0.9550	-0.0625	69.2000	68.3587	-0.0000
147.0000	34.7250	7.5000	0.9400	0.5000	72.6200	1.4848	6.0539	7.5000	0.9400	0.5000	72.6200	68.3587	0.0000
147.0000	34.8000	6.5000	0.9250	4.5000	87.2900	1.4541	6.0816	6.5000	0.9250	4.5000	87.2900	68.3587	0.0000
147.0000	34.8750	7.0000	0.7500	1.8125	81.0700	1.3323	5.6390	nan	nan	nan	nan	68.3587	0.0000
147.0000	34.9500	nan	nan	1.8125	81.0700	1.1132	3.9529	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.0250	nan	nan	1.8125	81.0700	0.9404	2.1765	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.1000	nan	nan	1.8125	81.0700	0.0000	0.0000	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.1750	nan	nan	1.8125	81.0700	0.0000	0.0000	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.2500	nan	nan	1.8125	81.0700	0.0000	0.0000	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.3250	nan	nan	1.8125	81.0700	0.3718	9.6860	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.4000	nan	nan	1.8125	81.0700	0.5406	9.8847	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.4750	nan	nan	1.8125	81.0700	0.5406	9.7866	nan	nan	1.8125	81.0700	68.3587	0.0000
147.0000	35.5500	7.0000	1.0500	0.7500	53.3900	0.5914	10.7488	7.0000	1.0500	0.7500	53.3900	68.3587	-0.0000
147.0000	35.6250	8.0000	0.9950	0.5000	83.7400	1.5154	12.5903	8.0000	0.9950	0.5000	83.7400	68.3587	-0.0000
147.0000	35.7000	8.5000	0.9650	1.8125	78.1700	1.4588	12.6928	8.5000	0.9650	1.8125	78.1700	68.3587	0.0000
147.0000	35.7750	6.5000	0.8450	0.6250	62.8900	1.3365	12.7934	nan	nan	nan	nan	68.3587	0.0000
147.0000	35.8500	6.5000	0.9050	-2.8125	53.1400	1.4518	11.5497	6.5000	0.9050	-2.8125	53.1400	68.3587	-0.0000
147.0000	35.9250	7.0000	1.0500	-0.2500	81.9000	1.4252	10.6964	7.0000	1.0500	-0.2500	81.9000	68.3587	0.0000
147.0000	36.0000	nan	nan	-0.2500	81.9000	1.0549	10.5091	nan	nan	-0.2500	81.9000	68.3587	0.0000
147.0000	36.0750	6.5000	1.0200	-1.8750	60.8900	0.8430	10.1686	6.5000	1.0200	-1.8750	60.8900	68.3587	-0.0000
147.0000	36.1500	8.0000	0.6700	-1.0000	76.0500	0.5120	6.5089	nan	nan	nan	nan	68.3587	0.0000
147.0000	36.2250	nan	nan	-1.0000	76.0500	0.4352	5.9960	nan	nan	-1.0000	76.0500	68.3587	0.0000
147.0000	36.3000	nan	nan	-1.0000	76.0500	0.3062	5.3049	nan	nan	-1.0000	76.0500	68.3587	0.0000
147.0000	36.3750	nan	nan	-1.0000	76.0500	0.0000	0.0000	nan	nan	-1.0000	76.0500	68.3587	0.0000
147.0000	36.4500	nan	nan	-1.0000	76.0500	0.0000	0.0000	nan	nan	-1.0000	76.0500	68.3587	0.0000
147.0000	36.5250	nan	nan	-1.0000	76.0500	0.0000	0.0000	nan	nan	-1.0000	76.0500	68.3587	0.0000
147.0000	36.6000	nan	nan	-1.0000	76.0500	0.0000	0.0000	nan	nan	-1.0000	76.0500	68.3587	0.0000
147.0000	36.6750	nan	nan	-1.0000	76.0500	1.1591	2.7364	nan	nan	-1.0000	76.0500	68.3587	0.0000
147.0000	36.7500	nan	nan	-1.0000	76.0500	3.1083	8.2093	nan	nan	nan	nan	68.3587	0.0000
147.0000	36.8250	nan	nan	-1.0000	76.0500	3.8483	10.2388	nan	nan	nan	nan	68.3587	0.0000
147.0000	36.9000	6.5000	0.8650	2.3125	68.2300	4.0973	10.9457	nan	nan	nan	nan	68.3587	0.0000
147.0000	36.9750	6.5000	0.8500	7.8125	52.5900	3.9492	10.5981	nan	nan	nan	nan	68.3587	0.0000
147.0000	37.0500	nan	nan	7.8125	52.5900	3.3519	9.0757	nan	nan	nan	nan	68.3587	0.0000
147.0000	37.1250	nan	nan	7.8125	52.5900	1.9246	5.4729	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.2000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.2750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.3500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.4250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.5000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.5750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.6500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.7250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.8000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.8750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	37.9500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.0250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.1000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.1750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.2500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.3250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.4000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.4750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.5500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.6250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.7000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.7750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.8500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	38.9250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.0000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.0750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.1500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.2250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.3000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.3750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.4500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.5250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.6000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.6750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.7500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.8250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.9000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	39.9750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.0500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.1250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.2000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.2750	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.3500	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.4250	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.5000	nan	nan	7.8125	52.5900	0.0000	0.0000	nan	nan	7.8125	52.5900	68.3587	0.0000
147.0000	40.5750	nan	nan	7.8125	52.5900	2.9963	4.1816	nan	nan	nan	nan	68.3587	0.0000
147.0000	40.6500	nan	nan	7.8125	52.5900	3.6779	4.5367	nan	nan	nan	nan	68.3587	0.0000
147.0000	40.7250	nan	nan	7.8125	52.5900	3.9579	4.6306	nan	nan	nan	nan	68.3587	0.0000
147.0000	40.8000	7.5000	0.5850	-0.7500	64.5400	3.9230	4.4798	nan	nan	nan	nan	68.3587	0.0000
147.0000	40.8750	8.0000	0.8800	0.1250	59.9900	3.5642	4.0570	nan	nan	nan	nan	68.3587	0.0000
147.0000	40.9500	nan	nan	0.1250	59.9900	2.7577	3.2580	nan	nan	nan	nan	68.3587	0.0000
147.0000	41.0250	nan	nan	0.1250	59.9900	0.4733	6.6007	nan	nan	0.1250	59.9900	68.3587	0.0000
147.0000	41.1000	nan	nan	0.1250	59.9900	0.4387	6.6388	nan	nan	0.1250	59.9900	68.3587	0.0000
147.0000	41.1750	nan	nan	0.1250	59.9900	0.7424	6.4806	nan	nan	0.1250	59.9900	68.3587	0.0000
147.0000	41.2500	9.0000	0.9500	-1.0625	79.0700	0.7261	7.1594	9.0000	0.9500	-1.0625	79.0700	70.9449	0.4240
147.0000	41.3250	12.5000	0.8600	0.3750	65.6200	0.7925	6.7471	nan	nan	nan	nan	70.9449	0.0000
147.0000	41.4000	10.5000	0.9750	-1.7500	64.1900	0.8418	7.5998	10.5000	0.9750	-1.7500	64.1900	70.9449	0.4212
147.0000	41.4750	11.5000	1.0050	-0.5000	74.7500	0.8536	6.5227	11.5000	1.0050	-0.5000	74.7500	70.9449	0.4185
147.0000	41.5500	10.5000	0.8750	0.6250	64.7900	0.8514	5.9774	nan	nan	nan	nan	70.9449	0.0000
147.0000	41.6250	12.0000	1.0300	-1.3125	80.9200	0.7555	5.7707	12.0000	1.0300	-1.3125	80.9200	70.9449	0.4103
147.0000	41.7000	11.5000	0.8650	-1.4375	74.6500	1.0076	6.5082	nan	nan	nan	nan	70.9449	0.0000
147.0000	41.7750	13.0000	1.0100	-0.3125	74.3400	1.0113	6.5402	13.0000	1.0100	-0.3125	74.3400	70.9449	0.3984
147.0000	41.8500	13.0000	0.9850	-0.5000	67.3300	0.8267	6.0753	13.0000	0.9850	-0.5000	67.3300	70.9449	0.3911
147.0000	41.9250	10.0000	0.9800	-2.8125	60.6300	0.8845	5.2147	10.0000	0.9800	-2.8125	60.6300	70.9449	0.3829
147.0000	42.0000	11.5000	0.8650	-0.4375	75.1300	0.9273	7.1919	nan	nan	nan	nan	70.9449	0.0000
147.0000	42.0750	11.5000	0.8600	-0.5625	74.7200	1.3458	7.6006	nan	nan	nan	nan	70.9449	0.0000
147.0000	42.1500	11.5000	1.0000	-0.0625	67.0800	1.3430	7.8725	11.5000	1.0000	-0.0625	67.0800	70.9449	0.3529
147.0000	42.2250	10.0000	0.9800	0.2500	84.8100	0.8948	6.3379	10.0000	0.9800	0.2500	84.8100	70.9449	0.3410
147.0000	42.3000	11.0000	1.0000	2.1250	64.0800	0.9184	6.3207	11.0000	1.0000	2.1250	64.0800	70.9449	0.3282
147.0000	42.3750	10.5000	1.0200	-0.2500	78.0300	0.9306	6.3108	10.5000	1.0200	-0.2500	78.0300	70.9449	0.3146
147.0000	42.4500	9.5000	0.8000	-0.6875	73.9800	0.9323	7.0894	nan	nan	nan	nan	70.9449	0.0000
147.0000	42.5250	nan	nan	-0.6875	73.9800	1.1242	6.0271	nan	nan	-0.6875	73.9800	70.9449	0.0000
147.0000	42.6000	nan	nan	-0.6875	73.9800	1.0532	12.2566	nan	nan	-0.6875	73.9800	70.9449	0.0000
147.0000	42.6750	8.0000	0.9200	0.1875	62.7700	1.1647	15.5555	8.0000	0.9200	0.1875	62.7700	70.9449	0.2507
147.0000	42.7500	8.0000	0.9950	1.8125	79.6900	1.1257	17.0367	8.0000	0.9950	1.8125	79.6900	70.9449	0.2325
147.0000	42.8250	8.0000	1.0050	1.8125	105.7300	0.9606	17.2446	8.0000	1.0050	1.8125	105.7300	70.9449	0.2134
147.0000	42.9000	nan	nan	1.8125	105.7300	0.9965	16.4827	nan	nan	1.8125	105.7300	70.9449	0.0000
147.0000	42.9750	nan	nan	1.8125	105.7300	0.9060	13.7552	nan	nan	1.8125	105.7300	70.9449	0.0000
147.0000	43.0500	nan	nan	1.8125	105.7300	0.8900	14.5924	nan	nan	1.8125	105.7300	70.9449	0.0000
147.0000	43.1250	7.5000	0.9650	-0.8125	80.0800	0.8704	14.8281	7.5000	0.9650	-0.8125	80.0800	70.9449	0.1276
147.0000	43.2000	9.5000	0.9600	1.4375	74.6200	0.8470	13.6858	9.5000	0.9600	1.4375	74.6200	70.9449	0.1039
147.0000	43.2750	nan	nan	1.4375	74.6200	0.8195	10.7344	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.3500	nan	nan	1.4375	74.6200	0.7873	1.9106	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.4250	nan	nan	1.4375	74.6200	0.0000	0.0000	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.5000	nan	nan	1.4375	74.6200	0.0000	0.0000	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.5750	nan	nan	1.4375	74.6200	0.0000	0.0000	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.6500	nan	nan	1.4375	74.6200	0.0000	0.0000	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.7250	nan	nan	1.4375	74.6200	0.0000	0.0000	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.8000	nan	nan	1.4375	74.6200	0.0000	0.0000	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.8750	nan	nan	1.4375	74.6200	0.4593	0.6439	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	43.9500	nan	nan	1.4375	74.6200	0.7016	2.3098	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	44.0250	nan	nan	1.4375	74.6200	1.1924	4.0752	nan	nan	1.4375	74.6200	70.9449	0.0000
147.0000	44.1000	8.0000	1.0300	0.1250	76.4600	1.3796	4.8510	8.0000	1.0300	0.1250	76.4600	70.9449	-0.0000
147.0000	44.1750	8.0000	0.9700	-0.3125	68.5800	1.3918	5.1098	8.0000	0.9700	-0.3125	68.5800	70.9449	-0.0000
147.0000	44.2500	8.5000	0.8100	-1.8750	64.3000	1.2341	4.9337	nan	nan	nan	nan	70.9449	0.0000
147.0000	44.3250	nan	nan	-1.8750	64.3000	1.1361	6.1799	nan	nan	-1.8750	64.3000	70.9449	0.0000
147.0000	44.4000	nan	nan	-1.8750	64.3000	1.1629	5.3823	nan	nan	-1.8750	64.3000	70.9449	0.0000
147.0000	44.4750	nan	nan	-1.8750	64.3000	1.1792	6.4693	nan	nan	-1.8750	64.3000	70.9449	0.0000
147.0000	44.5500	9.0000	0.9100	1.0625	80.1000	1.3576	6.7713	9.0000	0.9100	1.0625	80.1000	70.9449	-0.0000
147.0000	44.6250	7.5000	0.8650	-2.5625	66.1100	1.3826	6.2763	nan	nan	nan	nan	70.9449	0.0000
147.0000	44.7000	9.0000	0.9500	-0.1875	77.5800	1.2794	5.5219	9.0000	0.9500	-0.1875	77.5800	70.9449	0.0000
147.0000	44.7750	8.5000	0.9850	0.8125	77.1400	1.1990	4.8044	8.5000	0.9850	0.8125	77.1400	70.9449	0.0000
147.0000	44.8500	9.0000	0.9850	0.5625	72.2000	1.1576	5.9515	9.0000	0.9850	0.5625	72.2000	70.9449	0.0000
147.0000	44.9250	9.5000	1.0400	-0.5625	71.7400	0.8881	6.0790	9.5000	1.0400	-0.5625	71.7400	70.9449	-0.0000
147.0000	45.0000	8.5000	0.8750	-1.3125	68.1100	1.0988	8.5872	nan	nan	nan	nan	70.9449	0.0000
147.0000	45.0750	9.0000	1.0500	-1.8750	59.3400	1.0515	10.3629	9.0000	1.0500	-1.8750	59.3400	70.9449	-0.0000
147.0000	45.1500	9.0000	1.0500	-0.1875	77.0700	1.1189	10.8373	9.0000	1.0500	-0.1875	77.0700	70.9449	-0.0000
147.0000	45.2250	10.5000	0.7600	1.4375	52.3700	1.1454	10.8279	nan	nan	nan	nan	70.9449	0.0000
147.0000	45.3000	9.0000	1.0500	-1.0000	86.3400	1.0875	11.0738	9.0000	1.0500	-1.0000	86.3400	70.9449	0.0000
147.0000	45.3750	13.5000	0.9250	1.0000	78.7200	1.0138	9.9000	13.5000	0.9250	1.0000	78.7200	70.9449	0.0000
147.0000	45.4500	9.5000	1.0100	-1.0625	69.7400	1.2381	9.8490	9.5000	1.0100	-1.0625	69.7400	70.9449	-0.0000
147.0000	45.5250	10.5000	1.0000	-0.1875	77.6800	1.3025	9.3664	10.5000	1.0000	-0.1875	77.6800	70.9449	-0.0000
147.0000	45.6000	10.5000	1.0000	-1.5000	71.7000	1.3109	9.3817	10.5000	1.0000	-1.5000	71.7000	70.9449	-0.0000
147.0000	45.6750	10.0000	1.0500	1.8125	69.5400	1.2155	9.5819	10.0000	1.0500	1.8125	69.5400	70.9449	0.0000
147.0000	45.7500	9.0000	0.9150	-2.1250	97.1800	1.2264	12.5731	9.0000	0.9150	-2.1250	97.1800	70.9449	0.0000
147.0000	45.8250	10.0000	0.9850	0.4375	86.4700	1.3753	12.9238	10.0000	0.9850	0.4375	86.4700	70.9449	-0.0000
147.0000	45.9000	9.5000	0.9400	-0.7500	73.1500	1.3294	13.4312	9.5000	0.9400	-0.7500	73.1500	70.9449	0.0000
147.0000	45.9750	9.5000	0.8800	0.4375	54.1400	1.0590	15.4290	nan	nan	nan	nan	70.9449	0.0000
147.0000	46.0500	9.0000	0.8700	-2.0625	66.5100	1.1054	10.9192	nan	nan	nan	nan	70.9449	0.0000
147.0000	46.1250	9.5000	0.8100	0.1250	63.6800	1.1815	7.2391	nan	nan	nan	nan	70.9449	0.0000
147.0000	46.2000	9.5000	0.9400	0.2500	51.4600	1.2036	6.7593	9.5000	0.9400	0.2500	51.4600	70.9449	-0.0000
147.0000	46.2750	10.5000	0.9100	1.8125	68.7200	1.2090	5.9422	10.5000	0.9100	1.8125	68.7200	70.9449	-0.0000
147.0000	46.3500	10.5000	1.0100	1.2500	65.7300	0.8497	6.0612	10.5000	1.0100	1.2500	65.7300	70.9449	-0.0000
147.0000	46.4250	9.0000	0.9900	-0.9375	70.4300	0.8497	9.1469	9.0000	0.9900	-0.9375	70.4300	70.9449	-0.0000
147.0000	46.5000	10.0000	0.7000	0.5625	69.0000	1.0105	6.4081	nan	nan	nan	nan	70.9449	0.0000
147.0000	46.5750	10.5000	0.9850	-0.2500	68.6400	0.8961	6.6902	10.5000	0.9850	-0.2500	68.6400	70.9449	-0.0000
147.0000	46.6500	9.5000	1.0350	0.1250	85.3400	0.9012	6.6638	9.5000	1.0350	0.1250	85.3400	70.9449	0.0000
147.0000	46.7250	12.0000	0.9650	2.0000	64.5200	0.9548	6.8690	12.0000	0.9650	2.0000	64.5200	70.9449	-0.0000
147.0000	46.8000	11.5000	0.9250	0.6875	76.4200	0.9583	6.7708	11.5000	0.9250	0.6875	76.4200	70.9449	0.0000
147.0000	46.8750	11.0000	1.0050	-0.5625	65.9500	0.9062	6.6124	11.0000	1.0050	-0.5625	65.9500	70.9449	-0.0000
147.0000	46.9500	10.0000	1.0050	2.0625	76.5600	1.4271	5.9109	10.0000	1.0050	2.0625	76.5600	70.9449	-0.0000
147.0000	47.0250	10.5000	1.0050	0.9375	74.9800	1.3954	4.9948	10.5000	1.0050	0.9375	74.9800	70.9449	-0.0000
147.0000	47.1000	13.0000	0.7250	1.5625	77.2800	1.4259	7.3579	nan	nan	nan	nan	70.9449	0.0000
147.0000	47.1750	9.5000	0.9600	-2.1875	82.1100	1.3749	7.6630	9.5000	0.9600	-2.1875	82.1100	70.9449	0.0000
147.0000	47.2500	12.5000	0.9700	1.7500	81.8800	1.3282	8.5362	12.5000	0.9700	1.7500	81.8800	70.9449	-0.0000
147.0000	47.3250	9.5000	0.8050	-0.2500	61.0200	1.3282	8.8039	nan	nan	nan	nan	70.9449	0.0000
147.0000	47.4000	10.0000	0.9450	1.1875	64.1800	1.2486	9.3306	10.0000	0.9450	1.1875	64.1800	70.9449	-0.0000
147.0000	47.4750	9.0000	1.0050	-0.6875	84.7300	1.2646	9.4001	9.0000	1.0050	-0.6875	84.7300	70.9449	0.0000
147.0000	47.5500	11.5000	0.8050	0.9375	69.0400	1.0569	8.6356	nan	nan	nan	nan	70.9449	0.0000
147.0000	47.6250	11.5000	0.9850	-0.5000	83.3100	1.1155	7.7265	11.5000	0.9850	-0.5000	83.3100	70.9449	0.0000
147.0000	47.7000	10.5000	0.9800	-2.2500	65.3100	1.1362	7.0472	10.5000	0.9800	-2.2500	65.3100	70.9449	-0.0000
147.0000	47.7750	11.5000	0.7800	0.0625	71.0200	1.3202	6.5033	nan	nan	nan	nan	70.9449	0.0000
147.0000	47.8500	12.5000	0.8850	0.8125	77.4500	1.4948	8.0342	nan	nan	nan	nan	70.9449	0.0000
147.0000	47.9250	12.0000	0.8250	1.3125	68.9600	1.4329	6.9606	nan	nan	nan	nan	70.9449	0.0000
147.0000	48.0000	12.0000	1.0500	2.1250	63.0800	1.2543	6.9934	12.0000	1.0500	2.1250	63.0800	70.9449	0.0000
147.0000	48.0750	11.5000	0.9700	2.3750	85.2300	1.5083	7.3917	11.5000	0.9700	2.3750	85.2300	70.9449	-0.0000
147.0000	48.1500	10.0000	0.8300	0.5000	72.0700	1.6799	7.1101	nan	nan	nan	nan	70.9449	0.0000
147.0000	48.2250	8.5000	0.8300	-1.6250	65.0700	1.7174	7.2593	nan	nan	nan	nan	70.9449	0.0000
147.0000	48.3000	nan	nan	-1.6250	65.0700	1.4293	8.8231	nan	nan	-1.6250	65.0700	70.9449	0.0000
147.0000	48.3750	nan	nan	-1.6250	65.0700	0.7558	11.4813	nan	nan	-1.6250	65.0700	70.9449	0.0000
