dis,phi,reg_phi,smt_kdp
9.450000,38.680000,37.593333,5.946667
9.525000,35.220000,37.593333,5.502222
9.600000,39.280000,39.280000,5.502222
9.675000,40.860000,40.860000,5.502222
9.750000,43.990000,41.720000,6.601905
9.825000,40.260000,41.720000,4.495238
9.900000,40.910000,41.720000,3.348571
9.975000,46.820000,44.231429,3.348571
10.050000,44.520000,44.231429,3.348571
10.125000,42.540000,44.231429,0.000000
10.200000,44.500000,44.231429,0.000000
10.275000,44.750000,44.231429,2.491429
10.350000,42.610000,44.231429,3.724762
10.425000,43.880000,44.231429,3.724762
10.500000,46.100000,46.100000,5.158095
10.575000,47.870000,47.025000,5.158095
10.650000,46.180000,47.025000,2.666667
10.725000,48.810000,48.100000,3.220000
10.800000,49.440000,48.100000,3.606667
10.875000,46.050000,48.100000,2.636667
10.950000,49.440000,49.440000,2.636667
11.025000,49.730000,49.730000,2.636667
11.100000,50.550000,50.077500,0.850000
11.175000,50.760000,50.077500,4.708333
11.250000,50.260000,50.077500,4.245000
11.325000,48.740000,50.077500,4.245000
11.400000,57.280000,53.261250,4.245000
11.475000,50.930000,53.261250,4.245000
11.550000,55.200000,53.261250,0.000000
11.625000,55.110000,53.261250,0.000000
11.700000,49.250000,53.261250,0.000000
11.775000,52.500000,53.261250,0.971667
11.850000,53.880000,53.261250,2.618333
11.925000,51.940000,53.261250,2.618333
12.000000,53.990000,53.990000,2.848333
12.075000,55.960000,55.225000,2.848333
12.150000,54.490000,55.225000,1.876667
12.225000,57.850000,55.397500,0.230000
12.300000,54.880000,55.397500,1.633333
12.375000,54.550000,55.397500,2.390000
12.450000,54.310000,55.397500,2.390000
12.525000,56.450000,56.450000,2.390000
12.600000,58.700000,57.190000,2.871481
12.675000,57.570000,57.190000,1.468148
12.750000,55.300000,57.190000,0.481481
12.825000,58.900000,57.551111,0.481481
12.900000,58.960000,57.551111,0.481481
12.975000,58.030000,57.551111,0.000000
13.050000,55.950000,57.551111,0.000000
13.125000,58.120000,57.551111,0.000000
13.200000,59.700000,57.551111,0.000000
13.275000,56.950000,57.551111,2.551852
13.350000,57.260000,57.551111,2.551852
13.425000,54.090000,57.551111,2.665185
13.500000,61.220000,59.465000,4.931852
13.575000,57.710000,59.465000,4.931852
13.650000,59.550000,59.550000,2.802222
13.725000,61.880000,61.250000,2.802222
13.800000,60.620000,61.250000,2.688889
13.875000,62.190000,61.566667,1.106667
13.950000,63.670000,61.566667,4.262222
14.025000,58.840000,61.566667,3.840000
14.100000,62.080000,62.080000,3.840000
14.175000,65.770000,64.446667,3.926667
14.250000,66.250000,64.446667,3.242222
14.325000,61.320000,64.446667,0.086667
14.400000,68.260000,64.511667,0.086667
14.475000,63.490000,64.511667,0.086667
14.550000,63.100000,64.511667,0.000000
14.625000,64.280000,64.511667,0.806111
14.700000,63.460000,64.511667,0.806111
14.775000,64.480000,64.511667,0.806111
14.850000,66.960000,65.116250,0.806111
14.925000,63.380000,65.116250,0.806111
15.000000,65.460000,65.116250,0.000000
15.075000,65.960000,65.116250,0.000000
15.150000,65.980000,65.116250,0.000000
15.225000,64.920000,65.116250,1.845000
15.300000,64.810000,65.116250,2.045000
15.375000,63.460000,65.116250,2.533889
15.450000,66.500000,66.500000,2.533889
15.525000,66.650000,66.650000,2.533889
15.600000,69.180000,67.016667,1.013333
15.675000,65.570000,67.016667,0.854933
15.750000,66.300000,67.016667,0.366044
15.825000,67.260000,67.260000,0.366044
15.900000,68.020000,67.291200,0.366044
15.975000,66.990000,67.291200,0.041600
16.050000,70.600000,67.291200,0.000000
16.125000,68.100000,67.291200,0.000000
16.200000,69.300000,67.291200,0.000000
16.275000,70.370000,67.291200,0.000000
16.350000,70.800000,67.291200,0.000000
16.425000,68.760000,67.291200,0.000000
16.500000,68.550000,67.291200,0.000000
16.575000,67.400000,67.291200,0.000000
16.650000,67.830000,67.291200,0.000000
16.725000,69.660000,67.291200,0.000000
16.800000,69.790000,67.291200,0.000000
16.875000,69.870000,67.291200,0.000000
16.950000,67.480000,67.291200,0.000000
17.025000,71.040000,67.291200,0.000000
17.100000,68.350000,67.291200,0.000000
17.175000,70.800000,67.291200,0.000000
17.250000,66.170000,67.291200,0.000000
17.325000,67.860000,67.291200,0.000000
17.400000,70.580000,67.291200,0.000000
17.475000,66.490000,67.291200,0.000000
17.550000,66.190000,67.291200,0.000000
17.625000,66.520000,67.291200,0.000000
17.700000,67.680000,67.291200,0.000000
17.775000,68.650000,67.291200,0.000000
17.850000,67.310000,67.291200,0.000000
17.925000,63.820000,67.291200,0.000000
18.000000,65.880000,67.291200,0.000000
18.075000,66.590000,67.291200,0.000000
18.150000,65.800000,67.291200,0.000000
18.225000,64.300000,67.291200,0.000000
18.300000,68.210000,67.291200,0.000000
18.375000,64.680000,67.291200,0.000000
18.450000,71.870000,67.291200,0.000000
18.525000,66.780000,67.291200,0.000000
18.600000,61.340000,67.291200,0.000000
18.675000,63.170000,67.291200,0.000000
18.750000,62.810000,67.291200,0.000000
18.825000,68.260000,67.291200,0.000000
18.900000,63.680000,67.291200,0.000000
18.975000,65.570000,67.291200,0.000000
19.050000,64.420000,67.291200,0.000000
19.125000,65.980000,67.291200,0.000000
19.200000,67.690000,67.291200,0.000000
19.275000,70.240000,67.291200,0.000000
19.350000,65.640000,67.291200,0.000000
19.425000,68.110000,67.291200,0.541733
19.500000,62.860000,67.291200,0.541733
19.575000,65.700000,67.291200,0.541733
19.650000,68.620000,67.697500,0.541733
19.725000,67.590000,67.697500,0.753956
