Variable,KDP < -1 (%),-1 <= KDP <= 5 (%),KDP > 5 (%)
raw_kdp,0.0,100.0,0.0
reg_kdp,0.0,96.7487684729064,3.251231527093596
kdp_lsf,0.0,99.9000999000999,0.0999000999000999
