dis,phi,reg_phi
81.75,80.32,83.05538461538463
81.825,76.81,83.05538461538463
81.9,83.5,83.05538461538463
81.975,74.38,83.05538461538463
82.05,90.19,83.05538461538463
82.125,84.78,83.05538461538463
82.2,86.51,83.05538461538463
82.275,68.82,83.05538461538463
82.35,72.53,83.05538461538463
82.425,68.89,83.05538461538463
82.5,82.73,83.05538461538463
82.575,91.14,84.10749999999999
82.65,82.43,84.10749999999999
82.725,81.76,84.10749999999999
82.8,81.1,84.10749999999999
82.875,88.1,85.80266666666668
82.95,93.51,85.80266666666668
83.025,84.44,85.80266666666668
83.1,90.66,85.80266666666668
83.175,82.54,85.80266666666668
83.25,89.54,85.80266666666668
83.325,86.3,85.80266666666668
83.4,88.05,85.80266666666668
83.475,82.1,85.80266666666668
83.55,81.88,85.80266666666668
83.625,87.76,85.80266666666668
83.7,83.26,85.80266666666668
83.775,82.45,85.80266666666668
83.85,81.73,85.80266666666668
83.925,84.72,85.80266666666668
84.0,86.91,86.10249999999999
84.075,90.23,86.10249999999999
84.15,93.77,86.10249999999999
84.225,73.5,86.10249999999999
84.3,87.16,87.16
84.375,98.28,89.20114285714287
84.45,95.45,89.20114285714287
84.525,79.49,89.20114285714287
84.6,91.7,89.20114285714287
84.675,90.51,89.20114285714287
84.75,94.99,89.20114285714287
84.825,88.9,89.20114285714287
84.9,84.75,89.20114285714287
84.975,90.36,89.20114285714287
85.05,95.85,89.20114285714287
85.125,92.18,89.20114285714287
85.2,81.31,89.20114285714287
85.275,84.26,89.20114285714287
85.35,89.51,89.20114285714287
85.425,85.94,89.20114285714287
85.5,98.71,89.20114285714287
85.575,89.92,89.20114285714287
85.65,91.59,89.20114285714287
85.725,97.5,89.20114285714287
85.8,91.58,89.20114285714287
85.875,83.23,89.20114285714287
85.95,87.66,89.20114285714287
86.025,105.17,89.20114285714287
86.1,85.95,89.20114285714287
86.175,83.58,89.20114285714287
86.25,88.83,89.20114285714287
86.325,81.91,89.20114285714287
86.4,99.78,89.20114285714287
86.475,82.54,89.20114285714287
86.55,93.12,89.20114285714287
86.625,78.48,89.20114285714287
86.775,101.55,89.20114285714287
86.85,97.68,89.20114285714287
87.15,86.14,89.20114285714287
87.225,53.64,89.20114285714287
87.45,124.08,93.78368421052632
87.525,92.04,93.78368421052632
87.6,121.7,93.78368421052632
87.825,81.72,93.78368421052632
87.9,84.19,93.78368421052632
95.7,105.39,93.78368421052632
95.775,92.64,93.78368421052632
96.075,103.06,93.78368421052632
96.15,98.14,93.78368421052632
96.225,81.02,93.78368421052632
96.6,94.63,93.78368421052632
96.675,68.77,93.78368421052632
96.75,105.36,93.78368421052632
96.9,93.67,93.78368421052632
96.975,85.45,93.78368421052632
97.425,99.28,93.78368421052632
98.025,70.42,93.78368421052632
98.1,89.75,93.78368421052632
98.475,90.58,93.78368421052632
98.55,98.73,94.05772727272728
98.625,100.51,94.05772727272728
98.7,100.7,94.05772727272728
98.775,113.43,94.05772727272728
98.85,99.5,94.05772727272728
98.925,102.55,94.05772727272728
99.0,106.04,94.05772727272728
99.075,116.15,94.05772727272728
99.15,79.0,94.05772727272728
99.225,91.77,94.05772727272728
99.3,90.1,94.05772727272728
99.375,90.72,94.05772727272728
99.45,80.97,94.05772727272728
99.525,93.69,94.05772727272728
99.6,86.54,94.05772727272728
99.675,81.68,94.05772727272728
99.975,107.42,94.05772727272728
100.05,83.85,94.05772727272728
100.125,100.27,94.05772727272728
100.2,90.41,94.05772727272728
100.275,71.35,94.05772727272728
100.35,83.89,94.05772727272728
100.425,124.11,96.96666666666665
100.5,91.36,96.96666666666665
100.575,117.83,96.96666666666665
100.65,91.22,96.96666666666665
100.725,99.23,96.96666666666665
100.8,104.75,96.96666666666665
100.875,118.92,96.96666666666665
100.95,94.89,96.96666666666665
101.025,74.63,96.96666666666665
101.1,90.15,96.96666666666665
101.175,92.59,96.96666666666665
101.25,87.53,96.96666666666665
101.325,109.67,96.96666666666665
101.4,74.19,96.96666666666665
101.475,90.51,96.96666666666665
101.55,94.0,96.96666666666665
101.625,96.1,96.96666666666665
101.7,93.72,96.96666666666665
102.225,109.2,109.2
102.3,116.97,116.97
