dis,phdp,raw_kdp
87.15,86.14,NaN
87.225,53.64,NaN
87.3,NaN,NaN
87.375,NaN,NaN
87.45,124.08,NaN
87.525,92.04,NaN
87.6,121.7,NaN
87.675,NaN,NaN
87.75,NaN,NaN
87.825,81.72,NaN
87.9,84.19,NaN
87.975,NaN,NaN
88.05,NaN,NaN
88.125,NaN,NaN
88.2,NaN,NaN
88.275,NaN,NaN
88.35,NaN,NaN
88.425,NaN,NaN
88.5,NaN,NaN
88.575,NaN,NaN
88.65,NaN,NaN
88.725,NaN,NaN
88.8,NaN,NaN
88.875,NaN,NaN
88.95,NaN,NaN
89.025,NaN,NaN
89.1,NaN,NaN
89.175,NaN,NaN
89.25,NaN,NaN
89.325,NaN,NaN
89.4,NaN,NaN
89.475,NaN,NaN
89.55,NaN,NaN
89.625,NaN,NaN
89.7,NaN,NaN
89.775,NaN,NaN
89.85,NaN,NaN
89.925,NaN,NaN
90.0,NaN,NaN
90.075,NaN,NaN
90.15,NaN,NaN
90.225,NaN,NaN
90.3,NaN,NaN
90.375,NaN,NaN
90.45,NaN,NaN
90.525,NaN,NaN
90.6,NaN,NaN
90.675,NaN,NaN
90.75,NaN,NaN
90.825,NaN,NaN
90.9,NaN,NaN
90.975,NaN,NaN
91.05,NaN,NaN
91.125,NaN,NaN
91.2,NaN,NaN
91.275,NaN,NaN
91.35,NaN,NaN
91.425,NaN,NaN
91.5,NaN,NaN
91.575,NaN,NaN
91.65,NaN,NaN
91.725,NaN,NaN
91.8,NaN,NaN
91.875,NaN,NaN
91.95,NaN,NaN
92.025,NaN,NaN
92.1,NaN,0.0
92.175,NaN,0.0
92.25,NaN,0.0
92.325,NaN,NaN
92.4,NaN,NaN
92.475,NaN,NaN
92.55,NaN,NaN
92.625,NaN,NaN
92.7,NaN,NaN
92.775,NaN,NaN
92.85,NaN,NaN
92.925,NaN,NaN
93.0,NaN,NaN
93.075,NaN,NaN
93.15,NaN,NaN
93.225,NaN,NaN
93.3,NaN,NaN
93.375,NaN,NaN
93.45,NaN,NaN
93.525,NaN,NaN
93.6,NaN,NaN
93.675,NaN,NaN
93.75,NaN,NaN
93.825,NaN,NaN
93.9,NaN,NaN
93.975,NaN,NaN
94.05,NaN,NaN
94.125,NaN,NaN
94.2,NaN,NaN
94.275,NaN,NaN
94.35,NaN,NaN
94.425,NaN,NaN
94.5,NaN,NaN
94.575,NaN,NaN
94.65,NaN,NaN
94.725,NaN,NaN
94.8,NaN,NaN
94.875,NaN,NaN
94.95,NaN,NaN
95.025,NaN,NaN
95.1,NaN,NaN
95.175,NaN,NaN
95.25,NaN,NaN
95.325,NaN,NaN
95.4,NaN,NaN
95.475,NaN,NaN
95.55,NaN,NaN
95.625,NaN,NaN
95.7,105.39,NaN
95.775,92.64,NaN
95.85,NaN,0.0
95.925,NaN,0.0
96.0,NaN,NaN
96.075,103.06,NaN
96.15,98.14,NaN
96.225,81.02,NaN
96.3,NaN,NaN
96.375,NaN,NaN
96.45,NaN,NaN
96.525,NaN,NaN
96.6,94.63,NaN
96.675,68.77,NaN
96.75,105.36,NaN
96.825,NaN,NaN
96.9,93.67,NaN
96.975,85.45,NaN
97.05,NaN,NaN
97.125,NaN,NaN
97.2,NaN,NaN
97.275,NaN,NaN
97.35,NaN,NaN
97.425,99.28,NaN
97.5,NaN,NaN
97.575,NaN,NaN
97.65,NaN,NaN
97.725,NaN,NaN
97.8,NaN,NaN
97.875,NaN,NaN
97.95,NaN,NaN
98.025,70.42,NaN
98.1,89.75,NaN
98.175,NaN,NaN
98.25,NaN,NaN
98.325,NaN,NaN
98.4,NaN,NaN
98.475,90.58,NaN
98.55,98.73,NaN
98.625,100.51,NaN
98.7,100.7,NaN
98.775,113.43,NaN
98.85,99.5,NaN
98.925,102.55,0.0
99.0,106.04,0.0
99.075,116.15,0.0
99.15,79.0,NaN
99.225,91.77,NaN
99.3,90.1,0.0
99.375,90.72,0.0
99.45,80.97,0.0
99.525,93.69,NaN
99.6,86.54,NaN
99.675,81.68,NaN
99.75,NaN,NaN
99.825,NaN,NaN
99.9,NaN,NaN
99.975,107.42,NaN
100.05,83.85,NaN
100.125,100.27,NaN
100.2,90.41,NaN
100.275,71.35,NaN
100.35,83.89,NaN
100.425,124.11,NaN
100.5,91.36,NaN
100.575,117.83,NaN
100.65,91.22,NaN
100.725,99.23,NaN
100.8,104.75,NaN
100.875,118.92,NaN
100.95,94.89,NaN
101.025,74.63,NaN
101.1,90.15,NaN
101.175,92.59,NaN
101.25,87.53,NaN
101.325,109.67,NaN
101.4,74.19,NaN
101.475,90.51,NaN
101.55,94.0,NaN
101.625,96.1,NaN
101.7,93.72,NaN
101.775,NaN,NaN
101.85,NaN,NaN
101.925,NaN,NaN
102.0,NaN,NaN
102.075,NaN,NaN
102.15,NaN,NaN
102.225,109.2,NaN
102.3,116.97,NaN
102.375,NaN,NaN
102.45,NaN,NaN
102.525,NaN,NaN
102.6,NaN,NaN
102.675,NaN,NaN
102.75,NaN,NaN
102.825,NaN,NaN
102.9,NaN,NaN
102.975,NaN,NaN
103.05,NaN,NaN
103.125,NaN,NaN
103.2,NaN,NaN
103.275,NaN,NaN
103.35,NaN,NaN
103.425,NaN,NaN
103.5,NaN,NaN
103.575,NaN,NaN
103.65,NaN,NaN
103.725,NaN,NaN
103.8,NaN,NaN
103.875,NaN,NaN
103.95,NaN,NaN
104.025,NaN,NaN
104.1,NaN,NaN
104.175,NaN,NaN
104.25,NaN,NaN
104.325,NaN,NaN
104.4,NaN,NaN
104.475,NaN,NaN
104.55,NaN,NaN
104.625,NaN,NaN
104.7,NaN,NaN
104.775,NaN,NaN
104.85,NaN,NaN
104.925,NaN,NaN
105.0,NaN,NaN
105.075,NaN,NaN
105.15,NaN,NaN
105.225,NaN,NaN
105.3,NaN,NaN
105.375,NaN,NaN
105.45,NaN,NaN
105.525,NaN,NaN
105.6,NaN,NaN
105.675,NaN,NaN
105.75,NaN,NaN
105.825,NaN,NaN
105.9,NaN,NaN
105.975,NaN,NaN
106.05,NaN,NaN
106.125,NaN,NaN
106.2,NaN,NaN
106.275,NaN,NaN
106.35,NaN,NaN
106.425,NaN,NaN
106.5,NaN,NaN
106.575,NaN,NaN
106.65,NaN,NaN
106.725,NaN,NaN
106.8,NaN,NaN
106.875,NaN,NaN
106.95,NaN,NaN
107.025,NaN,NaN
107.1,NaN,NaN
107.175,NaN,NaN
107.25,NaN,NaN
107.325,NaN,NaN
107.4,NaN,NaN
107.475,NaN,NaN
107.55,NaN,NaN
107.625,NaN,NaN
107.7,NaN,NaN
107.775,NaN,NaN
107.85,NaN,NaN
107.925,NaN,NaN
108.0,NaN,NaN
108.075,NaN,NaN
108.15,NaN,NaN
108.225,NaN,NaN
108.3,NaN,NaN
108.375,NaN,NaN
108.45,NaN,NaN
108.525,NaN,NaN
108.6,NaN,NaN
108.675,NaN,NaN
108.75,NaN,NaN
108.825,NaN,NaN
108.9,NaN,NaN
108.975,NaN,NaN
109.05,NaN,NaN
109.125,NaN,NaN
109.2,NaN,NaN
109.275,NaN,NaN
109.35,NaN,NaN
109.425,NaN,NaN
109.5,NaN,NaN
109.575,NaN,NaN
109.65,NaN,NaN
109.725,NaN,NaN
109.8,NaN,NaN
109.875,NaN,NaN
109.95,NaN,NaN
110.025,NaN,NaN
110.1,NaN,NaN
110.175,NaN,NaN
110.25,NaN,NaN
110.325,NaN,NaN
110.4,NaN,NaN
110.475,NaN,NaN
110.55,NaN,NaN
110.625,NaN,NaN
110.7,NaN,NaN
110.775,NaN,NaN
110.85,NaN,NaN
110.925,NaN,NaN
111.0,NaN,NaN
111.075,NaN,NaN
111.15,NaN,NaN
111.225,NaN,NaN
111.3,NaN,NaN
111.375,NaN,NaN
111.45,NaN,NaN
111.525,NaN,NaN
111.6,NaN,NaN
111.675,NaN,NaN
111.75,NaN,NaN
111.825,NaN,NaN
111.9,NaN,NaN
111.975,NaN,NaN
112.05,NaN,NaN
112.125,NaN,NaN
112.2,NaN,NaN
112.275,NaN,NaN
112.35,NaN,NaN
112.425,NaN,NaN
112.5,NaN,NaN
112.575,NaN,NaN
112.65,NaN,NaN
112.725,NaN,NaN
112.8,NaN,NaN
112.875,NaN,NaN
112.95,NaN,NaN
113.025,NaN,NaN
113.1,NaN,NaN
113.175,NaN,NaN
113.25,NaN,NaN
113.325,NaN,NaN
113.4,NaN,NaN
113.475,NaN,NaN
113.55,NaN,NaN
113.625,NaN,NaN
113.7,NaN,NaN
113.775,NaN,NaN
113.85,NaN,NaN
113.925,NaN,NaN
114.0,NaN,NaN
114.075,NaN,NaN
114.15,NaN,NaN
114.225,NaN,NaN
114.3,NaN,NaN
114.375,NaN,NaN
114.45,NaN,NaN
114.525,NaN,NaN
114.6,NaN,NaN
114.675,NaN,NaN
114.75,NaN,NaN
114.825,NaN,NaN
114.9,NaN,NaN
114.975,NaN,NaN
115.05,NaN,NaN
115.125,NaN,NaN
115.2,NaN,NaN
115.275,NaN,NaN
115.35,NaN,NaN
115.425,NaN,NaN
115.5,NaN,NaN
115.575,NaN,NaN
115.65,NaN,NaN
115.725,NaN,NaN
115.8,NaN,NaN
115.875,NaN,NaN
115.95,NaN,NaN
116.025,NaN,NaN
116.1,NaN,NaN
116.175,NaN,NaN
116.25,NaN,NaN
116.325,NaN,NaN
116.4,NaN,NaN
116.475,NaN,NaN
116.55,NaN,NaN
116.625,NaN,NaN
116.7,NaN,NaN
116.775,NaN,NaN
116.85,NaN,NaN
116.925,NaN,NaN
117.0,NaN,NaN
117.075,NaN,NaN
117.15,NaN,NaN
117.225,NaN,NaN
117.3,NaN,NaN
117.375,NaN,NaN
117.45,NaN,NaN
117.525,NaN,NaN
117.6,NaN,NaN
117.675,NaN,NaN
117.75,NaN,NaN
117.825,NaN,NaN
117.9,NaN,NaN
117.975,NaN,NaN
118.05,NaN,NaN
118.125,NaN,NaN
118.2,NaN,NaN
118.275,NaN,NaN
118.35,NaN,NaN
118.425,NaN,NaN
118.5,NaN,NaN
118.575,NaN,NaN
118.65,NaN,NaN
118.725,NaN,NaN
118.8,NaN,NaN
118.875,NaN,NaN
118.95,NaN,NaN
119.025,NaN,NaN
119.1,NaN,NaN
119.175,NaN,NaN
119.25,NaN,NaN
119.325,NaN,NaN
119.4,NaN,NaN
119.475,NaN,NaN
119.55,NaN,NaN
119.625,NaN,NaN
119.7,NaN,NaN
119.775,NaN,NaN
119.85,NaN,NaN
119.925,NaN,NaN
120.0,NaN,NaN
120.075,NaN,NaN
120.15,NaN,NaN
120.225,NaN,NaN
120.3,NaN,NaN
120.375,NaN,NaN
120.45,NaN,NaN
120.525,NaN,NaN
120.6,NaN,NaN
120.675,NaN,NaN
120.75,NaN,NaN
120.825,NaN,NaN
120.9,NaN,NaN
120.975,NaN,NaN
121.05,NaN,NaN
121.125,NaN,NaN
121.2,NaN,NaN
121.275,NaN,NaN
121.35,NaN,NaN
121.425,NaN,NaN
121.5,NaN,NaN
121.575,NaN,NaN
121.65,NaN,NaN
121.725,NaN,NaN
121.8,NaN,NaN
121.875,NaN,NaN
121.95,NaN,NaN
122.025,NaN,NaN
122.1,NaN,NaN
122.175,NaN,NaN
122.25,NaN,NaN
122.325,NaN,NaN
122.4,NaN,NaN
122.475,NaN,NaN
122.55,NaN,NaN
122.625,NaN,NaN
122.7,NaN,NaN
122.775,NaN,NaN
122.85,NaN,NaN
122.925,NaN,NaN
123.0,NaN,NaN
123.075,NaN,NaN
123.15,NaN,NaN
123.225,NaN,NaN
123.3,NaN,NaN
123.375,NaN,NaN
123.45,NaN,NaN
123.525,NaN,NaN
123.6,NaN,NaN
123.675,NaN,NaN
123.75,NaN,NaN
123.825,NaN,NaN
123.9,NaN,NaN
123.975,NaN,NaN
124.05,NaN,NaN
124.125,NaN,NaN
124.2,NaN,NaN
124.275,NaN,NaN
124.35,NaN,NaN
124.425,NaN,NaN
124.5,NaN,NaN
124.575,NaN,NaN
124.65,NaN,NaN
124.725,NaN,NaN
124.8,NaN,NaN
124.875,NaN,NaN
124.95,NaN,NaN
125.025,NaN,NaN
125.1,NaN,NaN
125.175,NaN,NaN
125.25,NaN,NaN
125.325,NaN,NaN
125.4,NaN,NaN
125.475,NaN,NaN
125.55,NaN,NaN
125.625,NaN,NaN
125.7,NaN,NaN
125.775,NaN,NaN
125.85,NaN,NaN
125.925,NaN,NaN
126.0,NaN,NaN
126.075,NaN,NaN
126.15,NaN,NaN
126.225,NaN,NaN
126.3,NaN,NaN
126.375,NaN,NaN
126.45,NaN,NaN
126.525,NaN,NaN
126.6,NaN,NaN
126.675,NaN,NaN
126.75,NaN,NaN
126.825,NaN,NaN
126.9,NaN,NaN
126.975,NaN,NaN
127.05,NaN,NaN
127.125,NaN,NaN
127.2,NaN,NaN
127.275,NaN,NaN
127.35,NaN,NaN
127.425,NaN,NaN
127.5,NaN,NaN
127.575,NaN,NaN
127.65,NaN,NaN
127.725,NaN,NaN
127.8,NaN,NaN
127.875,NaN,NaN
127.95,NaN,NaN
128.025,NaN,NaN
128.1,NaN,NaN
128.175,NaN,NaN
128.25,NaN,NaN
128.325,NaN,NaN
128.4,NaN,NaN
128.475,NaN,NaN
128.55,NaN,NaN
128.625,NaN,NaN
128.7,NaN,NaN
128.775,NaN,NaN
128.85,NaN,NaN
128.925,NaN,NaN
129.0,NaN,NaN
129.075,NaN,NaN
129.15,NaN,NaN
129.225,NaN,NaN
129.3,NaN,NaN
129.375,NaN,NaN
129.45,NaN,NaN
129.525,NaN,NaN
129.6,NaN,NaN
129.675,NaN,NaN
129.75,NaN,NaN
129.825,NaN,NaN
129.9,NaN,NaN
129.975,NaN,NaN
130.05,NaN,NaN
130.125,NaN,NaN
130.2,NaN,NaN
130.275,NaN,NaN
130.35,NaN,NaN
130.425,NaN,NaN
130.5,NaN,NaN
130.575,NaN,NaN
130.65,NaN,NaN
130.725,NaN,NaN
130.8,NaN,NaN
130.875,NaN,NaN
130.95,NaN,NaN
131.025,NaN,NaN
131.1,NaN,NaN
131.175,NaN,NaN
131.25,NaN,NaN
131.325,NaN,NaN
131.4,NaN,NaN
131.475,NaN,NaN
131.55,NaN,NaN
131.625,NaN,NaN
131.7,NaN,NaN
131.775,NaN,NaN
131.85,NaN,NaN
131.925,NaN,NaN
132.0,NaN,NaN
132.075,NaN,NaN
132.15,NaN,NaN
132.225,NaN,NaN
132.3,NaN,NaN
132.375,NaN,NaN
132.45,NaN,NaN
132.525,NaN,NaN
132.6,NaN,NaN
132.675,NaN,NaN
132.75,NaN,NaN
132.825,NaN,NaN
132.9,NaN,NaN
132.975,NaN,NaN
133.05,NaN,NaN
133.125,NaN,NaN
133.2,NaN,NaN
133.275,NaN,NaN
133.35,NaN,NaN
133.425,NaN,NaN
133.5,NaN,NaN
133.575,NaN,NaN
133.65,NaN,NaN
133.725,NaN,NaN
133.8,NaN,NaN
133.875,NaN,NaN
133.95,NaN,NaN
134.025,NaN,NaN
134.1,NaN,NaN
134.175,NaN,NaN
134.25,NaN,NaN
134.325,NaN,NaN
134.4,NaN,NaN
134.475,NaN,NaN
134.55,NaN,NaN
134.625,NaN,NaN
134.7,NaN,NaN
134.775,NaN,NaN
134.85,NaN,NaN
134.925,NaN,NaN
135.0,NaN,NaN
135.075,NaN,NaN
135.15,NaN,NaN
135.225,NaN,NaN
135.3,NaN,NaN
135.375,NaN,NaN
135.45,NaN,NaN
135.525,NaN,NaN
135.6,NaN,NaN
135.675,NaN,NaN
135.75,NaN,NaN
135.825,NaN,NaN
135.9,NaN,NaN
135.975,NaN,NaN
136.05,NaN,NaN
136.125,NaN,NaN
136.2,NaN,NaN
136.275,NaN,NaN
136.35,NaN,NaN
136.425,NaN,NaN
136.5,NaN,NaN
136.575,NaN,NaN
136.65,NaN,NaN
136.725,NaN,NaN
136.8,NaN,NaN
136.875,NaN,NaN
136.95,NaN,NaN
137.025,NaN,NaN
137.1,NaN,NaN
137.175,NaN,NaN
137.25,NaN,NaN
137.325,NaN,NaN
137.4,NaN,NaN
137.475,NaN,NaN
137.55,NaN,NaN
137.625,NaN,NaN
137.7,NaN,NaN
137.775,NaN,NaN
137.85,NaN,NaN
137.925,NaN,NaN
138.0,NaN,NaN
138.075,NaN,NaN
138.15,NaN,NaN
138.225,NaN,NaN
138.3,NaN,NaN
138.375,NaN,NaN
138.45,NaN,NaN
138.525,NaN,NaN
138.6,NaN,NaN
138.675,NaN,NaN
138.75,NaN,NaN
138.825,NaN,NaN
138.9,NaN,NaN
138.975,NaN,NaN
139.05,NaN,NaN
139.125,NaN,NaN
139.2,NaN,NaN
139.275,NaN,NaN
139.35,NaN,NaN
139.425,NaN,NaN
139.5,NaN,NaN
139.575,NaN,NaN
139.65,NaN,NaN
139.725,NaN,NaN
139.8,NaN,NaN
139.875,NaN,NaN
139.95,NaN,NaN
