bin	dis	ZDR	SD_ZDR	PHIDP	SD_PHIDP
560	42.075000	-0.562500	1.345817	74.720000	7.600647
561	42.150000	-0.062500	1.342971	67.080000	7.872457
562	42.225000	0.250000	0.894819	84.810000	6.337884
563	42.300000	2.125000	0.941945	64.080000	6.826748
564	42.375000	-0.250000	0.973557	78.030000	7.464236
565	42.450000	-0.687500	0.961282	73.980000	8.361853
566	42.525000		1.125972		7.027321
567	42.600000		1.047616		14.135878
568	42.675000	0.187500	1.076652	62.770000	15.764399
569	42.750000	1.812500	0.766032	79.690000	17.669590
570	42.825000	1.812500	0.766032	105.730000	17.669590
571	42.900000		1.119780		15.345277
572	42.975000		1.093303		12.143684
573	43.050000		1.159202		13.562883
574	43.125000	-0.812500	1.125000	80.080000	2.730000
575	43.200000	1.437500	1.125000	74.620000	2.730000
576	43.275000		1.125000		2.730000
577	43.350000		1.125000		2.730000
578	43.425000		0.000000		0.000000
579	43.500000				
580	43.575000				
581	43.650000				
582	43.725000				
583	43.800000				
584	43.875000		0.000000		0.000000
585	43.950000		0.218750		3.940000
586	44.025000		0.858475		5.036295
587	44.100000	0.125000	0.858475	76.460000	5.036295
588	44.175000	-0.312500	0.858475	68.580000	5.036295
589	44.250000	-1.875000	0.858475	64.300000	5.036295
590	44.325000		1.061580		6.244389
591	44.400000		1.406163		6.153078
592	44.475000		1.420673		6.905188
593	44.550000	1.062500	1.431714	80.100000	5.386601
594	44.625000	-2.562500	1.318143	66.110000	4.968274
595	44.700000	-0.187500	1.217637	77.580000	4.661179
596	44.775000	0.812500	1.198958	77.140000	4.804429
597	44.850000	0.562500	1.157620	72.200000	5.951463
598	44.925000	-0.562500	0.888112	71.740000	6.079005
599	45.000000	-1.312500	1.098831	68.110000	8.587219
600	45.075000	-1.875000	1.051526	59.340000	10.362905
601	45.150000	-0.187500	1.118889	77.070000	10.837277
602	45.225000	1.437500	1.145366	52.370000	10.827894
603	45.300000	-1.000000	1.087528	86.340000	11.073836
604	45.375000	1.000000	1.013776	78.720000	9.900037
605	45.450000	-1.062500	1.238081	69.740000	9.848992
606	45.525000	-0.187500	1.302470	77.680000	9.366414
607	45.600000	-1.500000	1.310889	71.700000	9.381661
608	45.675000	1.812500	1.215467	69.540000	9.581871
609	45.750000	-2.125000	1.226436	97.180000	12.573130
610	45.825000	0.437500	1.375348	86.470000	12.923783
611	45.900000	-0.750000	1.329368	73.150000	13.431168
612	45.975000	0.437500	1.059005	54.140000	15.428967
613	46.050000	-2.062500	1.105413	66.510000	10.919232
614	46.125000	0.125000	1.181544	63.680000	7.239095
615	46.200000	0.250000	1.203603	51.460000	6.759272
616	46.275000	1.812500	1.209022	68.720000	5.942224
617	46.350000	1.250000	0.849670	65.730000	6.061223
618	46.425000	-0.937500	0.849670	70.430000	9.146884
619	46.500000	0.562500	1.010468	69.000000	6.408060
620	46.575000	-0.250000	0.896066	68.640000	6.690234
621	46.650000	0.125000	0.901211	85.340000	6.663801
622	46.725000	2.000000	0.954815	64.520000	6.869025
623	46.800000	0.687500	0.958315	76.420000	6.770783
624	46.875000	-0.562500	0.906239	65.950000	6.612417
625	46.950000	2.062500	1.427064	76.560000	5.910876
626	47.025000	0.937500	1.395430	74.980000	4.994757
627	47.100000	1.562500	1.425946	77.280000	7.357884
628	47.175000	-2.187500	1.374942	82.110000	7.663007
629	47.250000	1.750000	1.328228	81.880000	8.536243
630	47.325000	-0.250000	1.328228	61.020000	8.803858
631	47.400000	1.187500	1.248596	64.180000	9.330591
632	47.475000	-0.687500	1.264583	84.730000	9.400148
633	47.550000	0.937500	1.056895	69.040000	8.635554
634	47.625000	-0.500000	1.115536	83.310000	7.726488
635	47.700000	-2.250000	1.136211	65.310000	7.047168
636	47.775000	0.062500	1.320221	71.020000	6.503286
637	47.850000	0.812500	1.494783	77.450000	8.034241
638	47.925000	1.312500	1.432917	68.960000	6.960646
639	48.000000	2.125000	1.254329	63.080000	6.993409
640	48.075000	2.375000	1.315803	85.230000	7.545086
641	48.150000	0.500000	1.440486	72.070000	7.818198
642	48.225000	-1.625000	1.596811	65.070000	8.674726
643	48.300000		1.511916		8.716325
644	48.375000		0.882225		11.859141
645	48.450000		1.239802		11.648856
646	48.525000	-0.812500	1.115739	85.340000	7.921459
647	48.600000	-1.687500	1.142503	95.780000	7.099508
648	48.675000	1.375000	1.174638	73.490000	12.328773
649	48.750000	-0.437500	1.169472	83.140000	12.366821
650	48.825000	1.000000	1.256996	83.310000	12.932891
651	48.900000	-1.562500	1.034944	56.070000	9.949012
652	48.975000	0.875000	0.956900	65.920000	9.984486
653	49.050000	1.437500	0.950211	62.180000	8.373313
654	49.125000	-0.187500	0.917777	62.190000	5.475205
655	49.200000	-0.187500	0.917777	74.070000	4.163070
656	49.275000	0.812500	0.904478	64.180000	4.197175
657	49.350000	-0.187500	0.730726	70.520000	3.683606
658	49.425000	-1.562500	0.773443	68.900000	2.837226
659	49.500000	0.750000	0.797197	68.880000	2.559603
660	49.575000	-0.250000	0.747658	69.630000	1.880360
661	49.650000	0.625000	0.752759	71.890000	2.844802
662	49.725000	0.625000	0.374787	65.330000	3.421814
663	49.800000	-0.187500	0.610286	69.890000	3.573617
664	49.875000	0.312500	0.554435	62.820000	3.654713
665	49.950000	0.125000	0.589556	73.570000	4.356078
666	50.025000	1.687500	0.610286	71.800000	4.125563
667	50.100000	0.250000	0.695971	66.990000	4.773233
668	50.175000	-0.125000	0.736052	76.020000	4.327304
669	50.250000	-0.187500	0.729962	67.430000	4.199591
670	50.325000	1.437500	0.599213	62.910000	4.154281
671	50.400000	-0.187500	0.597614	73.710000	4.031361
672	50.475000	0.250000	0.605434	72.100000	3.324445
673	50.550000	1.062500	0.623084	69.040000	3.234924
674	50.625000	0.375000	0.439409	71.650000	1.627544
675	50.700000	-0.187500	0.412457	70.100000	1.937493
676	50.775000	-0.312500	0.412844	71.100000	1.955140
677	50.850000	0.312500	0.287106	73.790000	1.968144
678	50.925000	0.187500	0.303309	75.150000	2.031987
679	51.000000	0.187500	0.305926	71.000000	1.987001
680	51.075000	0.562500	0.237238	75.290000	2.629570
681	51.150000	-0.250000	0.256609	70.930000	2.653924
682	51.225000	0.437500	0.310581	70.380000	3.045293
683	51.300000	0.250000	0.313392	77.950000	2.962065
684	51.375000	-0.062500	0.575599	74.530000	6.838119
685	51.450000	0.687500	0.551297	77.980000	7.359743
686	51.525000	0.125000	0.565578	77.380000	15.180624
687	51.600000	1.625000	0.548930	57.240000	15.705605
688	51.675000		0.505181		20.731939
689	51.750000	0.875000	0.851176	108.740000	20.556419
690	51.825000	0.812500	0.892328	68.300000	22.194091
691	51.900000	1.500000	0.880978	114.400000	18.556904
692	51.975000	-0.875000	0.880978	84.860000	18.556904
693	52.050000		0.997828		19.067294
694	52.125000		1.187500		14.770000
695	52.200000		0.000000		0.000000
696	52.275000				
697	52.350000				
698	52.425000				
699	52.500000				
700	52.575000		0.000000		0.000000
701	52.650000		1.781250		6.170000
702	52.725000		1.507792		6.032657
703	52.800000	-0.562500	1.345566	67.650000	5.224803
704	52.875000	3.000000	1.203770	79.990000	4.673631
705	52.950000	0.375000	1.147584	66.780000	4.554319
706	53.025000	0.187500	1.065759	71.330000	4.287023
707	53.100000	0.812500	1.117963	71.280000	4.353440
708	53.175000	-0.125000	0.575737	67.130000	3.636233
709	53.250000	0.375000	0.596546	68.480000	3.649571
710	53.325000	-0.875000	0.618203	74.680000	3.623032
711	53.400000	-0.750000	0.516161	77.300000	3.663086
712	53.475000	0.562500	0.527617	76.700000	3.277929
713	53.550000	-0.500000	0.485110	72.440000	2.488735
714	53.625000	-0.562500	0.441220	70.630000	2.516879
715	53.700000	0.062500	0.381951	77.510000	2.285568
716	53.775000	0.062500	0.574490	72.940000	2.868856
717	53.850000	0.187500	0.566806	73.510000	3.753105
718	53.925000	-0.375000	0.554339	72.500000	3.869576
719	54.000000	1.250000	0.606475	79.290000	3.835659
720	54.075000	-0.437500	0.676763	67.210000	4.287577
721	54.150000		0.781181		4.944296
722	54.225000		0.843750		6.040000
723	54.300000		0.000000		0.000000
724	54.375000				
725	54.450000				
726	54.525000				
727	54.600000				
728	54.675000				
729	54.750000				
730	54.825000				
731	54.900000				
732	54.975000				
733	55.050000		0.000000		0.000000
734	55.125000		0.312500		1.560000
735	55.200000		0.367990		1.303747
736	55.275000	-0.562500	0.318689	69.580000	1.142727
737	55.350000	0.062500	0.294746	72.700000	1.961361
738	55.425000	-0.812500	0.365178	70.550000	2.010180
739	55.500000	-0.437500	0.516161	71.350000	2.160032
740	55.575000	-0.625000	0.505550	66.860000	2.569666
741	55.650000	0.187500	0.505550	72.660000	2.681526
742	55.725000	0.750000	0.436679	73.750000	2.771074
743	55.800000	-0.437500	0.693906	75.650000	4.327758
744	55.875000	0.062500	0.607668	74.170000	3.381322
745	55.950000	-0.125000	0.700310	69.680000	3.728001
746	56.025000	1.562500	0.697572	81.660000	3.863565
747	56.100000	0.375000	0.653679	75.090000	3.961674
748	56.175000	1.375000	0.647552	80.060000	4.587572
749	56.250000	0.687500	0.700765	72.350000	3.602846
750	56.325000	-0.187500	0.674683	78.010000	5.886876
751	56.400000	0.125000	0.722589	83.040000	5.929743
752	56.475000	1.750000	0.701115	81.470000	6.473180
753	56.550000	0.000000	0.774817	92.050000	5.183963
754	56.625000		0.797130		4.661681
755	56.700000		0.875000		5.290000
756	56.775000		1.562500		23.320000
757	56.850000		2.593750		20.110000
758	56.925000		2.186805		16.581424
759	57.000000	-3.125000	2.101606	45.410000	14.659288
760	57.075000	2.062500	2.012461	85.630000	13.579578
761	57.150000	0.625000	1.884352	70.420000	12.471300
762	57.225000	-2.250000	1.755640	73.960000	11.973680
763	57.300000	1.125000	1.323245	77.690000	7.850935
764	57.375000	0.812500	1.221295	66.960000	5.764341
765	57.450000	0.437500	1.339382	60.950000	6.440369
766	57.525000		0.281057		6.924037
767	57.600000		0.187500		3.005000
768	57.675000		0.000000		0.000000
769	57.750000				
770	57.825000				
771	57.900000				
772	57.975000				
773	58.050000				
774	58.125000				
775	58.200000				
776	58.275000				
777	58.350000				
778	58.425000				
779	58.500000				
780	58.575000				
781	58.650000				
782	58.725000				
783	58.800000				
784	58.875000				
785	58.950000				
786	59.025000				
787	59.100000				
788	59.175000				
789	59.250000				
790	59.325000				
791	59.400000				
792	59.475000				
793	59.550000				
794	59.625000				
795	59.700000				
796	59.775000				
797	59.850000				
798	59.925000				
799	60.000000				
800	60.075000				
801	60.150000				
802	60.225000				
803	60.300000				
804	60.375000				
805	60.450000				
806	60.525000				
807	60.600000				
808	60.675000				
809	60.750000				
810	60.825000				
811	60.900000				
812	60.975000				
813	61.050000				
814	61.125000				
815	61.200000				
816	61.275000				
817	61.350000				
818	61.425000				
819	61.500000				
820	61.575000				
821	61.650000				
822	61.725000				
823	61.800000				
824	61.875000				
825	61.950000				
826	62.025000				
827	62.100000				
828	62.175000				
829	62.250000		0.000000		0.000000
830	62.325000		1.125000		7.955000
831	62.400000		1.060660		8.425679
832	62.475000	-0.375000	1.157094	68.290000	7.557031
833	62.550000	-2.625000	1.088577	84.200000	6.785616
834	62.625000	-0.375000	1.071449	64.860000	6.238364
835	62.700000	0.500000	0.996486	67.910000	6.393058
836	62.775000	-1.562500	1.114749	69.820000	6.793756
837	62.850000	0.187500	0.706656	73.000000	5.470551
838	62.925000	-0.437500	0.706656	79.180000	4.430255
839	63.000000	0.750000	0.660473	81.340000	4.130498
840	63.075000	-0.312500	0.540455	72.940000	4.014847
841	63.150000	-0.375000	0.548138	74.100000	4.139591
842	63.225000	-0.625000	0.736570	80.560000	4.016260
843	63.300000	-1.062500	1.113025	70.390000	5.512244
844	63.375000		1.094890		6.124496
845	63.450000	1.000000	1.153243	77.800000	17.847425
846	63.525000	2.187500	1.041250	63.290000	17.866698
847	63.600000	0.250000	0.848303	66.060000	19.854039
848	63.675000	1.562500	0.987001	116.670000	19.146248
849	63.750000	0.312500	1.024181	76.030000	19.417653
850	63.825000	-0.312500	0.810388	54.840000	19.066608
851	63.900000	-0.875000	1.404314	60.470000	18.521715
852	63.975000	1.437500	1.276817	83.360000	10.642725
853	64.050000	0.312500	1.292517	83.810000	11.033015
854	64.125000	-2.875000	1.447310	81.500000	7.843864
855	64.200000	0.562500	1.418098	72.180000	4.517126
856	64.275000	-1.125000	1.360663	81.650000	5.240453
857	64.350000	1.437500	1.356085	74.590000	5.931653
858	64.425000	0.062500	0.807332	84.700000	6.232880
859	64.500000	1.000000	0.799593	88.150000	5.233260
860	64.575000	-0.500000	0.621162	89.080000	6.284306
861	64.650000	0.312500	0.536012	76.250000	5.980059
862	64.725000	0.375000	0.551841	79.100000	7.043144
863	64.800000	-0.187500	0.722608	72.030000	5.893390
864	64.875000	1.062500	0.675628	77.310000	3.733616
865	64.950000	0.812500	0.750637	68.820000	4.625382
866	65.025000	1.812500	0.763797	76.280000	5.869013
867	65.100000	-0.250000	0.722608	80.390000	5.355672
868	65.175000	-0.375000	0.690104	83.480000	5.317848
869	65.250000	0.062500	1.149465	87.060000	3.349543
870	65.325000	0.562500	0.881264	78.840000	3.500136
871	65.400000	0.312500	1.218807	78.880000	4.391631
872	65.475000	-2.312500	1.207637	78.650000	7.191410
873	65.550000	0.062500	1.208429	75.490000	6.723194
874	65.625000	2.125000	1.205456	87.980000	7.040080
875	65.700000	-0.062500	1.221878	64.710000	7.173654
876	65.775000	0.250000	0.804860	83.720000	7.164930
877	65.850000	-0.375000	0.911677	72.240000	7.467600
878	65.925000	0.625000	0.760660	81.440000	6.995688
879	66.000000	-0.375000	0.913075	77.300000	6.865943
880	66.075000	1.625000	1.154585	71.420000	7.762260
881	66.150000	-0.875000	1.133401	64.690000	8.319376
882	66.225000	-1.312500	1.323237	65.440000	7.191516
883	66.300000	1.937500	1.363472	56.520000	6.666643
884	66.375000	0.125000	1.285094	78.460000	7.932944
885	66.450000	2.187500	1.550747	72.520000	7.645166
886	66.525000	-0.750000	1.321911	73.060000	7.476555
887	66.600000	-0.312500	1.551106	81.090000	3.892658
888	66.675000	3.062500	1.680185	68.830000	4.400659
889	66.750000	0.625000	1.583255	76.100000	4.492822
890	66.825000	-1.750000	1.747903	78.030000	5.199590
891	66.900000	-1.375000	2.012477	81.780000	5.674507
892	66.975000	-1.687500	1.508849	71.750000	5.561587
893	67.050000	1.937500	1.601130	84.400000	5.679618
894	67.125000	-2.750000	1.589135	84.590000	5.849600
895	67.200000	0.000000	1.621120	69.330000	6.238643
896	67.275000	1.250000	1.470100	82.280000	5.887731
897	67.350000	0.750000	1.360604	74.900000	6.046410
898	67.425000	1.500000	0.608585	70.550000	4.901084
899	67.500000	1.312500	0.668988	77.080000	4.813409
900	67.575000	0.250000	0.900414	67.590000	3.665004
901	67.650000	1.750000	0.912725	69.390000	4.354780
902	67.725000	-0.250000	0.899972	77.030000	5.017995
903	67.800000	-0.875000	0.839761	76.100000	4.966544
904	67.875000	1.062500	0.844305	65.960000	4.847373
905	67.950000	-0.312500	0.691835	64.880000	5.591930
906	68.025000	0.750000	0.871714	76.770000	5.638365
907	68.100000	0.625000	0.749575	74.380000	5.567734
908	68.175000	0.937500	0.752123	81.080000	5.280056
909	68.250000	2.000000	0.554435	77.550000	3.934599
910	68.325000	2.000000	0.535417	74.230000	4.187580
911	68.400000	0.812500	0.634620	67.540000	5.293318
912	68.475000	0.812500	0.940683	77.800000	6.004838
913	68.550000	1.375000	1.154793	71.120000	5.900392
914	68.625000	0.125000	1.099629	65.620000	6.824129
915	68.700000	3.187500	1.112243	84.250000	6.249328
916	68.775000	-0.625000	1.144042	70.810000	6.311177
917	68.850000	1.250000	1.140203	82.750000	6.253179
918	68.925000	0.500000	1.110450	75.920000	4.947925
919	69.000000	0.187500	0.674683	71.370000	4.308714
920	69.075000	1.312500	0.443742	78.290000	4.466401
921	69.150000	1.375000	0.408378	81.160000	3.808114
922	69.225000	0.625000	0.414193	79.620000	4.036267
923	69.300000	0.500000	0.332162	70.080000	3.406408
924	69.375000	0.687500	0.288215	76.380000	3.518444
925	69.450000	1.125000	0.213540	79.980000	3.325196
926	69.525000	0.687500	0.205163	77.000000	2.934445
927	69.600000	0.750000	0.283473	74.690000	2.165962
928	69.675000	1.062500	0.330236	72.700000	3.569892
929	69.750000	0.750000	0.359368	75.470000	3.420241
930	69.825000	0.187500	0.866025	77.900000	3.715369
931	69.900000	1.250000	0.887304	84.400000	3.575895
932	69.975000	1.312500	0.875911	77.450000	3.669565
933	70.050000	-1.375000	0.860114	81.250000	4.958000
934	70.125000	-0.062500	0.871074	76.200000	4.998567
935	70.200000	-0.250000	0.788044	72.260000	3.944870
936	70.275000	0.500000	0.606749	68.320000	3.988672
937	70.350000	0.625000	0.362460	74.440000	3.251933
938	70.425000	-0.250000	0.435216	78.400000	3.996848
939	70.500000	-0.312500	0.479157	78.000000	3.891308
940	70.575000	0.312500	0.501115	73.820000	3.183990
941	70.650000	0.812500	0.497603	81.140000	3.176835
942	70.725000	1.062500	0.471273	77.910000	3.170257
943	70.800000	-0.062500	0.547344	71.000000	3.201164
944	70.875000	-0.062500	0.542516	78.900000	3.172291
945	70.950000	0.000000	0.538090	75.300000	2.974778
946	71.025000	1.375000	0.507595	78.430000	2.924604
947	71.100000	0.500000	0.713281	80.170000	2.212774
948	71.175000	0.750000	0.792684	74.190000	2.333855
949	71.250000	0.812500	0.787741	76.060000	2.290546
950	71.325000	-1.000000	0.679511	80.050000	2.259800
951	71.400000	-0.687500	0.688601	74.750000	4.330917
952	71.475000	0.437500	0.797197	75.770000	4.166711
953	71.550000	0.625000	0.776940	78.020000	4.498513
954	71.625000	0.625000	0.610025	87.660000	4.410001
955	71.700000	1.437500	0.413808	75.700000	4.724823
956	71.775000	0.500000	0.426333	73.160000	4.562523
957	71.850000	1.062500	0.424459	77.400000	4.599759
958	71.925000	0.062500	0.417070	83.760000	3.396611
959	72.000000	1.125000	0.404849	79.100000	3.253793
960	72.075000	0.937500	0.397898	81.670000	2.279435
961	72.150000	0.812500	0.393668	80.910000	2.017625
962	72.225000	1.375000	0.266065	77.000000	1.646476
963	72.300000	0.562500	0.550394	81.520000	2.576126
964	72.375000	0.625000	0.554722	81.860000	2.572616
965	72.450000	1.062500	0.553427	79.590000	3.222501
966	72.525000	-0.500000	0.500797	86.240000	2.559754
967	72.600000	1.000000	0.500797	81.480000	2.519129
968	72.675000	0.750000	0.577396	86.840000	4.710749
969	72.750000	1.000000	0.624745	80.980000	5.093536
970	72.825000	0.750000	0.483793	83.020000	5.101633
971	72.900000	1.500000	0.483793	71.590000	5.176819
972	72.975000	0.000000	0.499362	75.770000	4.270647
973	73.050000	0.125000	0.953645	73.600000	4.504965
974	73.125000	0.375000	0.998724	82.430000	4.227721
975	73.200000	0.250000	1.070014	74.730000	3.920039
976	73.275000	2.875000	1.175659	82.670000	5.791878
977	73.350000	0.000000	1.273316	81.150000	5.720600
978	73.425000	-0.812500	1.431749	83.470000	5.568484
979	73.500000	-1.000000	1.449457	66.880000	5.463072
980	73.575000	1.687500	1.209945	82.780000	5.534832
981	73.650000	-1.375000	1.209550	79.350000	5.610298
982	73.725000	0.875000	1.137193	82.870000	5.476759
983	73.800000	1.812500	0.999920	75.290000	2.521206
984	73.875000	0.375000	0.980112	82.210000	3.054289
985	73.950000	0.125000	0.618590	82.150000	4.904791
986	74.025000	0.250000	0.619105	80.620000	5.025353
987	74.100000	1.562500	0.480321	85.880000	4.113341
988	74.175000	0.437500	0.633614	92.680000	4.540392
989	74.250000	0.625000	0.606880	80.000000	4.625238
990	74.325000	0.000000	0.564410	81.380000	4.610998
991	74.400000	1.687500	0.502227	78.070000	5.040623
992	74.475000	1.125000	0.478325	80.410000	4.330569
993	74.550000	1.062500	0.539569	80.850000	4.776906
994	74.625000	0.750000	0.343025	89.100000	4.728288
995	74.700000	0.875000	0.273162	73.410000	4.889459
996	74.775000	1.687500	0.278365	74.750000	4.907376
997	74.850000	1.062500	0.316933	79.580000	4.965670
998	74.925000	1.125000	0.419168	83.590000	3.406816
999	75.000000	1.250000	0.472118	79.000000	4.783883
1000	75.075000	0.687500	0.444281	82.270000	4.271759
1001	75.150000	0.250000	0.651602	78.330000	4.993051
1002	75.225000	0.375000	0.724041	91.000000	6.615802
1003	75.300000	1.562500	0.657085	77.930000	6.550009
1004	75.375000	-0.500000	0.638003	89.800000	6.747977
1005	75.450000	-0.437500	0.646073	70.640000	6.731660
1006	75.525000	0.000000	0.736052	81.560000	5.358053
1007	75.600000	0.375000	0.614971	76.850000	5.358533
1008	75.675000	-0.062500	0.604775	78.650000	3.264794
1009	75.750000	1.187500	0.552707	77.590000	1.908108
1010	75.825000	1.000000	0.604775	80.450000	1.427790
1011	75.900000	-0.437500	0.654166	78.530000	1.712314
1012	75.975000	0.000000	0.987485	75.540000	1.963704
1013	76.050000	1.125000	0.932683	77.700000	4.848268
1014	76.125000	1.187500	0.872262	75.110000	7.796179
1015	76.200000	-1.562500	0.888561	80.470000	8.886888
1016	76.275000	-0.062500	0.895710	90.640000	9.074149
1017	76.350000	-0.125000	0.787336	97.130000	9.269214
1018	76.425000	-0.625000	0.550394	69.860000	8.910931
1019	76.500000	0.312500	0.453163	73.640000	8.874812
1020	76.575000	-0.500000	0.818122	87.550000	8.765695
1021	76.650000	-0.562500	0.859187	86.750000	6.769887
1022	76.725000	0.687500	0.834332	81.240000	6.659975
1023	76.800000	1.812500	0.957649	75.810000	5.370338
1024	76.875000	-0.625000	0.916560	87.530000	5.458563
1025	76.950000	-0.375000	0.819583	93.810000	5.719859
1026	77.025000	1.437500	0.819972	81.880000	5.694230
1027	77.100000	0.812500	0.692526	80.370000	5.208898
1028	77.175000	0.812500	0.635499	77.540000	6.392526
1029	77.250000	0.562500	0.614841	82.480000	4.554864
1030	77.325000	-0.125000	0.758771	88.710000	4.809193
1031	77.400000	-0.312500	0.858537	73.010000	4.815681
1032	77.475000	1.312500	1.014798	77.750000	4.882081
1033	77.550000	-1.062500	1.149257	84.780000	5.021659
1034	77.625000	1.500000	1.161470	79.920000	4.010588
1035	77.700000	1.937500	1.168040	85.350000	3.084180
1036	77.775000	-1.000000	1.121238	78.110000	2.587185
1037	77.850000	-0.312500	1.121238	81.930000	2.451167
1038	77.925000	1.187500	1.061036	85.200000	4.846285
1039	78.000000	0.312500	0.822980	82.620000	4.451708
1040	78.075000	-1.062500	0.715624	81.130000	4.797944
1041	78.150000	1.000000	0.938987	70.190000	4.790660
1042	78.225000	0.125000	1.018797	80.240000	4.551300
1043	78.300000	-0.125000	1.018170	85.750000	5.001410
1044	78.375000	2.062500	0.891249	81.620000	5.004075
1045	78.450000	-1.000000	0.860114	82.740000	3.022324
1046	78.525000	0.062500	0.876184	86.650000	5.443630
1047	78.600000	0.187500	0.884154	81.670000	7.406965
1048	78.675000	-0.187500	0.468559	89.200000	7.480851
1049	78.750000	-0.312500	0.384447	70.950000	7.554124
1050	78.825000	0.562500	0.476990	96.940000	8.184265
1051	78.900000	-0.500000	0.612242	80.400000	8.606945
1052	78.975000	-0.625000	0.637127	80.920000	8.251903
1053	79.050000	0.687500	0.621162	73.760000	7.091340
1054	79.125000	1.062500	0.661197	89.650000	4.703078
1055	79.200000	0.750000	0.882620	83.320000	4.965480
1056	79.275000	0.812500	0.846097	78.760000	6.504826
1057	79.350000	-0.312500	0.832419	76.690000	7.752511
1058	79.425000	-1.500000	0.720287	85.070000	7.168765
1059	79.500000	-0.250000	0.743595	93.220000	7.578526
1060	79.575000	-0.312500	0.657085	68.340000	7.532231
1061	79.650000	-0.250000	0.917603	83.230000	7.540788
1062	79.725000	0.875000	0.691719	88.320000	7.527613
1063	79.800000	0.187500	0.663484	79.630000	6.712234
1064	79.875000	1.625000	0.681268	89.330000	3.102247
1065	79.950000	-0.250000	0.705075	84.240000	4.231844
1066	80.025000	0.250000	0.669583	87.380000	4.227903
1067	80.100000	-0.437500	0.714509	84.950000	5.661238
1068	80.175000	-0.437500	0.274327	77.070000	8.012920
1069	80.250000	-0.187500	0.819485	88.290000	8.204439
1070	80.325000	-0.625000	0.847039	97.330000	8.102089
1071	80.400000	-0.562500	0.912289	70.100000	8.796912
1072	80.475000	1.875000	1.002150	79.150000	8.406090
1073	80.550000	0.625000	1.002627	85.500000	8.332838
1074	80.625000	-1.000000	1.094542	92.910000	7.306071
1075	80.700000	-1.250000	1.159065	81.430000	5.116501
1076	80.775000	-0.062500	0.870982	86.660000	4.938079
1077	80.850000	-1.437500	0.791174	91.850000	5.922625
1078	80.925000	0.937500	0.773752	80.030000	5.670918
1079	81.000000	0.125000	0.657933	92.550000	6.213092
1080	81.075000	-0.187500	0.728650	78.000000	7.891150
1081	81.150000	0.187500	0.568632	91.200000	7.745870
1082	81.225000	-0.250000	0.402083	95.690000	7.838334
1083	81.300000	-1.000000	0.491963	74.230000	7.414967
1084	81.375000	-0.562500	0.922110	90.240000	7.318255
1085	81.450000	0.125000	0.887574	79.230000	6.865420
1086	81.525000	0.625000	0.879997	81.960000	4.477882
1087	81.600000	-2.375000	0.865841	78.830000	4.008453
1088	81.675000	-0.312500	1.180126	80.370000	2.011402
1089	81.750000	-0.625000	1.182893	80.320000	2.862685
1090	81.825000	-0.687500	1.226956	76.810000	4.731190
1091	81.900000	1.750000	1.243221	83.500000	4.864317
1092	81.975000	0.187500	1.242323	74.380000	5.131580
1093	82.050000	1.000000	1.233824	90.190000	7.015395
1094	82.125000	-2.437500	1.353260	84.780000	7.498765
1095	82.200000	-0.250000	1.082237	86.510000	8.257230
1096	82.275000	-0.437500	1.068747	68.820000	8.249178
1097	82.350000	-1.750000	0.820360	72.530000	8.434483
1098	82.425000	-1.062500	0.686049	68.890000	8.256275
1099	82.500000	0.062500	0.686049	82.730000	7.793997
1100	82.575000	-0.687500	0.850045	91.140000	6.771262
1101	82.650000	0.500000	0.710144	82.430000	6.475743
1102	82.725000	-0.875000	0.591446	81.760000	4.666583
1103	82.800000	0.812500	0.712498	81.100000	4.541285
1104	82.875000	0.562500	0.628054	88.100000	4.467211
1105	82.950000	0.000000	0.630081	93.510000	4.454801
1106	83.025000	1.187500	0.972272	84.440000	4.218655
1107	83.100000	-0.062500	0.972272	90.660000	3.486181
1108	83.175000	0.000000	1.026126	82.540000	3.485754
1109	83.250000	-2.062500	1.026126	89.540000	3.111622
1110	83.325000	0.812500	0.866945	86.300000	3.434534
1111	83.400000	-1.125000	0.858815	88.050000	2.975667
1112	83.475000	0.000000	0.965277	82.100000	2.884242
1113	83.550000	-0.125000	0.730180	81.880000	2.530436
1114	83.625000	-0.312500	0.747018	87.760000	2.581882
1115	83.700000	0.875000	0.614971	83.260000	2.016431
1116	83.775000	1.062500	0.750000	82.450000	2.256720
1117	83.850000	-0.812500	0.832323	81.730000	2.886267
1118	83.925000	0.375000	0.909225	84.720000	4.121576
1119	84.000000	-1.062500	0.944827	86.910000	6.059581
1120	84.075000	1.062500	0.880359	90.230000	6.027294
1121	84.150000	1.437500	0.807234	93.770000	7.236358
1122	84.225000	-0.562500	0.960641	73.500000	7.552054
1123	84.300000	-0.062500	0.775502	87.160000	8.300753
1124	84.375000	0.312500	0.763589	98.280000	8.366056
1125	84.450000	1.687500	1.099266	95.450000	8.146389
1126	84.525000	1.187500	1.074623	79.490000	5.814130
1127	84.600000	0.750000	1.143415	91.700000	5.676673
1128	84.675000	-1.875000	1.151336	90.510000	5.270583
1129	84.750000	0.937500	0.994885	94.990000	4.706480
1130	84.825000	-0.750000	0.889368	88.900000	3.465221
1131	84.900000	-0.062500	0.793890	84.750000	3.482929
1132	84.975000	0.000000	1.914674	90.360000	4.897515
1133	85.050000	-0.625000	1.917586	95.850000	4.696661
1134	85.125000	-0.375000	1.858688	92.180000	4.713912
1135	85.200000	5.125000	1.862073	81.310000	4.602340
