bin	dis	ZDR	SD_ZDR	PHIDP	SD_PHIDP
69	5.250000	0.875000	0.126899	32.960000	1.510372
70	5.325000	0.750000	0.080852	33.830000	1.520070
71	5.400000	0.750000	0.110801	28.900000	1.440762
72	5.475000	1.000000	0.172670	31.480000	1.494865
73	5.550000	0.812500	0.196834	31.270000	1.573884
74	5.625000	0.625000	0.204384	32.100000	1.492255
75	5.700000	1.187500	0.220158	32.990000	1.347048
76	5.775000	1.125000	0.215769	33.610000	1.356003
77	5.850000	0.687500	0.221601	30.180000	1.325560
78	5.925000	0.625000	0.221601	34.360000	1.315161
79	6.000000	0.750000	0.199649	31.380000	1.330895
80	6.075000	0.687500	0.199649	33.270000	1.241207
81	6.150000	1.062500	0.188982	32.390000	1.071604
82	6.225000	1.062500	0.169408	31.790000	0.894934
83	6.300000	1.125000	0.185147	32.070000	1.012604
84	6.375000	0.812500	0.185147	31.000000	0.905798
85	6.450000	0.750000	0.188560	33.660000	0.919192
86	6.525000	1.187500	0.237909	30.690000	0.920710
87	6.600000	1.312500	0.240575	32.270000	1.183299
88	6.675000	0.937500	0.302256	31.260000	1.166985
89	6.750000	1.437500	0.233854	31.980000	0.815125
90	6.825000	1.187500	0.228334	29.670000	1.250518
91	6.900000	1.750000	0.228683	31.770000	1.258807
92	6.975000	1.375000	0.261837	31.250000	1.243599
93	7.050000	1.312500	0.321924	34.160000	1.270231
94	7.125000	1.375000	0.486095	32.400000	1.728201
95	7.200000	0.812500	0.525801	31.620000	1.665205
96	7.275000	0.750000	0.615748	32.570000	1.549419
97	7.350000	0.187500	0.595744	36.550000	1.531740
98	7.425000	0.000000	0.533926	33.060000	1.490511
99	7.500000	-0.375000	0.545740	34.640000	1.234547
100	7.575000	1.187500	0.582209	33.310000	1.161303
101	7.650000	1.000000	0.565398	34.320000	0.660015
102	7.725000	0.937500	0.533477	33.500000	0.636659
103	7.800000	1.125000	0.171745	33.080000	0.908039
104	7.875000	0.875000	0.179906	32.680000	0.944001
105	7.950000	1.375000	0.185147	33.410000	1.125709
106	8.025000	0.875000	0.186006	35.620000	1.371484
107	8.100000	0.812500	0.182545	32.900000	1.370729
108	8.175000	0.875000	0.217608	31.610000	1.575089
109	8.250000	1.062500	0.129387	30.960000	1.925271
110	8.325000	0.875000	0.312372	32.690000	1.826076
111	8.400000	0.625000	0.318188	35.090000	1.810349
112	8.475000	1.000000	0.318188	36.320000	1.755411
113	8.550000	1.687500	0.325128	34.850000	1.381256
114	8.625000	0.750000	0.333838	33.520000	1.165945
115	8.700000	1.125000	0.290967	35.820000	1.390837
116	8.775000	0.812500	0.290967	36.840000	1.367536
117	8.850000	1.250000	0.179017	37.110000	1.354124
118	8.925000	1.000000	0.182545	33.480000	1.123533
119	9.000000	1.000000	0.182545	36.030000	1.145069
120	9.075000	0.750000	0.253798	35.180000	1.100083
121	9.150000	1.250000	0.293151	36.270000	1.495588
122	9.225000	1.125000	0.299606	36.450000	1.291498
123	9.300000	1.625000	0.346953	36.350000	1.390842
124	9.375000	1.562500	0.269341	38.880000	1.480028
125	9.450000	0.937500	0.325373	38.680000	1.847663
126	9.525000	1.750000	0.294508	35.220000	2.668765
127	9.600000	1.375000	0.351518	39.280000	2.447937
128	9.675000	1.937500	0.355128	40.860000	2.466147
129	9.750000	1.437500	0.349927	43.990000	3.375079
130	9.825000	2.062500	0.455445	40.260000	2.548415
131	9.900000	1.437500	0.490828	40.910000	2.216076
132	9.975000	2.375000	0.511507	46.820000	2.114526
133	10.050000	0.937500	0.500797	44.520000	2.162898
134	10.125000	2.312500	0.537349	42.540000	1.788325
135	10.200000	1.312500	0.537349	44.500000	1.348994
136	10.275000	1.687500	0.429129	44.750000	1.162220
137	10.350000	1.000000	0.381951	42.610000	1.760566
138	10.425000	1.437500	0.224105	43.880000	1.603797
139	10.500000	1.375000	0.424835	46.100000	2.018541
140	10.575000	1.687500	0.430428	47.870000	2.331840
141	10.650000	1.562500	0.391638	46.180000	1.774493
142	10.725000	2.500000	0.365090	48.810000	1.459407
143	10.800000	1.812500	0.436679	49.440000	1.444098
144	10.875000	2.250000	0.444998	46.050000	1.642889
145	10.950000	2.000000	0.440315	49.440000	1.449442
146	11.025000	1.062500	0.382160	49.730000	1.474540
147	11.100000	1.562500	0.389597	50.550000	1.496180
148	11.175000	1.625000	0.418597	50.760000	2.656312
149	11.250000	2.187500	0.384862	50.260000	2.584246
150	11.325000	1.562500	0.337164	48.740000	2.842217
151	11.400000	0.937500	0.462738	57.280000	2.964343
152	11.475000	1.687500	0.458585	50.930000	3.140905
153	11.550000	1.562500	0.379018	55.200000	3.018746
154	11.625000	0.687500	0.376485	55.110000	2.551325
155	11.700000	1.375000	0.472287	49.250000	2.038989
156	11.775000	0.812500	0.417834	52.500000	1.941081
157	11.850000	0.812500	0.325128	53.880000	2.071050
158	11.925000	0.312500	0.328785	51.940000	2.000949
159	12.000000	0.500000	0.233512	53.990000	1.868504
160	12.075000	1.062500	0.228683	55.960000	1.706272
161	12.150000	0.625000	0.267261	54.490000	1.675380
162	12.225000	0.500000	0.247436	57.850000	1.245893
163	12.300000	0.750000	0.302519	54.880000	1.216534
164	12.375000	0.187500	0.354904	54.550000	1.661471
165	12.450000	0.562500	0.364216	54.310000	1.640148
166	12.525000	1.125000	0.349471	56.450000	1.542362
167	12.600000	1.312500	0.354904	58.700000	1.763714
168	12.675000	1.000000	0.273162	57.570000	1.727624
169	12.750000	0.687500	0.248721	55.300000	1.280395
170	12.825000	0.625000	0.294508	58.900000	1.359706
171	12.900000	0.625000	0.273162	58.960000	1.308693
172	12.975000	0.812500	0.231455	58.030000	1.510671
173	13.050000	0.312500	0.404258	55.950000	1.188561
174	13.125000	0.125000	0.408964	58.120000	1.166677
175	13.200000	0.750000	0.425772	59.700000	1.650677
176	13.275000	1.500000	0.569892	56.950000	2.183194
177	13.350000	0.875000	0.541781	57.260000	2.075922
178	13.425000	0.375000	0.441220	54.090000	2.159705
179	13.500000	1.750000	0.417834	61.220000	2.502479
180	13.575000	1.187500	0.407010	57.710000	2.532231
181	13.650000	1.375000	0.419548	59.550000	2.659363
182	13.725000	1.312500	0.253798	61.880000	1.790257
183	13.800000	1.375000	0.276930	60.620000	1.932221
184	13.875000	1.687500	0.288215	62.190000	1.554711
185	13.950000	1.937500	0.283192	63.670000	2.028060
186	14.025000	1.062500	0.272870	58.840000	2.472713
187	14.100000	1.812500	0.268155	62.080000	2.396550
188	14.175000	1.500000	0.395083	65.770000	3.011366
189	14.250000	1.437500	0.357812	66.250000	3.012635
190	14.325000	1.437500	0.446964	61.320000	2.315962
191	14.400000	0.687500	0.368134	68.260000	2.132051
192	14.475000	0.937500	0.330478	63.490000	2.110047
193	14.550000	0.500000	0.339051	63.100000	1.963189
194	14.625000	1.000000	0.229031	64.280000	1.827773
195	14.700000	0.812500	0.275487	63.460000	1.232163
196	14.775000	0.312500	0.253798	64.480000	1.270398
197	14.850000	0.562500	0.274327	66.960000	1.231200
198	14.925000	0.250000	0.188137	63.380000	1.261266
199	15.000000	0.375000	0.122422	65.460000	1.081148
200	15.075000	0.250000	0.122422	65.960000	1.050887
201	15.150000	0.375000	0.099424	65.980000	0.998609
202	15.225000	0.562500	0.213540	64.920000	0.936077
203	15.300000	0.312500	0.230765	64.810000	1.050965
204	15.375000	0.312500	0.237909	63.460000	1.681143
205	15.450000	-0.187500	0.228334	66.500000	1.685467
206	15.525000	0.000000	0.163176	66.650000	1.642991
207	15.600000	0.062500	0.139469	69.180000	1.598255
208	15.675000	0.125000	0.099424	65.570000	1.117068
209	15.750000	0.062500	0.080852	66.300000	1.094368
210	15.825000	0.125000	0.125000	67.260000	1.598988
211	15.900000	0.000000	0.132432	68.020000	1.497926
212	15.975000	0.250000	0.155675	66.990000	1.356028
213	16.050000	-0.187500	0.155675	70.600000	1.340008
214	16.125000	0.187500	0.256609	68.100000	1.382466
215	16.200000	0.312500	0.245170	69.300000	1.317355
216	16.275000	0.062500	0.255363	70.370000	1.007610
217	16.350000	0.687500	0.212417	70.800000	1.122866
218	16.425000	0.187500	0.251906	68.760000	1.158564
219	16.500000	0.000000	0.319438	68.550000	1.178494
220	16.575000	0.375000	0.319438	67.400000	1.100805
221	16.650000	-0.125000	0.298807	67.830000	0.911823
222	16.725000	-0.375000	0.281215	69.660000	1.029686
223	16.800000	0.062500	0.290693	69.790000	1.321082
224	16.875000	-0.562500	0.264864	69.870000	1.191120
225	16.950000	-0.062500	0.262749	67.480000	1.175755
226	17.025000	0.125000	0.256609	71.040000	1.668562
227	17.100000	-0.562500	0.235890	68.350000	1.686407
228	17.175000	-0.187500	0.191080	70.800000	1.767377
229	17.250000	-0.125000	0.205551	66.170000	1.909053
230	17.325000	-0.187500	0.242555	67.860000	1.832872
231	17.400000	-0.187500	0.210911	70.580000	1.902460
232	17.475000	0.062500	0.216506	66.490000	1.462296
233	17.550000	-0.687500	0.240575	66.190000	1.432221
234	17.625000	-0.250000	0.301463	66.520000	1.436916
235	17.700000	-0.375000	0.311350	67.680000	1.401926
236	17.775000	0.062500	0.282346	68.650000	1.428840
237	17.850000	-0.750000	0.272870	67.310000	1.420129
238	17.925000	-0.062500	0.361138	63.820000	1.450534
239	18.000000	-0.500000	0.374149	65.880000	1.547625
240	18.075000	-0.625000	0.349927	66.590000	1.446372
241	18.150000	0.312500	0.318438	65.800000	1.394606
242	18.225000	-0.562500	0.311350	64.300000	2.399925
243	18.300000	-0.562500	0.322913	68.210000	2.373220
244	18.375000	-0.375000	0.322913	64.680000	3.075251
245	18.450000	-0.125000	0.202818	71.870000	3.249558
246	18.525000	-0.625000	0.215028	66.780000	3.384500
247	18.600000	-0.625000	0.216138	61.340000	3.390151
248	18.675000	-0.812500	0.242883	63.170000	3.444793
249	18.750000	-0.312500	0.291241	62.810000	2.260284
250	18.825000	-0.375000	0.297738	68.260000	2.064969
251	18.900000	-0.812500	0.289043	63.680000	1.771226
252	18.975000	0.062500	0.346263	65.570000	1.865581
253	19.050000	-0.250000	0.355801	64.420000	2.134709
254	19.125000	-0.375000	0.357812	65.980000	2.028890
255	19.200000	-1.062500	0.340224	67.690000	1.833683
256	19.275000	-0.187500	0.351745	70.240000	2.284638
257	19.350000	-0.562500	0.354904	65.640000	2.165355
258	19.425000	-0.125000	0.367050	68.110000	2.252193
259	19.500000	0.125000	0.197642	62.860000	2.247957
260	19.575000	-0.187500	0.216138	65.700000	1.815457
261	19.650000	-0.062500	0.168464	68.620000	1.818649
262	19.725000	-0.312500	0.168464	67.590000	1.851481
263	19.800000	-0.437500	0.139469	66.910000	0.933923
264	19.875000	-0.250000	0.193978	67.670000	0.618497
265	19.950000	-0.125000	0.191497	68.400000	0.540684
266	20.025000	0.000000	0.187287	68.180000	0.910364
267	20.100000	0.187500	0.133631	66.990000	0.801381
268	20.175000	-0.187500	0.162686	68.130000	0.776943
269	20.250000	0.000000	0.163663	69.810000	1.036958
270	20.325000	-0.062500	0.163663	68.560000	1.051834
271	20.400000	-0.375000	0.193978	67.970000	0.903402
272	20.475000	0.000000	0.185577	70.240000	1.009767
273	20.550000	0.000000	0.209774	67.950000	0.866164
274	20.625000	0.312500	0.276353	67.870000	0.882411
275	20.700000	-0.062500	0.244193	67.310000	0.946191
276	20.775000	0.250000	0.247436	68.490000	0.812060
277	20.850000	-0.500000	0.274907	68.850000	1.926669
278	20.925000	-0.062500	0.223749	69.540000	1.913967
279	21.000000	-0.125000	0.228334	67.030000	1.849814
280	21.075000	-0.375000	0.188137	73.180000	1.841641
281	21.150000	-0.187500	0.132432	68.050000	1.902840
282	21.225000	0.000000	0.215769	67.940000	2.038583
283	21.300000	0.062500	0.213540	69.450000	1.950292
284	21.375000	-0.062500	0.168464	70.610000	1.407041
285	21.450000	0.375000	0.140607	67.280000	1.351324
286	21.525000	0.000000	0.147254	71.100000	1.184175
287	21.600000	0.187500	0.149404	70.480000	1.407032
288	21.675000	0.000000	0.149404	70.360000	1.407477
289	21.750000	-0.062500	0.091054	69.330000	0.785163
290	21.825000	0.000000	0.145072	72.070000	0.764567
291	21.900000	-0.062500	0.148333	70.620000	1.225814
292	21.975000	-0.125000	0.179906	70.130000	1.385129
293	22.050000	0.312500	0.181230	70.180000	1.380915
294	22.125000	-0.187500	0.210533	67.710000	1.046237
295	22.200000	-0.312500	0.238244	68.130000	0.963664
296	22.275000	0.000000	0.264864	70.170000	0.933685
297	22.350000	-0.375000	0.155675	69.640000	1.453122
298	22.425000	-0.437500	0.185147	69.890000	1.423494
299	22.500000	-0.500000	0.202425	68.790000	1.398293
300	22.575000	-0.250000	0.163176	65.680000	1.345605
301	22.650000	0.000000	0.213540	69.280000	1.273193
302	22.725000	-0.500000	0.221241	68.750000	1.448694
303	22.800000	-0.312500	0.210533	67.640000	1.523630
304	22.875000	0.062500	0.285156	68.720000	1.031795
305	22.950000	0.000000	0.266065	70.780000	1.433302
306	23.025000	-0.437500	0.254112	69.860000	1.458532
307	23.100000	-0.750000	0.282346	70.560000	1.390482
308	23.175000	-0.187500	0.239579	66.540000	1.556924
309	23.250000	-0.312500	0.274327	68.200000	1.389516
310	23.325000	-0.625000	0.282346	68.350000	1.524982
311	23.400000	-0.250000	0.266065	67.020000	1.368712
312	23.475000	-1.000000	0.253169	69.660000	1.166428
313	23.550000	-0.312500	0.247436	70.710000	1.252949
314	23.625000	-0.312500	0.239579	69.370000	1.173915
315	23.700000	-0.312500	0.233171	70.030000	0.598232
316	23.775000	-0.437500	0.126899	70.830000	0.590057
317	23.850000	-0.500000	0.126899	69.670000	0.561343
318	23.925000	-0.312500	0.169878	69.140000	0.543714
319	24.000000	-0.062500	0.193978	69.860000	1.102554
320	24.075000	-0.312500	0.174964	69.090000	1.243647
321	24.150000	0.000000	0.124361	69.740000	1.272386
322	24.225000	0.000000	0.105644	72.480000	1.151563
323	24.300000	-0.187500	0.105644	71.840000	1.127037
324	24.375000	-0.187500	0.122422	71.390000	1.415947
325	24.450000	-0.125000	0.147254	70.350000	1.404154
326	24.525000	-0.062500	0.166560	70.140000	1.426862
327	24.600000	-0.375000	0.163176	74.090000	1.427720
328	24.675000	0.125000	0.163176	73.620000	1.727052
329	24.750000	0.125000	0.163176	70.980000	1.700300
330	24.825000	-0.125000	0.171745	71.600000	1.722324
331	24.900000	-0.187500	0.163176	68.990000	1.735108
332	24.975000	-0.125000	0.163176	70.710000	1.750860
333	25.050000	-0.250000	0.155675	73.380000	1.715599
334	25.125000	0.187500	0.155675	74.160000	1.717454
335	25.200000	0.125000	0.149404	73.730000	1.348475
336	25.275000	-0.187500	0.162686	71.600000	1.060266
337	25.350000	-0.125000	0.148333	71.550000	1.505218
338	25.425000	-0.062500	0.196834	74.320000	1.401626
339	25.500000	-0.250000	0.237909	72.730000	1.569893
340	25.575000	0.000000	0.280931	69.940000	1.833590
341	25.650000	0.375000	0.298273	73.290000	1.713154
342	25.725000	0.375000	0.312882	74.750000	1.778963
343	25.800000	-0.437500	0.308779	75.710000	1.857336
344	25.875000	-0.312500	0.309552	73.840000	1.214313
345	25.950000	-0.312500	0.245170	75.040000	1.356919
346	26.025000	-0.187500	0.155675	71.920000	1.886391
347	26.100000	-0.187500	0.144522	73.040000	1.779944
348	26.175000	-0.062500	0.191912	75.940000	2.279611
349	26.250000	-0.562500	0.220881	70.470000	2.107879
350	26.325000	-0.250000	0.305665	71.870000	2.277317
351	26.400000	-0.625000	0.329753	68.900000	2.243963
352	26.475000	-0.625000	0.395889	73.740000	2.309217
353	26.550000	0.250000	0.366615	69.830000	2.589424
354	26.625000	0.062500	0.415155	71.220000	2.581981
355	26.700000	0.375000	0.392045	76.180000	2.147050
356	26.775000	-0.125000	0.404849	75.620000	2.151972
357	26.850000	-0.687500	0.397898	73.020000	1.848217
358	26.925000	0.187500	0.393060	74.780000	1.622563
359	27.000000	-0.687500	0.347871	72.930000	1.533378
360	27.075000	0.187500	0.363997	71.290000	1.392458
361	27.150000	-0.187500	0.353328	75.050000	1.423895
362	27.225000	0.062500	0.411684	75.640000	2.094911
363	27.300000	-0.500000	0.986435	73.790000	2.500988
364	27.375000	-0.625000	1.235115	72.680000	3.565130
365	27.450000	-1.062500	1.267228	78.120000	93.286064
366	27.525000	-2.937500	1.322032	78.610000	93.542959
367	27.600000	1.500000	1.352848	67.180000	93.355265
368	27.675000	0.312500	1.368433	340.730000	93.616834
369	27.750000	0.687500	1.359666	71.290000	93.754225
370	27.825000	-1.187500	0.954146	77.150000	93.482359
371	27.900000	-1.062500	0.766714	68.540000	94.885579
372	27.975000	-0.875000	0.756667	75.520000	10.135877
373	28.050000	0.500000	0.694709	84.520000	10.217481
374	28.125000	0.437500	0.625637	49.560000	9.921444
375	28.200000	-0.687500	0.565680	67.300000	9.935570
376	28.275000	0.312500	0.423143	66.650000	9.677970
377	28.350000	0.187500	0.412457	73.480000	7.706696
378	28.425000	0.687500	0.518626	71.300000	2.476795
379	28.500000	-0.062500	0.445535	70.770000	3.816277
380	28.575000	0.375000	0.459800	73.180000	4.149621
381	28.650000	-0.812500	0.488386	71.590000	4.768107
382	28.725000	0.375000	0.554722	62.010000	4.765854
383	28.800000	-0.250000	0.709246	76.360000	4.745659
384	28.875000	-0.437500	0.613673	78.070000	4.908360
385	28.950000	-1.250000	0.955733	71.440000	5.360597
386	29.025000	-1.625000	0.984656	72.580000	4.279813
387	29.100000	-0.437500	0.987324	68.240000	5.567657
388	29.175000	1.500000	0.994805	65.290000	5.051409
389	29.250000	0.625000	1.105413	68.170000	10.327070
390	29.325000	-0.062500	1.086501	82.310000	14.760765
391	29.400000	-0.625000	1.089725	70.600000	14.825586
392	29.475000	1.687500	1.262754	96.940000	15.295844
393	29.550000	2.437500	1.423036	45.000000	15.045549
394	29.625000	2.312500	1.423036	76.440000	16.055449
395	29.700000	-0.812500	1.340832	86.620000	16.020763
396	29.775000	-1.062500	1.426393	78.410000	13.203609
397	29.850000	-0.062500	1.166264	58.330000	8.855968
398	29.925000	0.937500	0.660352	73.390000	9.051104
399	30.000000	-1.125000	0.674565	78.050000	8.547713
400	30.075000	-0.500000	0.591446	63.840000	8.125587
401	30.150000	-0.312500	0.592927	66.810000	7.078948
402	30.225000	0.250000	0.537052	84.310000	7.044379
403	30.300000	-0.125000	0.463770	71.570000	6.528349
404	30.375000	0.000000	0.474644	63.770000	6.016290
405	30.450000	-1.312500	0.783377	71.470000	5.980429
406	30.525000	-0.500000	0.776221	68.580000	4.620611
407	30.600000	0.000000	0.798895	71.260000	5.009667
408	30.675000	1.500000	0.831748	76.480000	3.581148
409	30.750000	-0.187500	0.677278	79.030000	4.213212
410	30.825000	-0.625000	0.791879	77.300000	3.818490
411	30.900000	0.500000	1.081205	71.820000	3.765010
412	30.975000	-0.250000	0.955149	67.220000	6.858180
413	31.050000	-1.187500	1.160852	75.230000	6.292965
414	31.125000	2.062500	1.160852	77.210000	5.749692
415	31.200000	0.062500	1.127407	58.150000	5.702583
416	31.275000	-1.812500	1.128467	70.010000	6.183496
417	31.350000	-0.625000	1.145644	69.080000	6.888922
418	31.425000	-0.250000	0.778784	70.510000	7.176567
419	31.500000	-0.437500	0.763066	77.420000	4.348550
420	31.575000	1.000000	0.530029	80.330000	4.295947
421	31.650000	-0.187500	0.510414	79.440000	3.685029
422	31.725000	-0.437500	0.796897	74.500000	3.110975
423	31.800000	-0.687500	0.948868	70.380000	3.161220
424	31.875000	-0.375000	0.840330	76.140000	3.387979
425	31.950000	1.562500	1.072395	74.800000	5.220804
426	32.025000	-1.437500	1.142648	78.120000	8.058491
427	32.100000	-0.312500	1.150989	69.660000	8.990768
428	32.175000	-2.187500	1.191688	86.550000	9.052975
429	32.250000	0.562500	0.954731	58.340000	9.151640
430	32.325000	-0.875000	0.921591	85.870000	9.168045
431	32.400000	0.437500	0.930030	78.640000	9.237561
432	32.475000	0.187500	0.462221	72.120000	9.705231
433	32.550000	0.437500	0.451754	71.880000	11.798206
434	32.625000	0.125000	0.713281	82.300000	10.509936
435	32.700000	0.500000	0.687674	60.400000	10.200710
436	32.775000	-0.187500	0.738647	49.670000	10.164081
437	32.850000	-1.687500	0.802380	75.820000	12.367622
438	32.925000	-0.125000	1.683030	75.520000	12.099325
439	33.000000	0.687500	1.682651	70.700000	16.174725
440	33.075000	0.937500	1.842836	89.400000	11.886084
441	33.150000	4.250000	1.645378	79.820000	12.547660
442	33.225000	0.750000	1.952481	106.840000	12.958570
443	33.300000	-1.562500	1.967854	71.650000	12.013945
444	33.375000	0.000000	1.994412	69.120000	13.521419
445	33.450000	-2.312500	1.125425	92.140000	13.843893
446	33.525000	-0.437500	1.216385	82.190000	8.840017
447	33.600000	-1.125000	1.213695	64.980000	8.949825
448	33.675000	1.000000	1.258644	72.560000	8.780820
449	33.750000	1.250000	1.562474	67.760000	6.222864
450	33.825000	1.000000	1.509166	69.710000	5.175988
451	33.900000	-1.062500	1.531608	77.860000	4.812750
452	33.975000	3.687500	1.575279	80.990000	4.994179
453	34.050000	0.375000	1.641012	72.710000	5.890229
454	34.125000	-1.250000	1.615997	80.280000	5.100805
455	34.200000	-0.437500	1.582500	70.420000	9.068666
456	34.275000	-1.187500	0.726898	87.030000	8.783203
457	34.350000	0.562500	0.692641	79.430000	8.813429
458	34.425000	-0.687500	0.588609	57.040000	8.577568
459	34.500000	0.500000	0.620263	73.650000	8.530171
460	34.575000	0.062500	1.577504	71.800000	8.591668
461	34.650000	-0.062500	1.614467	69.200000	8.783906
462	34.725000	0.500000	1.588021	72.620000	6.244639
463	34.800000	4.500000	1.703581	87.290000	6.748175
464	34.875000	1.812500	1.760571	81.070000	7.093753
465	34.950000		1.664843		6.012023
466	35.025000		1.343750		3.110000
467	35.100000		0.000000		0.000000
468	35.175000				
469	35.250000				
470	35.325000		0.000000		0.000000
471	35.400000		0.125000		15.175000
472	35.475000		0.569021		13.191731
473	35.550000	0.750000	0.521744	53.390000	12.053648
474	35.625000	0.500000	1.564948	83.740000	12.621620
475	35.700000	1.812500	1.437349	78.170000	12.911310
476	35.775000	0.625000	1.437349	62.890000	12.911310
477	35.850000	-2.812500	1.567769	53.140000	11.653765
478	35.925000	-0.250000	1.534188	81.900000	10.445825
479	36.000000		1.202861		10.490309
480	36.075000	-1.875000	0.958489	60.890000	11.504174
481	36.150000	-1.000000	0.664057	76.050000	8.853550
482	36.225000		0.437500		7.580000
483	36.300000		0.437500		7.580000
484	36.375000		0.000000		0.000000
485	36.450000				
486	36.525000				
487	36.600000				
488	36.675000		0.000000		0.000000
489	36.750000		2.750000		7.820000
490	36.825000		2.750000		7.820000
491	36.900000	2.312500	2.750000	68.230000	7.820000
492	36.975000	7.812500	2.750000	52.590000	7.820000
493	37.050000		2.750000		7.820000
494	37.125000		2.750000		7.820000
495	37.200000		0.000000		0.000000
496	37.275000				
497	37.350000				
498	37.425000				
499	37.500000				
500	37.575000				
501	37.650000				
502	37.725000				
503	37.800000				
504	37.875000				
505	37.950000				
506	38.025000				
507	38.100000				
508	38.175000				
509	38.250000				
510	38.325000				
511	38.400000				
512	38.475000				
513	38.550000				
514	38.625000				
515	38.700000				
516	38.775000				
517	38.850000				
518	38.925000				
519	39.000000				
520	39.075000				
521	39.150000				
522	39.225000				
523	39.300000				
524	39.375000				
525	39.450000				
526	39.525000				
527	39.600000				
528	39.675000				
529	39.750000				
530	39.825000				
531	39.900000				
532	39.975000				
533	40.050000				
534	40.125000				
535	40.200000				
536	40.275000				
537	40.350000				
538	40.425000				
539	40.500000				
540	40.575000		0.000000		0.000000
541	40.650000		0.437500		2.275000
542	40.725000		0.437500		2.275000
543	40.800000	-0.750000	0.437500	64.540000	2.275000
544	40.875000	0.125000	0.437500	59.990000	2.275000
545	40.950000		0.437500		2.275000
546	41.025000		0.502597		8.136815
547	41.100000		0.627080		8.004483
548	41.175000		0.885355		6.702916
549	41.250000	-1.062500	0.778589	79.070000	6.214372
550	41.325000	0.375000	0.883530	65.620000	6.073100
551	41.400000	-1.750000	0.866526	64.190000	6.947651
552	41.475000	-0.500000	0.853601	74.750000	6.522717
553	41.550000	0.625000	0.851357	64.790000	5.977361
554	41.625000	-1.312500	0.755507	80.920000	5.770671
555	41.700000	-1.437500	1.007624	74.650000	6.508158
556	41.775000	-0.312500	1.011336	74.340000	6.540229
557	41.850000	-0.500000	0.826749	67.330000	6.075345
558	41.925000	-2.812500	0.884515	60.630000	5.214745
559	42.000000	-0.437500	0.927283	75.130000	7.191850
