bin	dis	ZDR	SD_ZDR	PHIDP	SD_PHIDP
703	52.800000	0.375000	0.841752	59.470000	17.895497
704	52.875000	1.625000	0.593733	63.830000	17.374049
705	52.950000	0.562500	0.486259	35.270000	12.735026
706	53.025000	0.750000	0.679276	39.250000	10.544550
707	53.100000	1.250000	0.626474	41.100000	9.529440
708	53.175000	1.687500	0.676156	40.640000	2.122589
709	53.250000	2.437500	0.619507	37.710000	1.323225
710	53.325000		0.490358		1.501429
711	53.400000		0.375000		1.465000
712	53.475000		0.000000		0.000000
713	53.550000				
714	53.625000				
715	53.700000				
716	53.775000				
717	53.850000				
718	53.925000				
719	54.000000				
720	54.075000				
721	54.150000				
722	54.225000				
723	54.300000				
724	54.375000				
725	54.450000				
726	54.525000				
727	54.600000				
728	54.675000		0.000000		0.000000
729	54.750000		1.750000		1.100000
730	54.825000		3.142589		1.671333
731	54.900000	0.750000	2.935671	44.680000	2.581573
732	54.975000	4.250000	2.935671	42.480000	2.581573
733	55.050000	-3.437500	2.935671	46.570000	2.581573
734	55.125000	3.062500	2.935671	39.640000	2.581573
735	55.200000		3.378984		2.844461
736	55.275000		3.250000		3.465000
737	55.350000		0.000000		0.000000
738	55.425000				
739	55.500000				
740	55.575000				
741	55.650000				
742	55.725000				
743	55.800000				
744	55.875000				
745	55.950000				
746	56.025000				
747	56.100000		0.000000		0.000000
748	56.175000		0.562500		15.390000
749	56.250000		1.182922		13.522954
750	56.325000	-2.312500	2.074774	17.440000	12.032324
751	56.400000	-1.187500	2.074774	48.220000	12.032324
752	56.475000	0.562500	1.966278	43.430000	11.389772
753	56.550000	3.187500	2.080936	42.740000	12.535230
754	56.625000		1.766447		6.524506
755	56.700000	-1.562500	1.526104	47.280000	6.490605
756	56.775000	2.562500	1.645353	58.610000	7.026052
757	56.850000	1.375000	1.344317	37.450000	7.051642
758	56.925000	0.875000	1.285266	44.420000	6.437343
759	57.000000		0.713903		6.474238
760	57.075000	0.687500	0.517175	42.480000	3.498590
761	57.150000	1.812500	0.476897	45.950000	11.958865
762	57.225000	0.500000	0.484683	43.400000	15.348393
763	57.300000	0.312500	1.383381	36.560000	14.228271
764	57.375000	0.812500	1.662298	73.670000	15.058798
765	57.450000	1.062500	1.643003	22.290000	15.065033
766	57.525000	-2.875000	1.721664	41.990000	15.076859
767	57.600000	2.937500	1.737152	58.150000	14.681854
768	57.675000	-0.687500	1.739903	44.770000	10.632887
769	57.750000	1.750000	1.766820	49.550000	7.370326
770	57.825000	1.187500	1.008020	41.750000	7.551597
771	57.900000	0.937500	0.819972	33.160000	5.471507
772	57.975000	1.562500	0.785207	39.300000	6.561151
773	58.050000	1.562500	0.848449	49.750000	5.778805
774	58.125000	0.187500	0.892946	45.670000	5.809491
775	58.200000	-0.562500	0.886855	32.730000	5.039332
776	58.275000	-0.500000	0.938392	42.630000	5.202281
777	58.350000	1.562500	1.196495	38.450000	3.833062
778	58.425000	0.687500	1.197561	41.280000	3.412841
779	58.500000	1.875000	1.167835	37.320000	2.141741
780	58.575000	-1.812500	1.293195	39.070000	7.328761
781	58.650000	0.062500	1.514018	43.620000	8.074394
782	58.725000	-0.125000	1.613776	41.440000	8.444188
783	58.800000	-1.437500	1.534104	20.020000	9.404392
784	58.875000	2.687500	1.269491	46.900000	9.468252
785	58.950000	1.875000	1.259277	30.300000	9.274949
786	59.025000	1.062500	1.219134	48.730000	9.179947
787	59.100000	0.250000	0.748510	41.690000	5.766003
788	59.175000	1.187500	0.538386	38.250000	5.349307
789	59.250000	1.500000	0.731053	37.890000	6.880923
790	59.325000	0.625000	0.765361	37.810000	6.587343
791	59.400000	1.687500	0.913686	43.890000	7.113398
792	59.475000	2.687500	0.917864	57.980000	6.724479
793	59.550000	0.625000	0.984251	41.700000	7.482185
794	59.625000	-0.437500	1.173963	50.690000	6.580297
795	59.700000	1.375000	1.116536	43.760000	6.431516
796	59.775000	0.000000	0.890801	58.350000	5.818487
797	59.850000	-0.875000	0.965608	43.860000	5.666427
798	59.925000	0.125000	0.912900	45.590000	5.678103
799	60.000000	1.812500	0.906855	54.550000	5.840907
800	60.075000	1.437500	0.908611	42.680000	4.763195
801	60.150000	1.250000	0.640621	45.370000	4.936661
802	60.225000	-0.062500	0.558018	42.330000	5.319083
803	60.300000	1.250000	0.511507	37.610000	2.781755
804	60.375000	1.062500	0.523826	40.890000	3.257921
805	60.450000	1.562500	1.175795	38.000000	5.216806
806	60.525000	1.437500	1.388271	44.580000	6.619913
807	60.600000	1.562500	1.409753	46.460000	6.498599
808	60.675000	-1.875000	1.570667	29.420000	6.503434
809	60.750000	3.125000	1.591241	51.480000	6.585338
810	60.825000	0.437500	1.546783	43.950000	10.960951
811	60.900000	-0.937500	1.489119	43.910000	10.752445
812	60.975000	-0.562500	1.239625	37.230000	10.243395
813	61.050000	-0.125000	0.850233	16.910000	9.498473
814	61.125000	1.000000	0.858072	44.200000	9.331186
815	61.200000	0.312500	0.695512	43.690000	9.490834
816	61.275000	1.750000	0.568351	45.610000	9.958938
817	61.350000	0.625000	0.499681	40.320000	2.796139
818	61.425000	0.562500	0.494872	45.710000	3.396340
819	61.500000	0.187500	0.487569	48.300000	6.172912
820	61.575000	1.125000	0.336928	39.870000	5.869688
821	61.650000	0.625000	0.394477	38.400000	5.870573
822	61.725000	1.250000	0.393668	28.290000	5.765206
823	61.800000	0.562500	0.366615	40.240000	4.687185
824	61.875000	0.125000	0.346953	40.480000	6.005587
825	61.950000	0.687500	0.359368	44.880000	5.980198
826	62.025000	0.375000	0.294508	39.210000	3.740923
827	62.100000	1.000000	0.325373	49.390000	3.734705
828	62.175000	0.937500	0.291241	39.160000	3.732481
829	62.250000	0.375000	0.441220	38.170000	3.657141
830	62.325000	0.187500	0.452812	40.360000	3.697796
831	62.400000	0.375000	0.507595	40.530000	2.430924
832	62.475000	1.500000	0.495516	38.060000	2.428306
833	62.550000	1.187500	0.506337	43.280000	2.280848
834	62.625000	0.062500	0.501592	45.040000	3.202444
835	62.700000	0.687500	0.480487	39.190000	3.274715
836	62.775000	0.250000	0.423143	39.410000	3.181342
837	62.850000	1.125000	0.406225	34.470000	3.049725
838	62.925000	0.687500	0.314154	41.960000	2.238276
839	63.000000	1.187500	0.306966	39.410000	2.418260
840	63.075000	1.062500	0.167038	37.760000	2.483367
841	63.150000	1.062500	0.210911	40.970000	1.582844
842	63.225000	0.812500	0.159219	41.620000	1.936793
843	63.300000	1.062500	0.159219	40.980000	2.586301
844	63.375000	1.375000	0.682204	38.030000	2.447996
845	63.450000	1.000000	0.679276	43.650000	2.534479
846	63.525000	1.187500	0.687442	45.520000	2.527587
847	63.600000	-0.812500	0.686165	45.050000	3.695900
848	63.675000	1.000000	0.625383	40.070000	3.373581
849	63.750000	0.500000	0.655262	41.950000	4.339673
850	63.825000	0.375000	0.610939	50.210000	4.738977
851	63.900000	0.750000	0.292607	39.710000	4.568479
852	63.975000	1.250000	0.302256	35.950000	4.588429
853	64.050000	0.500000	0.376273	35.760000	4.778584
854	64.125000	0.562500	0.322913	43.210000	3.463832
855	64.200000	1.062500	0.444101	42.750000	4.559689
856	64.275000	1.437500	0.431353	45.140000	3.858259
857	64.350000	0.937500	0.444101	43.130000	3.701434
858	64.425000	0.062500	0.792684	49.560000	4.389542
859	64.500000	0.375000	0.769413	40.980000	4.413889
860	64.575000	1.125000	0.670535	36.360000	4.622241
861	64.650000	-1.062500	0.627546	36.240000	4.850631
862	64.725000	0.687500	0.630081	40.330000	3.914900
863	64.800000	0.250000	0.626529	46.730000	5.579415
864	64.875000	0.062500	0.564975	46.140000	5.489209
865	64.950000	0.000000	0.291241	39.110000	4.379450
866	65.025000	0.125000	0.248721	52.180000	3.766613
867	65.100000	0.812500	0.557875	49.950000	3.778567
868	65.175000	0.250000	0.595208	46.640000	4.180669
869	65.250000	0.187500	0.594672	45.800000	4.725291
870	65.325000	-1.187500	0.606617	47.500000	3.957675
871	65.400000	0.625000	0.625765	41.700000	3.365853
872	65.475000	0.250000	0.691835	36.970000	3.361776
873	65.550000	0.500000	0.717626	43.970000	3.663990
874	65.625000	0.937500	0.365090	45.460000	2.889671
875	65.700000	1.062500	0.478825	40.530000	2.960616
876	65.775000	0.937500	0.509789	37.490000	2.442326
877	65.850000	0.000000	0.504128	40.280000	3.388163
878	65.925000	1.500000	0.572822	42.840000	3.248270
879	66.000000	0.062500	0.560726	41.460000	3.419167
880	66.075000	0.875000	0.550684	48.550000	2.585732
881	66.150000	-0.062500	0.527013	44.180000	3.238417
882	66.225000	0.937500	0.402083	46.080000	3.699492
883	66.300000	0.312500	0.441761	44.340000	3.705412
884	66.375000	1.000000	0.455620	37.540000	3.325812
885	66.450000	0.625000	0.379228	38.510000	3.119107
886	66.525000	1.375000	0.380068	41.360000	2.864547
887	66.600000	1.062500	0.364434	37.410000	2.445804
888	66.675000	1.500000	0.370294	40.640000	2.308140
889	66.750000	1.062500	0.380487	44.960000	2.252382
890	66.825000	0.375000	0.351745	40.340000	2.240363
891	66.900000	1.187500	0.439228	38.630000	1.910608
892	66.975000	0.562500	0.354229	42.010000	2.056661
893	67.050000	1.000000	0.393465	40.870000	1.465191
894	67.125000	0.187500	0.357366	39.370000	1.449260
895	67.200000	0.937500	0.371583	43.240000	1.667743
896	67.275000	1.312500	0.367267	41.620000	1.647265
897	67.350000	1.000000	0.385896	40.990000	1.917080
898	67.425000	0.375000	0.356249	37.750000	2.087825
899	67.500000	0.625000	0.347183	39.490000	2.105268
900	67.575000	0.312500	0.289043	43.250000	2.104757
901	67.650000	0.375000	0.263052	43.960000	2.096265
902	67.725000	0.812500	0.336454	43.380000	1.402345
903	67.800000	1.062500	0.360476	41.540000	0.915187
904	67.875000	0.812500	0.451577	41.750000	1.438505
905	67.950000	0.000000	0.464114	41.750000	2.079840
906	68.025000	0.937500	0.468218	41.910000	2.567917
907	68.100000	-0.187500	0.436497	45.670000	2.424781
908	68.175000	0.937500	0.428943	47.150000	2.150035
909	68.250000	0.312500	0.406029	47.600000	1.821604
910	68.325000	0.125000	0.371154	45.650000	2.359496
911	68.400000	0.750000	0.470087	45.040000	2.474151
912	68.475000	0.750000	0.628942	43.650000	2.610094
913	68.550000	0.312500	0.605697	40.010000	2.084267
914	68.625000	1.625000	0.521691	42.570000	1.806599
915	68.700000	1.875000	0.511039	40.210000	1.702156
916	68.775000	1.250000	0.511039	44.390000	1.659281
917	68.850000	0.687500	0.429686	42.190000	2.720025
918	68.925000	0.937500	0.427081	44.460000	2.808496
919	69.000000	0.750000	0.320435	43.100000	2.712225
920	69.075000	1.562500	0.296665	36.050000	2.616388
921	69.150000	0.750000	0.283473	43.900000	3.984575
922	69.225000	0.625000	0.558446	42.830000	3.908141
923	69.300000	1.000000	0.558446	43.150000	4.316079
924	69.375000	0.937500	0.551985	33.660000	4.078833
925	69.450000	2.312500	0.542663	43.790000	4.397018
926	69.525000	0.750000	0.540455	46.380000	4.397803
927	69.600000	0.625000	0.564975	47.040000	4.379347
928	69.675000	1.000000	0.583303	37.990000	3.033177
929	69.750000	1.562500	0.314914	41.140000	3.173483
930	69.825000	0.687500	0.314914	40.730000	2.853977
931	69.900000	0.687500	0.374575	41.150000	2.824064
932	69.975000	0.625000	0.386722	45.410000	2.242737
933	70.050000	0.750000	0.293966	43.420000	2.123876
934	70.125000	0.250000	0.293966	46.910000	2.115548
935	70.200000	1.125000	0.337164	41.600000	1.956940
936	70.275000	0.187500	0.374787	43.340000	2.058181
937	70.350000	0.687500	0.465828	40.780000	2.459452
938	70.425000	0.125000	0.459800	44.360000	2.318644
939	70.500000	1.000000	0.400892	40.690000	2.800836
940	70.575000	-0.250000	0.542222	39.070000	3.080447
941	70.650000	0.562500	0.548799	46.360000	3.132501
942	70.725000	0.750000	0.526104	47.000000	3.638608
943	70.800000	1.562500	0.545740	46.720000	3.408157
944	70.875000	0.875000	0.378597	47.670000	2.862181
945	70.950000	1.187500	0.378597	39.290000	2.942743
946	71.025000	0.312500	0.400693	43.970000	2.721668
947	71.100000	0.937500	0.325128	42.130000	2.469782
948	71.175000	0.562500	0.372654	41.740000	1.792061
949	71.250000	1.312500	0.359590	44.780000	1.063404
950	71.325000	1.062500	0.321676	44.390000	2.425830
951	71.400000	0.375000	0.445356	43.690000	2.510102
952	71.475000	0.437500	0.466342	42.890000	2.482280
953	71.550000	0.875000	0.364216	37.000000	2.568211
954	71.625000	-0.125000	0.294508	44.280000	2.507141
955	71.700000	0.250000	0.300404	42.570000	2.776483
956	71.775000	0.437500	0.306966	39.490000	2.764993
957	71.850000	0.062500	0.215028	43.880000	2.698654
958	71.925000	0.500000	0.161703	37.730000	3.689381
959	72.000000	0.125000	0.520621	42.760000	3.722153
960	72.075000	0.437500	0.519394	37.320000	3.740148
961	72.150000	0.437500	0.492935	48.690000	3.763016
962	72.225000	1.750000	0.491963	39.960000	3.313595
963	72.300000	0.500000	0.454218	44.190000	3.347006
964	72.375000	0.312500	0.542222	44.190000	2.694133
965	72.450000	0.562500	0.548363	43.360000	1.535508
966	72.525000	0.625000	0.307744	41.590000	1.452509
967	72.600000	-0.187500	0.399497	40.830000	2.017654
968	72.675000	0.875000	0.386515	41.990000	1.944051
969	72.750000	0.562500	0.389597	40.360000	1.947657
970	72.825000	1.187500	0.457889	46.590000	2.078590
971	72.900000	0.562500	0.288767	43.250000	2.696855
972	72.975000	0.750000	0.526861	41.450000	2.679411
973	73.050000	1.312500	0.494388	40.180000	3.358222
974	73.125000	1.187500	0.582893	47.430000	3.514060
975	73.200000	2.187500	0.582893	42.360000	3.521732
976	73.275000	1.562500	0.565680	36.940000	4.256437
977	73.350000	0.375000	0.606355	47.450000	4.238298
978	73.425000	0.562500	0.611851	41.730000	3.679785
979	73.500000	1.000000	0.370294	35.740000	3.682320
980	73.575000	0.500000	0.461530	43.300000	4.194074
981	73.650000	0.750000	0.580014	42.680000	3.845726
982	73.725000	0.687500	0.621803	42.430000	4.710802
983	73.800000	-0.562500	0.612112	50.020000	4.663473
984	73.875000	1.500000	0.627546	43.060000	4.778248
985	73.950000	0.000000	0.786627	50.730000	4.774499
986	74.025000	0.062500	0.812157	35.930000	4.908297
987	74.100000	0.812500	0.673501	41.050000	5.329103
988	74.175000	1.812500	0.656235	42.810000	5.468066
989	74.250000	1.187500	0.607799	40.350000	4.806587
990	74.325000	1.562500	0.499841	52.040000	3.772911
991	74.400000	1.312500	0.628434	47.400000	3.523472
992	74.475000	0.250000	0.595208	43.760000	4.426101
993	74.550000	0.687500	0.587931	46.050000	4.036681
994	74.625000	0.000000	0.539569	47.420000	3.045726
995	74.700000	1.625000	0.483464	37.810000	2.918835
996	74.775000	0.812500	0.488386	44.260000	2.922328
997	74.850000	0.375000	0.488386	43.910000	2.961216
998	74.925000	0.687500	0.517549	41.360000	2.279309
999	75.000000	1.187500	0.386309	43.970000	2.166178
1000	75.075000	0.687500	0.389187	39.890000	2.148248
1001	75.150000	-0.125000	0.396493	40.580000	2.298191
1002	75.225000	0.875000	0.400096	38.290000	2.493940
1003	75.300000	0.375000	0.379228	44.150000	2.299686
1004	75.375000	0.937500	0.454919	44.820000	2.804108
1005	75.450000	0.812500	0.311350	39.120000	2.829293
1006	75.525000	1.062500	0.387339	41.770000	2.341095
1007	75.600000	1.375000	0.376061	46.300000	2.384818
1008	75.675000	1.312500	0.497122	44.530000	2.352529
1009	75.750000	0.312500	0.564410	41.000000	2.314115
1010	75.825000	1.500000	0.571568	44.710000	2.282467
1011	75.900000	2.000000	0.581524	41.350000	2.585901
1012	75.975000	0.375000	0.718625	39.300000	2.644852
1013	76.050000	0.875000	0.701106	42.970000	2.628703
1014	76.125000	0.625000	0.670416	47.600000	2.534862
1015	76.200000	-0.312500	0.468899	40.490000	2.471874
1016	76.275000	0.562500	0.474140	44.260000	2.247614
1017	76.350000	1.250000	0.463942	43.150000	2.208486
1018	76.425000	1.000000	0.598947	43.110000	1.743997
1019	76.500000	0.312500	0.554435	46.730000	1.724709
1020	76.575000	0.687500	0.647306	43.840000	1.785552
1021	76.650000	-0.500000	0.835478	42.580000	1.703751
1022	76.725000	1.125000	0.832993	47.320000	3.584712
1023	76.800000	-0.312500	0.839666	45.790000	4.121427
1024	76.875000	2.125000	0.839666	45.740000	4.142680
1025	76.950000	0.187500	0.729962	36.050000	4.168823
1026	77.025000	0.937500	0.720287	36.930000	3.777811
1027	77.100000	0.500000	0.617300	40.530000	3.656434
1028	77.175000	1.187500	0.362460	43.490000	3.469716
1029	77.250000	0.875000	0.332162	44.490000	3.325954
1030	77.325000	0.250000	0.674565	44.900000	2.089763
1031	77.400000	0.312500	0.671011	44.380000	1.737695
1032	77.475000	0.937500	0.679511	48.200000	1.690971
1033	77.550000	2.375000	0.681268	44.000000	2.517340
1034	77.625000	1.437500	0.614841	42.050000	2.655962
1035	77.700000	0.687500	0.573517	44.380000	2.867028
1036	77.775000	0.812500	0.574628	39.320000	2.204284
1037	77.850000	1.187500	0.372654	41.030000	2.354805
1038	77.925000	0.562500	0.368784	46.480000	2.315204
1039	78.000000	1.437500	0.404652	43.820000	3.051457
1040	78.075000	0.500000	0.435399	45.480000	2.371018
1041	78.150000	0.312500	0.410520	44.020000	2.591010
1042	78.225000	0.312500	0.410520	49.130000	2.595694
1043	78.300000	1.187500	0.393060	43.560000	2.500730
1044	78.375000	0.937500	0.498243	50.720000	2.457658
1045	78.450000	1.000000	0.498243	45.550000	3.379407
1046	78.525000	0.062500	0.740802	48.070000	3.966055
1047	78.600000	-0.250000	1.153273	46.510000	4.320522
1048	78.675000	0.312500	1.163458	39.880000	4.851120
1049	78.750000	2.125000	1.136281	38.870000	5.201679
1050	78.825000	-1.875000	1.168040	50.020000	4.952970
1051	78.900000	1.062500	1.154862	36.180000	5.232775
1052	78.975000	0.500000	1.183229	49.090000	6.153257
1053	79.050000	-0.500000	0.867221	44.400000	6.333843
1054	79.125000	0.125000	0.547742	37.150000	5.536361
1055	79.200000	-0.500000	0.363839	32.970000	5.459853
1056	79.275000	0.125000	0.288111	36.530000	4.069446
1057	79.350000		0.994614		3.201606
1058	79.425000	0.125000	1.112440	37.070000	3.637261
1059	79.500000	-0.312500	1.123069	43.630000	4.638799
1060	79.575000	2.500000	1.105983	35.860000	5.446520
1061	79.650000	1.750000	1.112028	32.580000	5.174467
1062	79.725000	-0.562500	1.112028	45.910000	8.496766
1063	79.800000	0.937500	1.626324	47.060000	9.406882
1064	79.875000	-0.500000	1.557978	43.670000	10.004629
1065	79.950000	0.125000	1.640716	21.700000	10.599052
1066	80.025000	4.250000	1.676399	24.870000	10.970956
1067	80.100000	0.312500	1.813750	45.700000	11.936756
1068	80.175000		1.830898		11.577569
1069	80.250000		2.023784		10.417277
1070	80.325000	-0.687500	0.457385	51.570000	7.580057
1071	80.400000	-0.625000	0.031250	33.380000	9.095000
1072	80.475000		0.031250		9.095000
1073	80.550000		0.031250		9.095000
1074	80.625000		0.968750		0.125000
1075	80.700000		0.062500		1.760000
1076	80.775000		0.062500		1.760000
1077	80.850000	1.312500	0.062500	33.630000	1.760000
1078	80.925000	1.437500	0.062500	37.150000	1.760000
1079	81.000000		0.062500		1.760000
1080	81.075000		0.241163		1.713554
1081	81.150000		0.281250		0.110000
1082	81.225000		0.000000		0.000000
1083	81.300000	0.875000	0.000000	37.370000	0.000000
1084	81.375000		0.000000		0.000000
1085	81.450000		0.000000		0.000000
1086	81.525000		0.000000		0.000000
1087	81.600000				
1088	81.675000				
1089	81.750000				
1090	81.825000				
1091	81.900000				
1092	81.975000				
1093	82.050000				
1094	82.125000				
1095	82.200000				
1096	82.275000				
1097	82.350000				
1098	82.425000				
1099	82.500000				
1100	82.575000				
1101	82.650000				
1102	82.725000				
1103	82.800000				
1104	82.875000				
1105	82.950000				
1106	83.025000				
1107	83.100000				
1108	83.175000				
1109	83.250000				
1110	83.325000				
1111	83.400000				
1112	83.475000				
1113	83.550000				
1114	83.625000				
1115	83.700000				
1116	83.775000				
1117	83.850000				
1118	83.925000				
1119	84.000000				
1120	84.075000				
1121	84.150000				
1122	84.225000				
1123	84.300000				
1124	84.375000				
1125	84.450000				
1126	84.525000				
1127	84.600000				
1128	84.675000				
1129	84.750000				
1130	84.825000				
1131	84.900000				
1132	84.975000				
1133	85.050000				
1134	85.125000				
1135	85.200000				
1136	85.275000				
1137	85.350000				
1138	85.425000				
1139	85.500000				
1140	85.575000				
1141	85.650000				
1142	85.725000				
1143	85.800000				
1144	85.875000				
1145	85.950000				
1146	86.025000				
1147	86.100000				
1148	86.175000				
1149	86.250000				
1150	86.325000				
1151	86.400000				
1152	86.475000				
1153	86.550000				
1154	86.625000				
1155	86.700000				
1156	86.775000				
1157	86.850000				
1158	86.925000				
1159	87.000000				
1160	87.075000				
1161	87.150000				
1162	87.225000				
1163	87.300000				
1164	87.375000				
1165	87.450000				
1166	87.525000				
1167	87.600000				
1168	87.675000				
1169	87.750000				
1170	87.825000				
1171	87.900000				
1172	87.975000				
1173	88.050000				
1174	88.125000				
1175	88.200000				
1176	88.275000				
1177	88.350000				
1178	88.425000				
1179	88.500000				
1180	88.575000				
1181	88.650000				
1182	88.725000				
1183	88.800000				
1184	88.875000				
1185	88.950000				
1186	89.025000				
1187	89.100000				
1188	89.175000				
1189	89.250000				
1190	89.325000				
1191	89.400000				
1192	89.475000				
1193	89.550000				
1194	89.625000				
1195	89.700000				
1196	89.775000				
1197	89.850000				
1198	89.925000				
1199	90.000000				
1200	90.075000				
1201	90.150000				
1202	90.225000				
1203	90.300000				
1204	90.375000				
1205	90.450000				
1206	90.525000				
1207	90.600000				
1208	90.675000				
1209	90.750000				
1210	90.825000				
1211	90.900000				
1212	90.975000				
1213	91.050000				
1214	91.125000				
1215	91.200000				
1216	91.275000				
1217	91.350000				
1218	91.425000				
1219	91.500000				
1220	91.575000				
1221	91.650000				
1222	91.725000				
1223	91.800000				
1224	91.875000				
1225	91.950000				
1226	92.025000				
1227	92.100000				
1228	92.175000				
1229	92.250000				
1230	92.325000				
1231	92.400000				
1232	92.475000				
1233	92.550000				
1234	92.625000				
1235	92.700000				
1236	92.775000				
1237	92.850000				
1238	92.925000				
1239	93.000000				
1240	93.075000				
1241	93.150000				
1242	93.225000				
1243	93.300000				
1244	93.375000				
1245	93.450000				
1246	93.525000				
1247	93.600000				
1248	93.675000				
1249	93.750000				
1250	93.825000				
1251	93.900000				
1252	93.975000				
1253	94.050000				
1254	94.125000				
1255	94.200000				
1256	94.275000				
1257	94.350000				
1258	94.425000				
1259	94.500000				
1260	94.575000				
1261	94.650000				
1262	94.725000				
1263	94.800000				
1264	94.875000				
1265	94.950000				
1266	95.025000				
1267	95.100000				
1268	95.175000				
1269	95.250000				
1270	95.325000				
1271	95.400000				
1272	95.475000				
1273	95.550000				
1274	95.625000				
1275	95.700000				
1276	95.775000				
1277	95.850000				
1278	95.925000				
1279	96.000000				
1280	96.075000				
1281	96.150000				
1282	96.225000				
1283	96.300000				
1284	96.375000				
1285	96.450000				
1286	96.525000				
1287	96.600000				
1288	96.675000				
1289	96.750000				
1290	96.825000				
1291	96.900000				
1292	96.975000				
1293	97.050000				
1294	97.125000				
1295	97.200000				
1296	97.275000				
1297	97.350000				
1298	97.425000				
1299	97.500000				
1300	97.575000				
1301	97.650000				
1302	97.725000				
1303	97.800000				
1304	97.875000				
1305	97.950000				
1306	98.025000				
1307	98.100000				
1308	98.175000				
1309	98.250000				
1310	98.325000				
1311	98.400000				
1312	98.475000				
1313	98.550000				
1314	98.625000				
1315	98.700000				
1316	98.775000				
1317	98.850000				
1318	98.925000				
1319	99.000000				
1320	99.075000				
1321	99.150000				
1322	99.225000				
1323	99.300000				
1324	99.375000				
1325	99.450000				
1326	99.525000				
1327	99.600000				
1328	99.675000				
1329	99.750000				
1330	99.825000				
1331	99.900000				
1332	99.975000				
1333	100.050000				
1334	100.125000				
1335	100.200000				
1336	100.275000				
1337	100.350000				
1338	100.425000				
1339	100.500000				
1340	100.575000				
1341	100.650000				
1342	100.725000				
1343	100.800000				
1344	100.875000		0.000000		0.000000
1345	100.950000		0.000000		3.110000
1346	101.025000		0.176777		4.186218
1347	101.100000	0.312500	0.408647	46.720000	5.513558
1348	101.175000	0.312500	0.375832	40.500000	6.833181
1349	101.250000	-0.062500	0.445488	50.670000	6.391637
1350	101.325000	1.062500	0.567649	36.370000	6.541287
1351	101.400000	0.625000	1.464993	31.740000	6.012325
1352	101.475000	-0.312500	1.525767	37.460000	5.973697
1353	101.550000	1.437500	1.408622	32.610000	3.616233
1354	101.625000	4.375000	1.487244	42.460000	3.940810
1355	101.700000	2.687500	1.562257	38.430000	3.295859
1356	101.775000	1.312500	1.427410	40.490000	3.544056
1357	101.850000	0.187500	1.564608	41.750000	1.530513
1358	101.925000		1.022320		1.368438
1359	102.000000		0.562500		0.630000
1360	102.075000		0.000000		0.000000
1361	102.150000				
1362	102.225000				
1363	102.300000				
1364	102.375000				
1365	102.450000				
1366	102.525000				
1367	102.600000				
1368	102.675000				
1369	102.750000				
1370	102.825000				
1371	102.900000				
1372	102.975000				
1373	103.050000				
1374	103.125000				
1375	103.200000				
1376	103.275000				
1377	103.350000				
1378	103.425000				
1379	103.500000				
1380	103.575000				
1381	103.650000		0.000000		0.000000
1382	103.725000		0.343750		2.375000
1383	103.800000		0.417707		1.939502
1384	103.875000	0.250000	0.421586	49.910000	5.915921
1385	103.950000	0.937500	1.045377	45.160000	7.767181
1386	104.025000	1.250000	1.267285	47.610000	7.852046
1387	104.100000	1.312500	1.505941	34.460000	10.388210
1388	104.175000	3.375000	1.459050	58.500000	10.411520
1389	104.250000	-0.812500	1.570820	56.180000	10.403577
1390	104.325000	3.750000	1.603468	27.430000	10.527677
1391	104.400000	0.750000	1.603170	39.490000	10.931709
1392	104.475000	-0.187500	1.338988	43.590000	9.675736
1393	104.550000	0.437500	1.198226	36.950000	8.344146
1394	104.625000	1.187500	0.456144	56.180000	6.565629
1395	104.700000	0.937500	0.474644	38.880000	6.804693
1396	104.775000	0.187500	0.549379	47.660000	6.829620
1397	104.850000	1.000000	0.634243	36.640000	6.389336
1398	104.925000	0.187500	0.607537	49.700000	4.629916
1399	105.000000	1.812500	0.616912	46.160000	4.235322
1400	105.075000	-0.125000	0.636376	40.210000	4.030200
1401	105.150000	0.687500	0.667676	46.360000	3.090741
1402	105.225000	0.187500	0.667676	42.870000	2.342996
1403	105.300000	0.000000	0.449277	42.180000	2.680231
1404	105.375000	1.250000	0.555871	41.680000	3.644110
1405	105.450000	0.187500	0.564410	46.160000	3.509350
1406	105.525000	0.687500	0.564410	47.970000	3.512047
1407	105.600000	1.625000	0.519394	36.260000	3.524461
1408	105.675000	0.375000	0.481481	40.750000	3.735565
1409	105.750000	0.187500	0.533328	43.040000	4.690969
1410	105.825000	0.375000	0.530029	41.680000	3.904775
1411	105.900000	0.187500	0.231455	46.310000	3.699029
1412	105.975000	-0.187500	0.304358	33.840000	3.775454
1413	106.050000	0.625000	0.302256	38.460000	3.753868
1414	106.125000	0.187500	0.317687	43.280000	4.559460
1415	106.200000	0.812500	0.357812	43.290000	4.279115
1416	106.275000	0.437500	0.362680	42.650000	2.773516
1417	106.350000	0.062500	0.390619	48.710000	2.795015
1418	106.425000	0.812500	0.401488	42.690000	2.863883
1419	106.500000	1.187500	0.394881	42.460000	4.140372
1420	106.575000	1.000000	0.650255	38.370000	4.138556
1421	106.650000	0.125000	0.611851	44.830000	3.131087
1422	106.725000	0.625000	0.644344	34.740000	3.146814
1423	106.800000	2.125000	0.625892	41.380000	3.147737
1424	106.875000	0.312500	0.629828	42.650000	4.147273
1425	106.950000	0.312500	0.659507	38.590000	4.024556
1426	107.025000	0.750000	0.661317	42.470000	3.052876
1427	107.100000	1.062500	0.661317	48.860000	3.432094
