dis_mid,azimuth_deg,raw_kdp_abs_diff,reg_kdp_abs_diff,kdp_lsf_abs_diff
32.9625,155.81999,NaN,0.0,1.4486754722170466e-15
33.0375,155.81999,NaN,0.0,0.0
33.1125,155.81999,NaN,0.0,3.8779671824008584e-16
33.1875,155.81999,NaN,0.0,3.8779671824008584e-16
33.2625,155.81999,NaN,0.0,1.7981434814154373e-16
33.3375,155.81999,NaN,0.0,1.7981434814154373e-16
33.4125,155.81999,NaN,2.066229132235975e-14,0.0
33.4875,155.81999,NaN,NaN,NaN
33.5625,155.81999,NaN,NaN,NaN
33.6375,155.81999,NaN,NaN,NaN
33.7125,155.81999,NaN,NaN,NaN
33.7875,155.81999,NaN,NaN,NaN
33.8625,155.81999,NaN,NaN,NaN
33.9375,155.81999,NaN,NaN,NaN
34.0125,155.81999,NaN,NaN,NaN
34.0875,155.81999,NaN,NaN,NaN
34.1625,155.81999,NaN,NaN,NaN
34.2375,155.81999,NaN,NaN,NaN
34.3125,155.81999,NaN,NaN,NaN
34.3875,155.81999,NaN,NaN,NaN
34.4625,155.81999,NaN,NaN,NaN
34.5375,155.81999,NaN,NaN,NaN
34.6125,155.81999,NaN,NaN,NaN
34.6875,155.81999,NaN,NaN,NaN
34.7625,155.81999,NaN,NaN,NaN
34.8375,155.81999,NaN,NaN,NaN
34.9125,155.81999,NaN,NaN,NaN
34.9875,155.81999,NaN,NaN,NaN
35.0625,155.81999,NaN,NaN,NaN
35.1375,155.81999,NaN,NaN,NaN
35.2125,155.81999,NaN,NaN,NaN
35.2875,155.81999,NaN,NaN,NaN
35.3625,155.81999,NaN,NaN,NaN
35.4375,155.81999,NaN,NaN,NaN
35.5125,155.81999,NaN,NaN,NaN
35.5875,155.81999,NaN,NaN,NaN
35.6625,155.81999,NaN,NaN,NaN
35.7375,155.81999,NaN,NaN,NaN
35.8125,155.81999,NaN,NaN,NaN
35.8875,155.81999,NaN,NaN,NaN
35.9625,155.81999,NaN,NaN,NaN
36.0375,155.81999,NaN,NaN,NaN
36.1125,155.81999,NaN,NaN,NaN
36.1875,155.81999,NaN,NaN,NaN
36.2625,155.81999,NaN,NaN,NaN
36.3375,155.81999,NaN,NaN,NaN
36.4125,155.81999,NaN,NaN,NaN
36.4875,155.81999,NaN,NaN,NaN
36.5625,155.81999,NaN,NaN,NaN
36.6375,155.81999,NaN,NaN,NaN
36.7125,155.81999,NaN,NaN,NaN
36.7875,155.81999,NaN,NaN,NaN
36.8625,155.81999,NaN,NaN,NaN
36.9375,155.81999,NaN,NaN,NaN
37.0125,155.81999,NaN,NaN,NaN
37.0875,155.81999,NaN,NaN,NaN
37.1625,155.81999,NaN,NaN,NaN
37.2375,155.81999,NaN,NaN,NaN
37.3125,155.81999,NaN,NaN,NaN
37.3875,155.81999,NaN,NaN,NaN
37.4625,155.81999,NaN,NaN,NaN
37.5375,155.81999,NaN,NaN,NaN
37.6125,155.81999,NaN,NaN,NaN
37.6875,155.81999,NaN,NaN,NaN
37.7625,155.81999,NaN,NaN,NaN
37.8375,155.81999,NaN,NaN,NaN
37.9125,155.81999,NaN,NaN,NaN
37.9875,155.81999,NaN,NaN,NaN
38.0625,155.81999,NaN,NaN,NaN
38.1375,155.81999,NaN,NaN,NaN
38.2125,155.81999,NaN,NaN,NaN
38.2875,155.81999,NaN,NaN,NaN
38.3625,155.81999,NaN,NaN,NaN
38.4375,155.81999,NaN,NaN,NaN
38.5125,155.81999,NaN,NaN,NaN
38.5875,155.81999,NaN,NaN,NaN
38.6625,155.81999,NaN,NaN,NaN
38.7375,155.81999,NaN,NaN,NaN
38.8125,155.81999,NaN,NaN,NaN
38.8875,155.81999,NaN,NaN,NaN
38.9625,155.81999,NaN,NaN,NaN
39.0375,155.81999,NaN,NaN,NaN
39.1125,155.81999,NaN,NaN,NaN
39.1875,155.81999,NaN,NaN,NaN
39.2625,155.81999,NaN,NaN,NaN
39.3375,155.81999,NaN,NaN,NaN
39.4125,155.81999,NaN,NaN,NaN
39.4875,155.81999,NaN,NaN,NaN
39.5625,155.81999,NaN,NaN,NaN
39.6375,155.81999,NaN,NaN,NaN
39.7125,155.81999,NaN,NaN,NaN
39.7875,155.81999,NaN,NaN,NaN
39.8625,155.81999,NaN,NaN,NaN
39.9375,155.81999,NaN,NaN,NaN
40.0125,155.81999,NaN,NaN,NaN
40.0875,155.81999,NaN,NaN,NaN
40.1625,155.81999,NaN,NaN,NaN
40.2375,155.81999,NaN,NaN,NaN
40.3125,155.81999,NaN,NaN,NaN
40.3875,155.81999,NaN,NaN,NaN
