dis,phdp,raw_kdp,azimuth_deg,reg_phi,reg_kdp,kdp_lsf
15.6,NaN,NaN,155.81999,NaN,NaN,NaN
15.675,NaN,NaN,155.81999,NaN,NaN,NaN
15.75,NaN,NaN,155.81999,NaN,NaN,NaN
15.825,NaN,NaN,155.81999,NaN,NaN,NaN
15.9,NaN,NaN,155.81999,NaN,NaN,NaN
15.975,NaN,NaN,155.81999,NaN,NaN,NaN
16.05,NaN,NaN,155.81999,NaN,NaN,NaN
16.125,NaN,NaN,155.81999,NaN,NaN,NaN
16.2,NaN,NaN,155.81999,NaN,NaN,NaN
16.275,NaN,NaN,155.81999,NaN,NaN,NaN
16.35,NaN,NaN,155.81999,NaN,NaN,NaN
16.425,NaN,NaN,155.81999,NaN,NaN,NaN
