dis,phdp,raw_kdp,azimuth_deg,reg_phi,reg_kdp,kdp_lsf
131.775,33.72,0.0,155.81999,42.1151646284102,0.0,0.0
131.85,29.02,0.0,155.81999,42.1151646284102,0.0,1.0574910997526151e-15
131.925,43.16,0.0,155.81999,42.1151646284102,0.0,0.0
132.0,41.28,0.0,155.81999,42.1151646284102,0.0,0.0
132.075,36.27,0.0,155.81999,42.1151646284102,0.0,5.1673227424729236e-15
132.15,37.69,0.0,155.81999,42.1151646284102,0.0,0.0
132.225,44.33,0.0,155.81999,42.1151646284102,0.0,0.0
132.3,37.02,0.0,155.81999,42.1151646284102,0.0,0.0
132.375,44.57,0.0,155.81999,42.1151646284102,0.0,2.771834498000764e-15
132.45,36.1,0.0,155.81999,42.1151646284102,0.0,0.0
132.525,38.46,0.1,155.81999,42.1151646284102,0.0,9.607379224561992e-15
132.6,40.7,0.1,155.81999,42.1151646284102,0.0,0.0
132.675,44.16,0.1,155.81999,42.1151646284102,0.0,2.074175221247301e-15
132.75,41.01,0.1,155.81999,42.1151646284102,0.0,7.628652430392136e-15
132.825,38.32,0.1,155.81999,42.1151646284102,0.0,7.016607278273677e-15
132.9,39.57,0.1,155.81999,42.1151646284102,0.0,8.33787233280406e-15
132.975,37.02,0.1,155.81999,42.1151646284102,0.0,1.6004100688934464e-15
133.05,32.05,0.1,155.81999,42.1151646284102,0.0,0.0
133.125,33.31,0.1,155.81999,42.1151646284102,0.0,0.0
133.2,36.6,0.1,155.81999,42.1151646284102,0.0,0.0
133.275,44.38,0.2,155.81999,42.1151646284102,0.0,0.0
133.35,32.34,0.2,155.81999,42.1151646284102,0.0,0.0
133.425,40.05,0.2,155.81999,42.1151646284102,0.0,0.0
133.5,36.04,0.2,155.81999,42.1151646284102,0.0,0.0
133.575,40.21,0.2,155.81999,42.1151646284102,0.0,0.0
133.65,38.93,0.2,155.81999,42.1151646284102,0.0,2.525760445517521e-15
133.725,46.79,0.2,155.81999,42.1151646284102,0.0,4.3078476993662934e-15
133.8,38.7,0.2,155.81999,42.1151646284102,0.0,6.444437930979288e-15
133.875,38.52,0.2,155.81999,42.1151646284102,0.0,0.0
133.95,53.73,0.2,155.81999,42.1151646284102,0.0,3.7253706579054425e-15
134.025,48.43,0.2,155.81999,42.1151646284102,0.0,0.0
134.1,42.95,0.2,155.81999,42.1151646284102,0.0,0.0
134.175,43.28,0.3,155.81999,42.1151646284102,0.0,4.648904457977122e-16
134.25,52.08,0.3,155.81999,42.1151646284102,0.0,0.0
134.325,41.81,0.3,155.81999,42.1151646284102,0.0,2.895491686282999e-15
134.4,38.49,0.3,155.81999,42.1151646284102,0.0,0.0
134.475,34.32,0.3,155.81999,42.1151646284102,0.0,1.7735568449917863e-15
134.55,36.08,0.3,155.81999,42.1151646284102,0.0,7.281164949035283e-15
134.625,35.48,0.3,155.81999,42.1151646284102,0.0,2.3984477826405562e-15
134.7,41.88,0.3,155.81999,42.1151646284102,0.0,3.8135878323122024e-16
134.775,39.31,0.3,155.81999,42.1151646284102,0.0,0.0
134.85,38.52,0.3,155.81999,42.1151646284102,0.0,0.0
134.925,39.57,0.3,155.81999,42.1151646284102,0.0,3.5352834736508334e-16
135.0,41.75,0.3,155.81999,42.1151646284102,0.0,0.0
135.075,39.06,0.4,155.81999,42.1151646284102,0.0,8.3394367574079e-15
135.15,34.88,0.4,155.81999,42.1151646284102,0.0,1.8461465980018694e-15
135.225,35.45,0.4,155.81999,42.1151646284102,0.0,1.92652514432173e-15
135.3,38.4,0.4,155.81999,42.1151646284102,0.0,4.040748275299961e-15
135.375,35.28,0.4,155.81999,42.1151646284102,0.0,6.152628790192395e-15
135.45,43.81,0.4,155.81999,42.1151646284102,0.0,0.0
135.525,37.64,0.4,155.81999,42.1151646284102,0.0,0.05281738951784462
135.6,43.29,0.4,155.81999,42.1151646284102,0.0,0.0980894376759879
135.675,42.65,0.4,155.81999,42.1151646284102,0.0,0.13581614447444987
135.75,35.61,0.4,155.81999,42.1151646284102,0.0,0.16599750991320836
135.825,43.14,0.4,155.81999,42.1151646284102,0.0,0.18863353399225816
135.9,41.58,0.4,155.81999,42.1151646284102,0.0,0.20372421671166094
135.975,36.22,0.4,155.81999,42.1151646284102,1.0563477903563694,0.21126955807136003
136.05,45.09,0.4,155.81999,42.43206896551724,1.0563477903563694,0.21126955807135886
136.125,42.85,0.4,155.81999,42.43206896551724,0.0,0.20372421671165994
136.2,47.86,0.4,155.81999,42.43206896551724,0.0,0.18863353399227564
136.275,42.01,0.4,155.81999,42.43206896551724,0.0,0.16599750991321555
136.35,44.03,0.4,155.81999,42.43206896551724,0.0,0.13581614447444618
136.425,38.17,0.4,155.81999,42.43206896551724,0.0,0.09808943767599007
136.5,38.97,0.4,155.81999,42.43206896551724,0.0,0.05281738951785353
136.575,51.49,0.4,155.81999,42.43206896551724,0.0,1.2089675724731835e-15
136.65,38.37,0.4,155.81999,42.43206896551724,0.0,3.571209710749874e-15
136.725,42.31,0.5,155.81999,42.43206896551724,0.0,0.0
136.8,46.06,0.5,155.81999,42.43206896551724,0.0,4.3719466993650626e-15
136.875,42.71,0.5,155.81999,42.43206896551724,0.0,1.3403531060007164e-15
136.95,47.25,0.5,155.81999,42.43206896551724,0.0,0.0
137.025,41.59,0.5,155.81999,42.43206896551724,0.0,5.891097705081109e-15
137.1,46.08,0.5,155.81999,42.43206896551724,0.0,3.2115681937837774e-15
137.175,44.67,0.5,155.81999,42.43206896551724,0.0,0.0
137.25,45.55,0.5,155.81999,42.43206896551724,0.0,2.9139862916774876e-15
137.325,46.1,0.5,155.81999,42.43206896551724,0.0,0.0
137.4,45.32,0.5,155.81999,42.43206896551724,0.0,0.0
137.475,35.97,0.5,155.81999,42.43206896551724,0.0,0.0
137.55,38.69,0.5,155.81999,42.43206896551724,0.0,8.536163962705558e-16
137.625,40.65,0.5,155.81999,42.43206896551724,0.0,7.838326767628041e-15
137.7,36.89,0.5,155.81999,42.43206896551724,0.0,0.02372924648786584
137.775,36.38,0.5,155.81999,42.43206896551724,0.0,0.044068600620326255
137.85,40.48,0.5,155.81999,42.43206896551724,0.0,0.06101806239737926
137.925,38.26,0.5,155.81999,42.43206896551724,0.0,0.07457763181902567
138.0,49.09,0.5,155.81999,42.43206896551724,0.0,0.08474730888524096
138.075,36.22,0.5,155.81999,42.43206896551724,0.0,0.09152709359606566
138.15,41.42,0.5,155.81999,42.43206896551724,0.4745849297575262,0.0949169859514639
138.225,43.15,0.5,155.81999,42.574444444444445,0.4745849297574978,0.09491698595147444
138.3,46.53,0.5,155.81999,42.574444444444445,2.842170943040401e-14,0.09152709359605614
138.375,40.96,0.5,155.81999,42.574444444444445,0.0,0.24186371100162216
138.45,39.7,0.5,155.81999,42.574444444444445,-2.842170943040401e-14,0.3663652357494413
138.525,45.16,0.5,155.81999,42.574444444444445,2.842170943040401e-14,0.46503166783952044
138.6,45.87,0.5,155.81999,42.574444444444445,-2.842170943040401e-14,0.5378630072718508
138.675,45.06,0.5,155.81999,42.574444444444445,2.842170943040401e-14,0.5848592540464416
138.75,37.31,0.5,155.81999,42.574444444444445,0.0,0.6060204081633032
138.825,39.43,0.5,155.81999,42.574444444444445,3.1423280423266817,0.6284656084656554
138.9,47.59,0.5,155.81999,43.51714285714286,3.1423280423267386,1.1111640211639557
138.975,49.23,0.5,155.81999,43.51714285714286,-2.842170943040401e-14,1.5024603174601918
139.05,41.64,0.5,155.81999,43.51714285714286,2.842170943040401e-14,1.8023544973543908
139.125,36.47,0.5,155.81999,43.51714285714286,0.0,2.111957671957719
139.2,45.23,0.5,155.81999,43.51714285714286,-2.842170943040401e-14,2.9415476190476615
139.275,41.04,0.5,155.81999,43.51714285714286,2.842170943040401e-14,3.5758862433862055
139.35,43.42,0.5,155.81999,43.51714285714286,9.653968253964223,4.014973544973665
139.425,50.02,0.5,155.81999,46.413333333333334,9.653968253964251,4.258809523809438
139.5,44.09,0.5,155.81999,46.413333333333334,0.0,NaN
139.575,45.13,0.5,155.81999,46.413333333333334,2.0222222222213873,NaN
139.65,47.02,0.5,155.81999,47.02,14.538888888892302,NaN
139.725,54.84,0.5,155.81999,50.775,12.516666666670886,NaN
139.8,47.23,0.5,155.81999,50.775,2.842170943040401e-14,NaN
139.875,52.53,0.5,155.81999,50.775,0.0,NaN
139.95,48.5,0.5,155.81999,50.775,0.0,NaN
0.075,NaN,NaN,156.82,NaN,NaN,NaN
0.15,NaN,NaN,156.82,NaN,NaN,NaN
0.225,NaN,NaN,156.82,NaN,NaN,NaN
0.3,NaN,NaN,156.82,NaN,NaN,NaN
0.375,NaN,NaN,156.82,NaN,NaN,NaN
0.45,NaN,NaN,156.82,NaN,NaN,NaN
0.525,NaN,NaN,156.82,NaN,NaN,NaN
0.6,NaN,NaN,156.82,NaN,NaN,NaN
0.675,NaN,NaN,156.82,NaN,NaN,NaN
0.75,NaN,NaN,156.82,NaN,NaN,NaN
0.825,NaN,NaN,156.82,NaN,NaN,NaN
0.9,NaN,NaN,156.82,NaN,NaN,NaN
0.975,NaN,NaN,156.82,NaN,NaN,NaN
1.05,36.14,NaN,156.82,32.72,0.0,NaN
1.125,33.48,NaN,156.82,32.72,0.0,NaN
1.2,51.15,NaN,156.82,32.72,0.0,NaN
1.275,38.3,NaN,156.82,32.72,0.0,NaN
1.35,36.32,NaN,156.82,32.72,0.0,NaN
1.425,17.03,NaN,156.82,32.72,0.0,NaN
1.5,32.28,NaN,156.82,32.72,0.0,NaN
1.575,35.54,0.0,156.82,32.72,0.0,5.030734186927552
1.65,23.75,0.0,156.82,32.72,0.0,5.716743394235844
1.725,23.58,NaN,156.82,32.72,0.0,6.174082865774708
1.8,32.35,NaN,156.82,32.72,32.01376300772077,6.402752601544139
1.875,113.59,NaN,156.82,42.32412890231622,32.01376300772077,6.402752601544148
1.95,286.31,NaN,156.82,42.32412890231622,0.0,6.174082865774716
2.025,191.22,NaN,156.82,42.32412890231622,0.0,5.7167433942358485
2.1,60.84,NaN,156.82,42.32412890231622,0.0,5.0307341869275435
2.175,15.84,NaN,156.82,42.32412890231622,0.0,4.116055243849808
2.25,56.28,NaN,156.82,42.32412890231622,0.0,2.972706565002647
2.325,104.27,NaN,156.82,42.32412890231622,0.0,1.600688150386033
2.4,79.85,NaN,156.82,42.32412890231622,0.0,0.0
2.475,313.61,NaN,156.82,42.32412890231622,0.0,1.4699709875049366e-15
2.55,273.48,NaN,156.82,42.32412890231622,0.0,8.564602955553257e-15
2.625,273.48,NaN,156.82,42.32412890231622,0.0,4.1618130158124896e-15
2.7,14.6,NaN,156.82,42.32412890231622,0.0,0.0
2.775,53.07,NaN,156.82,42.32412890231622,0.0,0.0
2.85,53.07,NaN,156.82,42.32412890231622,0.0,2.5584128051996433e-15
2.925,32.86,NaN,156.82,42.32412890231622,0.0,2.4936181391498127e-15
3.0,39.66,0.0,156.82,42.32412890231622,0.0,0.0
3.075,41.41,0.0,156.82,42.32412890231622,0.0,0.0
3.15,37.78,0.0,156.82,42.32412890231622,0.0,3.476157850607234e-15
3.225,35.93,0.0,156.82,42.32412890231622,0.0,4.528179288886893e-15
3.3,39.78,0.0,156.82,42.32412890231622,0.0,0.0
3.375,40.33,0.0,156.82,42.32412890231622,0.0,0.0
3.45,25.71,NaN,156.82,42.32412890231622,0.0,5.294418612880101e-15
3.525,40.06,NaN,156.82,42.32412890231622,0.0,0.0
3.6,54.22,NaN,156.82,42.32412890231622,0.0,0.0
3.675,49.8,NaN,156.82,42.32412890231622,0.0,4.972852067589696e-15
3.75,45.08,NaN,156.82,42.32412890231622,0.0,1.949655839882747e-15
3.825,25.39,NaN,156.82,42.32412890231622,0.0,0.0
3.9,32.98,0.0,156.82,42.32412890231622,0.0,0.0
3.975,35.26,0.0,156.82,42.32412890231622,0.0,0.0
4.05,40.02,0.0,156.82,42.32412890231622,0.0,0.0
4.125,36.45,0.0,156.82,42.32412890231622,0.0,0.0
4.2,32.68,0.0,156.82,42.32412890231622,0.0,0.0
4.275,36.09,0.0,156.82,42.32412890231622,0.0,3.4233745987797456e-15
4.35,41.89,NaN,156.82,42.32412890231622,0.0,0.0
4.425,35.55,NaN,156.82,42.32412890231622,0.0,8.269894438944732e-16
4.5,355.76,NaN,156.82,42.32412890231622,0.0,0.0
4.575,267.1,NaN,156.82,42.32412890231622,0.0,3.200050641756568e-15
4.65,171.72,NaN,156.82,42.32412890231622,0.0,7.871720959718088e-16
4.725,36.29,NaN,156.82,42.32412890231622,0.0,0.0
4.8,32.9,NaN,156.82,42.32412890231622,0.0,0.0
4.875,38.04,NaN,156.82,42.32412890231622,0.0,9.76306154682118e-15
4.95,84.54,NaN,156.82,42.32412890231622,0.0,0.0
5.025,75.01,NaN,156.82,42.32412890231622,0.0,0.0
5.1,82.07,NaN,156.82,42.32412890231622,0.0,0.0
5.175,33.58,NaN,156.82,42.32412890231622,0.0,0.0
5.25,40.39,NaN,156.82,42.32412890231622,0.0,2.7902916659700515e-15
5.325,34.84,0.0,156.82,42.32412890231622,0.0,2.0633533533518385e-15
5.4,30.49,0.0,156.82,42.32412890231622,0.0,1.3565328069064485e-15
5.475,34.58,0.0,156.82,42.32412890231622,0.0,0.0
5.55,45.5,0.0,156.82,42.32412890231622,0.0,3.959988104630453e-15
5.625,20.54,0.0,156.82,42.32412890231622,0.0,0.0
5.7,39.02,0.0,156.82,42.32412890231622,0.0,0.0
5.775,30.82,0.0,156.82,42.32412890231622,0.0,0.0
5.85,46.36,0.0,156.82,42.32412890231622,0.0,0.0
5.925,35.51,0.0,156.82,42.32412890231622,0.0,1.2367095047833494e-15
6.0,37.64,0.0,156.82,42.32412890231622,0.0,0.0
6.075,37.78,0.0,156.82,42.32412890231622,0.0,0.0
6.15,36.79,0.0,156.82,42.32412890231622,0.0,0.0
6.225,35.49,0.0,156.82,42.32412890231622,0.0,0.0
6.3,36.25,0.0,156.82,42.32412890231622,0.0,1.163296204382287e-15
6.375,36.38,0.0,156.82,42.32412890231622,0.0,5.748229219861932e-16
6.45,38.07,0.0,156.82,42.32412890231622,0.0,1.1363117208203785e-15
6.525,39.84,0.0,156.82,42.32412890231622,0.0,1.6849244772494733e-15
6.6,38.44,0.0,156.82,42.32412890231622,0.0,4.442197104249871e-15
6.675,38.24,0.0,156.82,42.32412890231622,0.0,5.490503486855331e-16
6.75,37.58,0.0,156.82,42.32412890231622,0.0,0.0
6.825,37.39,NaN,156.82,42.32412890231622,0.0,1.0740215042227969e-15
6.9,37.15,NaN,156.82,42.32412890231622,0.0,2.655932970012374e-15
6.975,49.2,NaN,156.82,42.32412890231622,0.0,2.1019491102832467e-15
7.05,37.03,NaN,156.82,42.32412890231622,0.0,0.0
7.125,36.93,NaN,156.82,42.32412890231622,0.0,0.0
7.2,34.74,0.0,156.82,42.32412890231622,0.0,4.072796226205119e-15
7.275,37.79,0.0,156.82,42.32412890231622,0.0,4.03089220329575e-15
7.35,37.58,NaN,156.82,42.32412890231622,0.0,0.0
7.425,34.02,NaN,156.82,42.32412890231622,0.0,0.0
7.5,4.61,NaN,156.82,42.32412890231622,0.0,4.887742780068637e-15
7.575,78.41,NaN,156.82,42.32412890231622,0.0,0.0
7.65,37.33,NaN,156.82,42.32412890231622,0.0,0.0
7.725,37.9,NaN,156.82,42.32412890231622,0.0,4.74563513054099e-16
7.8,41.05,NaN,156.82,42.32412890231622,0.0,9.40016604143301e-16
7.875,43.77,NaN,156.82,42.32412890231622,0.0,0.0
7.95,37.39,NaN,156.82,42.32412890231622,0.0,0.0
8.025,42.46,NaN,156.82,42.32412890231622,0.0,2.2842612921922763e-15
8.1,29.09,NaN,156.82,42.32412890231622,-2.842170943040401e-14,1.8105157415176083e-15
8.175,347.93,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
8.25,26.89,NaN,156.82,42.32412890231622,0.0,0.0
8.325,19.82,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
8.4,19.82,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
8.475,35.55,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
8.55,34.13,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
8.625,34.13,NaN,156.82,42.32412890231622,0.0,0.0
8.7,16.22,NaN,156.82,42.32412890231622,-2.842170943040401e-14,5.0574958762392916e-15
8.775,37.3,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
8.85,34.99,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
8.925,33.65,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
9.0,31.08,NaN,156.82,42.32412890231622,0.0,8.148557815207152e-15
9.075,33.82,NaN,156.82,42.32412890231622,-2.842170943040401e-14,2.8284551644303015e-15
9.15,24.7,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
9.225,36.16,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
9.3,33.43,NaN,156.82,42.32412890231622,2.842170943040401e-14,3.943012570738353e-16
9.375,31.53,NaN,156.82,42.32412890231622,0.0,0.0
9.45,343.13,NaN,156.82,42.32412890231622,-2.842170943040401e-14,3.1043993314520743e-15
9.525,9.52,NaN,156.82,42.32412890231622,2.842170943040401e-14,5.7749692716416765e-15
9.6,201.29,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
9.675,267.57,NaN,156.82,42.32412890231622,2.842170943040401e-14,3.7903573160185e-16
9.75,35.66,NaN,156.82,42.32412890231622,0.0,1.5044932059272945e-15
9.825,15.98,NaN,156.82,42.32412890231622,-2.842170943040401e-14,3.7325526291387374e-16
9.9,37.17,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
9.975,73.08,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
10.05,338.21,NaN,156.82,42.32412890231622,2.842170943040401e-14,1.4596303169603453e-15
10.125,38.36,NaN,156.82,42.32412890231622,0.0,0.0
10.2,46.57,NaN,156.82,42.32412890231622,-2.842170943040401e-14,5.752747871808832e-15
10.275,44.53,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
10.35,39.48,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
10.425,15.45,NaN,156.82,42.32412890231622,2.842170943040401e-14,3.869737441377889e-15
10.5,11.48,NaN,156.82,42.32412890231622,0.0,1.7464194790288621e-15
10.575,44.09,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
10.65,72.07,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
10.725,76.46,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
10.8,62.87,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
10.875,41.51,NaN,156.82,42.32412890231622,0.0,3.0352544815299083e-15
10.95,36.85,NaN,156.82,42.32412890231622,-2.842170943040401e-14,3.0144833195409818e-15
11.025,47.73,NaN,156.82,42.32412890231622,2.842170943040401e-14,4.6573246066873345e-15
11.1,153.53,NaN,156.82,42.32412890231622,-2.842170943040401e-14,7.599665064762299e-15
11.175,39.62,NaN,156.82,42.32412890231622,2.842170943040401e-14,5.90768107399876e-15
11.25,32.0,NaN,156.82,42.32412890231622,0.0,0.0
11.325,35.71,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
11.4,41.15,0.0,156.82,42.32412890231622,2.842170943040401e-14,4.504248918777733e-15
11.475,27.19,0.0,156.82,42.32412890231622,-2.842170943040401e-14,6.39261845322196e-16
11.55,24.82,0.0,156.82,42.32412890231622,2.842170943040401e-14,1.587785174317836e-15
11.625,38.34,0.0,156.82,42.32412890231622,0.0,0.0
11.7,39.73,0.0,156.82,42.32412890231622,-2.842170943040401e-14,0.0
11.775,38.56,0.0,156.82,42.32412890231622,2.842170943040401e-14,0.0
11.85,32.86,0.0,156.82,42.32412890231622,-2.842170943040401e-14,7.738092528559937e-15
11.925,39.41,0.0,156.82,42.32412890231622,2.842170943040401e-14,0.0
12.0,38.15,0.0,156.82,42.32412890231622,0.0,0.0
12.075,37.95,0.0,156.82,42.32412890231622,-2.842170943040401e-14,0.0
12.15,35.17,0.0,156.82,42.32412890231622,2.842170943040401e-14,3.018866414193662e-15
12.225,37.67,0.0,156.82,42.32412890231622,-2.842170943040401e-14,0.0
12.3,27.4,0.0,156.82,42.32412890231622,2.842170943040401e-14,5.665945655845719e-15
12.375,38.58,0.0,156.82,42.32412890231622,0.0,0.0
12.45,40.51,0.0,156.82,42.32412890231622,-2.842170943040401e-14,5.892344993176848e-16
12.525,39.41,0.0,156.82,42.32412890231622,2.842170943040401e-14,0.0
12.6,34.18,0.0,156.82,42.32412890231622,-2.842170943040401e-14,2.7937623584143814e-16
12.675,46.27,0.0,156.82,42.32412890231622,2.842170943040401e-14,1.0901624294189958e-15
12.75,51.91,NaN,156.82,42.32412890231622,0.0,2.6615132721391866e-16
12.825,41.55,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
12.9,45.27,NaN,156.82,42.32412890231622,2.842170943040401e-14,2.545304711211994e-16
12.975,48.32,NaN,156.82,42.32412890231622,-2.220446049250313e-16,0.0
13.05,NaN,NaN,156.82,NaN,NaN,NaN
13.125,NaN,NaN,156.82,NaN,NaN,NaN
13.2,NaN,NaN,156.82,NaN,NaN,NaN
13.275,NaN,NaN,156.82,NaN,NaN,NaN
13.35,NaN,NaN,156.82,NaN,NaN,NaN
13.425,NaN,NaN,156.82,NaN,NaN,NaN
13.5,NaN,NaN,156.82,NaN,NaN,NaN
13.575,NaN,NaN,156.82,NaN,NaN,NaN
13.65,NaN,NaN,156.82,NaN,NaN,NaN
13.725,NaN,NaN,156.82,NaN,NaN,NaN
13.8,NaN,NaN,156.82,NaN,NaN,NaN
13.875,NaN,NaN,156.82,NaN,NaN,NaN
13.95,NaN,NaN,156.82,NaN,NaN,NaN
14.025,NaN,NaN,156.82,NaN,NaN,NaN
14.1,NaN,NaN,156.82,NaN,NaN,NaN
14.175,NaN,NaN,156.82,NaN,NaN,NaN
14.25,NaN,NaN,156.82,NaN,NaN,NaN
14.325,NaN,NaN,156.82,NaN,NaN,NaN
14.4,NaN,NaN,156.82,NaN,NaN,NaN
14.475,NaN,NaN,156.82,NaN,NaN,NaN
14.55,NaN,NaN,156.82,NaN,NaN,NaN
14.625,NaN,NaN,156.82,NaN,NaN,NaN
14.7,NaN,NaN,156.82,NaN,NaN,NaN
14.775,NaN,NaN,156.82,NaN,NaN,NaN
14.85,NaN,NaN,156.82,NaN,NaN,NaN
14.925,NaN,NaN,156.82,NaN,NaN,NaN
15.0,NaN,NaN,156.82,NaN,NaN,NaN
15.075,NaN,NaN,156.82,NaN,NaN,NaN
15.15,NaN,NaN,156.82,NaN,NaN,NaN
15.225,NaN,NaN,156.82,NaN,NaN,NaN
15.3,NaN,NaN,156.82,NaN,NaN,NaN
15.375,NaN,NaN,156.82,NaN,NaN,NaN
15.45,NaN,NaN,156.82,NaN,NaN,NaN
15.525,NaN,NaN,156.82,NaN,NaN,NaN
15.6,NaN,NaN,156.82,NaN,NaN,NaN
15.675,NaN,NaN,156.82,NaN,NaN,NaN
15.75,NaN,NaN,156.82,NaN,NaN,NaN
15.825,NaN,NaN,156.82,NaN,NaN,NaN
15.9,NaN,NaN,156.82,NaN,NaN,NaN
15.975,NaN,NaN,156.82,NaN,NaN,NaN
16.05,NaN,NaN,156.82,NaN,NaN,NaN
16.125,NaN,NaN,156.82,NaN,NaN,NaN
16.2,NaN,NaN,156.82,NaN,NaN,NaN
16.275,NaN,NaN,156.82,NaN,NaN,NaN
16.35,NaN,NaN,156.82,NaN,NaN,NaN
16.425,NaN,NaN,156.82,NaN,NaN,NaN
16.5,106.99,NaN,156.82,42.32412890231622,0.0,0.0
16.575,302.48,NaN,156.82,42.32412890231622,0.0,0.0
16.65,63.68,NaN,156.82,42.32412890231622,-2.842170943040401e-14,4.699287921736924e-16
16.725,31.93,NaN,156.82,42.32412890231622,2.842170943040401e-14,4.613740988447287e-16
16.8,31.08,NaN,156.82,42.32412890231622,0.0,6.798459891670995e-16
16.875,33.52,NaN,156.82,42.32412890231622,0.0,0.0
16.95,35.41,NaN,156.82,42.32412890231622,0.0,4.380518553669512e-16
17.025,40.58,NaN,156.82,42.32412890231622,-2.842170943040401e-14,4.0941372885083275e-15
17.1,43.09,NaN,156.82,42.32412890231622,2.842170943040401e-14,2.5744338984548605e-15
17.175,59.06,NaN,156.82,42.32412890231622,0.0,6.407989595130238e-16
17.25,50.49,NaN,156.82,42.32412890231622,0.0,0.0
17.325,39.93,NaN,156.82,42.32412890231622,0.0,4.0232681460909236e-15
17.4,11.18,NaN,156.82,42.32412890231622,-2.842170943040401e-14,3.795093945687408e-15
17.475,31.36,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
17.55,31.31,NaN,156.82,42.32412890231622,0.0,0.0
17.625,51.12,NaN,156.82,42.32412890231622,0.0,4.162958237901628e-15
17.7,24.52,NaN,156.82,42.32412890231622,0.0,4.145324506918788e-15
17.775,46.05,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
17.85,36.23,NaN,156.82,42.32412890231622,2.842170943040401e-14,1.8497256172035754e-15
17.925,34.73,NaN,156.82,42.32412890231622,0.0,0.0
18.0,35.2,NaN,156.82,42.32412890231622,0.0,1.0059625651480434e-15
18.075,24.13,NaN,156.82,42.32412890231622,0.0,1.1946858756105845e-15
18.15,46.33,NaN,156.82,42.32412890231622,-2.842170943040401e-14,0.0
18.225,43.13,NaN,156.82,42.32412890231622,2.842170943040401e-14,0.0
18.3,63.38,NaN,156.82,42.32412890231622,0.0,5.612534254006554e-16
18.375,61.73,NaN,156.82,42.32412890231622,1.8096635301390052e-14,0.0
18.45,NaN,NaN,156.82,NaN,NaN,NaN
18.525,NaN,NaN,156.82,NaN,NaN,NaN
18.6,NaN,NaN,156.82,NaN,NaN,NaN
18.675,NaN,NaN,156.82,NaN,NaN,NaN
18.75,NaN,NaN,156.82,NaN,NaN,NaN
18.825,NaN,NaN,156.82,NaN,NaN,NaN
18.9,NaN,NaN,156.82,NaN,NaN,NaN
18.975,NaN,NaN,156.82,NaN,NaN,NaN
19.05,NaN,NaN,156.82,NaN,NaN,NaN
19.125,NaN,NaN,156.82,NaN,NaN,NaN
19.2,NaN,NaN,156.82,NaN,NaN,NaN
19.275,NaN,NaN,156.82,NaN,NaN,NaN
19.35,NaN,NaN,156.82,NaN,NaN,NaN
19.425,NaN,NaN,156.82,NaN,NaN,NaN
19.5,NaN,NaN,156.82,NaN,NaN,NaN
19.575,NaN,NaN,156.82,NaN,NaN,NaN
19.65,NaN,NaN,156.82,NaN,NaN,NaN
19.725,NaN,NaN,156.82,NaN,NaN,NaN
19.8,NaN,NaN,156.82,NaN,NaN,NaN
19.875,NaN,NaN,156.82,NaN,NaN,NaN
19.95,NaN,NaN,156.82,NaN,NaN,NaN
20.025,NaN,NaN,156.82,NaN,NaN,NaN
20.1,69.09,NaN,156.82,42.32412890231622,0.0,1.7192119682784352e-16
20.175,43.18,NaN,156.82,42.32412890231622,0.0,0.0
20.25,192.95,NaN,156.82,42.32412890231622,-3.019806626980426e-14,1.5588003273379236e-16
20.325,NaN,NaN,156.82,NaN,NaN,NaN
20.4,NaN,NaN,156.82,NaN,NaN,NaN
20.475,NaN,NaN,156.82,NaN,NaN,NaN
20.55,NaN,NaN,156.82,NaN,NaN,NaN
20.625,NaN,NaN,156.82,NaN,NaN,NaN
20.7,NaN,NaN,156.82,NaN,NaN,NaN
20.775,NaN,NaN,156.82,NaN,NaN,NaN
20.85,NaN,NaN,156.82,NaN,NaN,NaN
20.925,NaN,NaN,156.82,NaN,NaN,NaN
21.0,NaN,NaN,156.82,NaN,NaN,NaN
21.075,NaN,NaN,156.82,NaN,NaN,NaN
21.15,NaN,NaN,156.82,NaN,NaN,NaN
